35	245.41	245.41	343.57	343.57	286.31	245.41	245.41	286.31	343.57	343.57
36	241.44	241.44	338.02	338.02	281.68	241.44	241.44	281.68	338.02	338.02
33	303.58	303.58	425.01	425.01	354.18	303.58	303.58	354.18	425.01	425.01
34	212.24	212.24	297.13	297.13	247.61	212.24	212.24	247.61	297.13	297.13
39	254.74	254.74	356.63	356.63	297.19	254.74	254.74	297.19	356.63	356.63
37	390.46	390.46	546.64	546.64	455.53	390.46	390.46	455.53	546.64	546.64
38	375.67	375.67	525.94	525.94	438.28	375.67	375.67	438.28	525.94	525.94
43	394.52	394.52	552.33	552.33	460.28	394.52	394.52	460.28	552.33	552.33
42	321.58	321.58	450.21	450.21	375.18	321.58	321.58	375.18	450.21	450.21
41	244.41	244.41	342.18	342.18	285.15	244.41	244.41	285.15	342.18	342.18
40	478.89	478.89	670.45	670.45	558.71	478.89	478.89	558.71	670.45	670.45
22	13.69	13.69	19.17	19.17	15.98	13.69	13.69	15.98	19.17	19.17
23	13.19	13.19	18.46	18.46	15.38	13.19	13.19	15.38	18.46	18.46
24	337.19	337.19	472.07	472.07	393.39	337.19	337.19	393.39	472.07	472.07
25	230.36	230.36	322.50	322.50	268.75	230.36	230.36	268.75	322.50	322.50
26	402.98	402.98	564.17	564.17	470.14	402.98	402.98	470.14	564.17	564.17
27	317.11	317.11	443.95	443.95	369.96	317.11	317.11	369.96	443.95	443.95
28	245.87	245.87	344.22	344.22	286.85	245.87	245.87	286.85	344.22	344.22
29	169.76	169.76	237.67	237.67	198.06	169.76	169.76	198.06	237.67	237.67
3	13.06	13.06	18.29	18.29	15.24	13.06	13.06	15.24	18.29	18.29
2	13.15	13.15	18.41	18.41	15.34	13.15	13.15	15.34	18.41	18.41
1	12.66	12.66	17.72	17.72	14.77	12.66	12.66	14.77	17.72	17.72
0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
30	167.65	167.65	234.71	234.71	195.59	167.65	167.65	195.59	234.71	234.71
7	12.90	12.90	18.06	18.06	15.05	12.90	12.90	15.05	18.06	18.06
6	12.85	12.85	17.99	17.99	14.99	12.85	12.85	14.99	17.99	17.99
32	176.39	176.39	246.94	246.94	205.78	176.39	176.39	205.78	246.94	246.94
5	13.38	13.38	18.73	18.73	15.61	13.38	13.38	15.61	18.73	18.73
31	344.82	344.82	482.75	482.75	402.29	344.82	344.82	402.29	482.75	482.75
4	13.11	13.11	18.36	18.36	15.30	13.11	13.11	15.30	18.36	18.36
9	12.99	12.99	18.18	18.18	15.15	12.99	12.99	15.15	18.18	18.18
8	13.54	13.54	18.96	18.96	15.80	13.54	13.54	15.80	18.96	18.96
19	12.75	12.75	17.85	17.85	14.88	12.75	12.75	14.88	17.85	17.85
17	13.38	13.38	18.73	18.73	15.61	13.38	13.38	15.61	18.73	18.73
18	12.93	12.93	18.10	18.10	15.08	12.93	12.93	15.08	18.10	18.10
15	13.64	13.64	19.09	19.09	15.91	13.64	13.64	15.91	19.09	19.09
16	13.34	13.34	18.68	18.68	15.57	13.34	13.34	15.57	18.68	18.68
13	12.79	12.79	17.91	17.91	14.93	12.79	12.79	14.93	17.91	17.91
14	12.86	12.86	18.00	18.00	15.00	12.86	12.86	15.00	18.00	18.00
11	13.46	13.46	18.84	18.84	15.70	13.46	13.46	15.70	18.84	18.84
12	12.39	12.39	17.34	17.34	14.45	12.39	12.39	14.45	17.34	17.34
21	13.11	13.11	18.35	18.35	15.29	13.11	13.11	15.29	18.35	18.35
20	13.11	13.11	18.35	18.35	15.29	13.11	13.11	15.29	18.35	18.35
99	3.90	3.90	5.46	5.46	4.55	3.90	3.90	4.55	5.46	5.46
101	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
100	3.49	3.49	4.89	4.89	4.07	3.49	3.49	4.07	4.89	4.89
98	3.72	3.72	5.21	5.21	4.34	3.72	3.72	4.34	5.21	5.21
97	356.38	356.38	498.93	498.93	415.78	356.38	356.38	415.78	498.93	498.93
96	183.21	183.21	256.49	256.49	213.74	183.21	183.21	213.74	256.49	256.49
95	315.26	315.26	441.36	441.36	367.80	315.26	315.26	367.80	441.36	441.36
94	358.64	358.64	502.10	502.10	418.42	358.64	358.64	418.42	502.10	502.10
93	244.21	244.21	341.89	341.89	284.91	244.21	244.21	284.91	341.89	341.89
92	219.49	219.49	307.28	307.28	256.07	219.49	219.49	256.07	307.28	307.28
91	363.90	363.90	509.46	509.46	424.55	363.90	363.90	424.55	509.46	509.46
90	311.69	311.69	436.36	436.36	363.63	311.69	311.69	363.63	436.36	436.36
10	13.03	13.03	18.24	18.24	15.20	13.03	13.03	15.20	18.24	18.24
88	322.20	322.20	451.08	451.08	375.90	322.20	322.20	375.90	451.08	451.08
89	232.39	232.39	325.35	325.35	271.13	232.39	232.39	271.13	325.35	325.35
79	357.54	357.54	500.55	500.55	417.13	357.54	357.54	417.13	500.55	500.55
78	303.29	303.29	424.61	424.61	353.84	303.29	303.29	353.84	424.61	424.61
77	340.54	340.54	476.75	476.75	397.29	340.54	340.54	397.29	476.75	476.75
82	379.89	379.89	531.85	531.85	443.21	379.89	379.89	443.21	531.85	531.85
83	263.88	263.88	369.43	369.43	307.86	263.88	263.88	307.86	369.43	369.43
80	212.40	212.40	297.36	297.36	247.80	212.40	212.40	247.80	297.36	297.36
81	200.31	200.31	280.43	280.43	233.69	200.31	200.31	233.69	280.43	280.43
86	448.69	448.69	628.17	628.17	523.47	448.69	448.69	523.47	628.17	628.17
