19	4.38	9.86	9.86	7.17	9.86	3.76	9.86	5.26	5.26	3.76	4.38	7.17	4.38	9.86	7.17	5.26	5.26	5.26	9.86	3.76	4.38	5.26	5.26	7.17	9.86	7.17	9.86	3.76	5.26	7.17
17	4.53	10.18	10.18	7.40	10.18	3.88	10.18	5.43	5.43	3.88	4.53	7.40	4.53	10.18	7.40	5.43	5.43	5.43	10.18	3.88	4.53	5.43	5.43	7.40	10.18	7.40	10.18	3.88	5.43	7.40
18	4.11	9.24	9.24	6.72	9.24	3.52	9.24	4.93	4.93	3.52	4.11	6.72	4.11	9.24	6.72	4.93	4.93	4.93	9.24	3.52	4.11	4.93	4.93	6.72	9.24	6.72	9.24	3.52	4.93	6.72
15	4.68	10.52	10.52	7.65	10.52	4.01	10.52	5.61	5.61	4.01	4.68	7.65	4.68	10.52	7.65	5.61	5.61	5.61	10.52	4.01	4.68	5.61	5.61	7.65	10.52	7.65	10.52	4.01	5.61	7.65
16	4.81	10.82	10.82	7.87	10.82	4.12	10.82	5.77	5.77	4.12	4.81	7.87	4.81	10.82	7.87	5.77	5.77	5.77	10.82	4.12	4.81	5.77	5.77	7.87	10.82	7.87	10.82	4.12	5.77	7.87
13	276.74	622.67	622.67	452.85	622.67	237.21	622.67	332.09	332.09	237.21	276.74	452.85	276.74	622.67	452.85	332.09	332.09	332.09	622.67	237.21	276.74	332.09	332.09	452.85	622.67	452.85	622.67	237.21	332.09	452.85
14	286.76	645.21	645.21	469.24	645.21	245.79	645.21	344.11	344.11	245.79	286.76	469.24	286.76	645.21	469.24	344.11	344.11	344.11	645.21	245.79	286.76	344.11	344.11	469.24	645.21	469.24	645.21	245.79	344.11	469.24
11	432.66	973.48	973.48	707.99	973.48	370.85	973.48	519.19	519.19	370.85	432.66	707.99	432.66	973.48	707.99	519.19	519.19	519.19	973.48	370.85	432.66	519.19	519.19	707.99	973.48	707.99	973.48	370.85	519.19	707.99
12	446.01	1003.52	1003.52	729.83	1003.52	382.29	1003.52	535.21	535.21	382.29	446.01	729.83	446.01	1003.52	729.83	535.21	535.21	535.21	1003.52	382.29	446.01	535.21	535.21	729.83	1003.52	729.83	1003.52	382.29	535.21	729.83
21	4.46	10.03	10.03	7.30	10.03	3.82	10.03	5.35	5.35	3.82	4.46	7.30	4.46	10.03	7.30	5.35	5.35	5.35	10.03	3.82	4.46	5.35	5.35	7.30	10.03	7.30	10.03	3.82	5.35	7.30
20	4.15	9.34	9.34	6.79	9.34	3.56	9.34	4.98	4.98	3.56	4.15	6.79	4.15	9.34	6.79	4.98	4.98	4.98	9.34	3.56	4.15	4.98	4.98	6.79	9.34	6.79	9.34	3.56	4.98	6.79
22	4.38	9.86	9.86	7.17	9.86	3.76	9.86	5.26	5.26	3.76	4.38	7.17	4.38	9.86	7.17	5.26	5.26	5.26	9.86	3.76	4.38	5.26	5.26	7.17	9.86	7.17	9.86	3.76	5.26	7.17
23	521.98	1174.46	1174.46	854.15	1174.46	447.41	1174.46	626.38	626.38	447.41	521.98	854.15	521.98	1174.46	854.15	626.38	626.38	626.38	1174.46	447.41	521.98	626.38	626.38	854.15	1174.46	854.15	1174.46	447.41	626.38	854.15
24	510.65	1148.96	1148.96	835.61	1148.96	437.70	1148.96	612.78	612.78	437.70	510.65	835.61	510.65	1148.96	835.61	612.78	612.78	612.78	1148.96	437.70	510.65	612.78	612.78	835.61	1148.96	835.61	1148.96	437.70	612.78	835.61
25	348.66	784.48	784.48	570.53	784.48	298.85	784.48	418.39	418.39	298.85	348.66	570.53	348.66	784.48	570.53	418.39	418.39	418.39	784.48	298.85	348.66	418.39	418.39	570.53	784.48	570.53	784.48	298.85	418.39	570.53
26	213.01	479.27	479.27	348.56	479.27	182.58	479.27	255.61	255.61	182.58	213.01	348.56	213.01	479.27	348.56	255.61	255.61	255.61	479.27	182.58	213.01	255.61	255.61	348.56	479.27	348.56	479.27	182.58	255.61	348.56
27	254.75	573.19	573.19	416.86	573.19	218.36	573.19	305.70	305.70	218.36	254.75	416.86	254.75	573.19	416.86	305.70	305.70	305.70	573.19	218.36	254.75	305.70	305.70	416.86	573.19	416.86	573.19	218.36	305.70	416.86
28	425.31	956.94	956.94	695.96	956.94	364.55	956.94	510.37	510.37	364.55	425.31	695.96	425.31	956.94	695.96	510.37	510.37	510.37	956.94	364.55	425.31	510.37	510.37	695.96	956.94	695.96	956.94	364.55	510.37	695.96
29	304.30	684.68	684.68	497.95	684.68	260.83	684.68	365.16	365.16	260.83	304.30	497.95	304.30	684.68	497.95	365.16	365.16	365.16	684.68	260.83	304.30	365.16	365.16	497.95	684.68	497.95	684.68	260.83	365.16	497.95
3	14.68	33.04	33.04	24.03	33.04	12.59	33.04	17.62	17.62	12.59	14.68	24.03	14.68	33.04	24.03	17.62	17.62	17.62	33.04	12.59	14.68	17.62	17.62	24.03	33.04	24.03	33.04	12.59	17.62	24.03
2	14.98	33.69	33.69	24.50	33.69	12.84	33.69	17.97	17.97	12.84	14.98	24.50	14.98	33.69	24.50	17.97	17.97	17.97	33.69	12.84	14.98	17.97	17.97	24.50	33.69	24.50	33.69	12.84	17.97	24.50
10	495.53	1114.93	1114.93	810.86	1114.93	424.74	1114.93	594.63	594.63	424.74	495.53	810.86	495.53	1114.93	810.86	594.63	594.63	594.63	1114.93	424.74	495.53	594.63	594.63	810.86	1114.93	810.86	1114.93	424.74	594.63	810.86
1	14.86	33.43	33.43	24.31	33.43	12.74	33.43	17.83	17.83	12.74	14.86	24.31	14.86	33.43	24.31	17.83	17.83	17.83	33.43	12.74	14.86	17.83	17.83	24.31	33.43	24.31	33.43	12.74	17.83	24.31
0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
30	4.04	9.09	9.09	6.61	9.09	3.46	9.09	4.85	4.85	3.46	4.04	6.61	4.04	9.09	6.61	4.85	4.85	4.85	9.09	3.46	4.04	4.85	4.85	6.61	9.09	6.61	9.09	3.46	4.85	6.61
7	15.19	34.18	34.18	24.86	34.18	13.02	34.18	18.23	18.23	13.02	15.19	24.86	15.19	34.18	24.86	18.23	18.23	18.23	34.18	13.02	15.19	18.23	18.23	24.86	34.18	24.86	34.18	13.02	18.23	24.86
6	14.64	32.94	32.94	23.96	32.94	12.55	32.94	17.57	17.57	12.55	14.64	23.96	14.64	32.94	23.96	17.57	17.57	17.57	32.94	12.55	14.64	17.57	17.57	23.96	32.94	23.96	32.94	12.55	17.57	23.96
5	15.04	33.84	33.84	24.61	33.84	12.89	33.84	18.05	18.05	12.89	15.04	24.61	15.04	33.84	24.61	18.05	18.05	18.05	33.84	12.89	15.04	18.05	18.05	24.61	33.84	24.61	33.84	12.89	18.05	24.61
31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4	14.79	33.28	33.28	24.20	33.28	12.68	33.28	17.75	17.75	12.68	14.79	24.20	14.79	33.28	24.20	17.75	17.75	17.75	33.28	12.68	14.79	17.75	17.75	24.20	33.28	24.20	33.28	12.68	17.75	24.20
9	291.88	656.72	656.72	477.61	656.72	250.18	656.72	350.25	350.25	250.18	291.88	477.61	291.88	656.72	477.61	350.25	350.25	350.25	656.72	250.18	291.88	350.25	350.25	477.61	656.72	477.61	656.72	250.18	350.25	477.61
8	562.28	1265.14	1265.14	920.10	1265.14	481.96	1265.14	674.74	674.74	481.96	562.28	920.10	562.28	1265.14	920.10	674.74	674.74	674.74	1265.14	481.96	562.28	674.74	674.74	920.10	1265.14	920.10	1265.14	481.96	674.74	920.10
