41.55	31655.33	494.33	.09	3.0	494.94000000000005	
41.55	.32	485.81	.09	3.0	494.94000000000005	
41.55	31655.33	494.33	.09	3.0	494.94000000000005	
41.55	.32	485.81	.09	3.0	494.94000000000005	
41.55	31655.33	494.33	.09	3.0	494.94000000000005	
41.55	.32	485.81	.09	3.0	494.94000000000005	
41.55	31655.33	494.33	.09	3.0	494.94000000000005	
41.55	.32	485.81	.09	3.0	494.94000000000005	
41.55	31655.33	494.33	.09	3.0	494.94000000000005	
41.55	.32	485.81	.09	3.0	494.94000000000005	
41.55	31655.33	494.33	.09	3.0	494.94000000000005	
41.55	.32	485.81	.09	3.0	494.94000000000005	
41.55	31655.33	494.33	.09	3.0	494.94000000000005	
41.55	.32	485.81	.09	3.0	494.94000000000005	
41.55	31655.33	494.33	.09	3.0	494.94000000000005	
41.55	.32	485.81	.09	3.0	494.94000000000005	
41.55	31655.33	494.33	.09	3.0	494.94000000000005	
41.55	.32	485.81	.09	3.0	494.94000000000005	
23.02	33175.17	494.27	.08	3.0	494.94000000000005	
23.02	.33	489.79	.08	3.0	494.94000000000005	
23.02	33175.17	494.27	.08	3.0	494.94000000000005	
23.02	.33	489.79	.08	3.0	494.94000000000005	
23.02	33175.17	494.27	.08	3.0	494.94000000000005	
23.02	.33	489.79	.08	3.0	494.94000000000005	
23.02	33175.17	494.27	.08	3.0	494.94000000000005	
23.02	.33	489.79	.08	3.0	494.94000000000005	
23.02	33175.17	494.27	.08	3.0	494.94000000000005	
23.02	.33	489.79	.08	3.0	494.94000000000005	
23.02	33175.17	494.27	.08	3.0	494.94000000000005	
23.02	.33	489.79	.08	3.0	494.94000000000005	
23.02	33175.17	494.27	.08	3.0	494.94000000000005	
23.02	.33	489.79	.08	3.0	494.94000000000005	
23.02	33175.17	494.27	.08	3.0	494.94000000000005	
23.02	.33	489.79	.08	3.0	494.94000000000005	
23.02	33175.17	494.27	.08	3.0	494.94000000000005	
23.02	.33	489.79	.08	3.0	494.94000000000005	
23.21	45700.10	493.72	.07	3.0	494.94000000000005	
23.21	.46	493.46	.08	3.0	494.94000000000005	
