41.55	6643.30	494.00	.03	3.0	494.94000000000005	
41.55	.07	488.37	.03	3.0	494.94000000000005	
41.55	6643.30	494.00	.03	3.0	494.94000000000005	
41.55	.07	488.37	.03	3.0	494.94000000000005	
41.55	6643.30	494.00	.03	3.0	494.94000000000005	
41.55	.07	488.37	.03	3.0	494.94000000000005	
41.55	6643.30	494.00	.03	3.0	494.94000000000005	
41.55	.07	488.37	.03	3.0	494.94000000000005	
41.55	6643.30	494.00	.03	3.0	494.94000000000005	
41.55	.07	488.37	.03	3.0	494.94000000000005	
41.55	6643.30	494.00	.03	3.0	494.94000000000005	
41.55	.07	488.37	.03	3.0	494.94000000000005	
41.55	6643.30	494.00	.03	3.0	494.94000000000005	
41.55	.07	488.37	.03	3.0	494.94000000000005	
41.55	6643.30	494.00	.03	3.0	494.94000000000005	
41.55	.07	488.37	.03	3.0	494.94000000000005	
41.55	6643.30	494.00	.03	3.0	494.94000000000005	
41.55	.07	488.37	.03	3.0	494.94000000000005	
23.02	6593.85	494.62	.02	3.0	494.94000000000005	
23.02	.07	491.19	.02	3.0	494.94000000000005	
23.02	6593.85	494.62	.02	3.0	494.94000000000005	
23.02	.07	491.19	.02	3.0	494.94000000000005	
23.02	6593.85	494.62	.02	3.0	494.94000000000005	
23.02	.07	491.19	.02	3.0	494.94000000000005	
23.02	6593.85	494.62	.02	3.0	494.94000000000005	
23.02	.07	491.19	.02	3.0	494.94000000000005	
23.02	6593.85	494.62	.02	3.0	494.94000000000005	
23.02	.07	491.19	.02	3.0	494.94000000000005	
23.02	6593.85	494.62	.02	3.0	494.94000000000005	
23.02	.07	491.19	.02	3.0	494.94000000000005	
23.02	6593.85	494.62	.02	3.0	494.94000000000005	
23.02	.07	491.19	.02	3.0	494.94000000000005	
23.02	6593.85	494.62	.02	3.0	494.94000000000005	
23.02	.07	491.19	.02	3.0	494.94000000000005	
23.02	6593.85	494.62	.02	3.0	494.94000000000005	
23.02	.07	491.19	.02	3.0	494.94000000000005	
23.21	9176.68	493.72	.02	3.0	494.94000000000005	
23.21	.09	491.01	.02	3.0	494.94000000000005	
23.21	9176.68	493.72	.02	3.0	494.94000000000005	
23.21	.09	491.01	.02	3.0	494.94000000000005	
23.21	9176.68	493.72	.02	3.0	494.94000000000005	
23.21	.09	491.01	.02	3.0	494.94000000000005	
23.21	9176.68	493.72	.02	3.0	494.94000000000005	
23.21	.09	491.01	.02	3.0	494.94000000000005	
23.21	9176.68	493.72	.02	3.0	494.94000000000005	
23.21	.09	491.01	.02	3.0	494.94000000000005	
23.21	9176.68	493.72	.02	3.0	494.94000000000005	
23.21	.09	491.01	.02	3.0	494.94000000000005	
23.21	9176.68	493.72	.02	3.0	494.94000000000005	
23.21	.09	491.01	.02	3.0	494.94000000000005	
23.21	9176.68	493.72	.02	3.0	494.94000000000005	
23.21	.09	491.01	.02	3.0	494.94000000000005	
23.21	9176.68	493.72	.02	3.0	494.94000000000005	
23.21	.09	491.01	.02	3.0	494.94000000000005	
14.96	7190.04	484.60	.02	3.0	494.94000000000005	
14.96	.07	461.54	.03	3.0	494.94000000000005	
14.96	7190.04	484.60	.02	3.0	494.94000000000005	
14.96	.07	461.54	.03	3.0	494.94000000000005	
14.96	7190.04	484.60	.02	3.0	494.94000000000005	
14.96	.07	461.54	.03	3.0	494.94000000000005	
14.96	7190.04	484.60	.02	3.0	494.94000000000005	
14.96	.07	461.54	.03	3.0	494.94000000000005	
14.96	7190.04	484.60	.02	3.0	494.94000000000005	
