0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	13.41	11.18	11.18	25.14	25.14	11.18	13.41	11.18	9.58	18.29	25.14	11.18	11.18	18.29	9.58	13.41	25.14	9.58	9.58	25.14	9.58	13.41	11.18	11.18	25.14	11.18	11.18	11.18	18.29	18.29	18.29	13.41	11.18	11.18	9.58
2	13.18	10.98	10.98	24.71	24.71	10.98	13.18	10.98	9.41	17.97	24.71	10.98	10.98	17.97	9.41	13.18	24.71	9.41	9.41	24.71	9.41	13.18	10.98	10.98	24.71	10.98	10.98	10.98	17.97	17.97	17.97	13.18	10.98	10.98	9.41
3	13.42	11.18	11.18	25.16	25.16	11.18	13.42	11.18	9.59	18.30	25.16	11.18	11.18	18.30	9.59	13.42	25.16	9.59	9.59	25.16	9.59	13.42	11.18	11.18	25.16	11.18	11.18	11.18	18.30	18.30	18.30	13.42	11.18	11.18	9.59
4	13.69	11.41	11.41	25.67	25.67	11.41	13.69	11.41	9.78	18.67	25.67	11.41	11.41	18.67	9.78	13.69	25.67	9.78	9.78	25.67	9.78	13.69	11.41	11.41	25.67	11.41	11.41	11.41	18.67	18.67	18.67	13.69	11.41	11.41	9.78
5	13.92	11.60	11.60	26.10	26.10	11.60	13.92	11.60	9.94	18.98	26.10	11.60	11.60	18.98	9.94	13.92	26.10	9.94	9.94	26.10	9.94	13.92	11.60	11.60	26.10	11.60	11.60	11.60	18.98	18.98	18.98	13.92	11.60	11.60	9.94
6	13.52	11.27	11.27	25.35	25.35	11.27	13.52	11.27	9.66	18.44	25.35	11.27	11.27	18.44	9.66	13.52	25.35	9.66	9.66	25.35	9.66	13.52	11.27	11.27	25.35	11.27	11.27	11.27	18.44	18.44	18.44	13.52	11.27	11.27	9.66
7	13.23	11.03	11.03	24.81	24.81	11.03	13.23	11.03	9.45	18.04	24.81	11.03	11.03	18.04	9.45	13.23	24.81	9.45	9.45	24.81	9.45	13.23	11.03	11.03	24.81	11.03	11.03	11.03	18.04	18.04	18.04	13.23	11.03	11.03	9.45
8	13.17	10.98	10.98	24.69	24.69	10.98	13.17	10.98	9.41	17.96	24.69	10.98	10.98	17.96	9.41	13.17	24.69	9.41	9.41	24.69	9.41	13.17	10.98	10.98	24.69	10.98	10.98	10.98	17.96	17.96	17.96	13.17	10.98	10.98	9.41
800	10.48	8.73	8.73	19.65	19.65	8.73	10.48	8.73	7.49	14.29	19.65	8.73	8.73	14.29	7.49	10.48	19.65	7.49	7.49	19.65	7.49	10.48	8.73	8.73	19.65	8.73	8.73	8.73	14.29	14.29	14.29	10.48	8.73	8.73	7.49
9	13.65	11.38	11.38	25.59	25.59	11.38	13.65	11.38	9.75	18.61	25.59	11.38	11.38	18.61	9.75	13.65	25.59	9.75	9.75	25.59	9.75	13.65	11.38	11.38	25.59	11.38	11.38	11.38	18.61	18.61	18.61	13.65	11.38	11.38	9.75
801	10.43	8.69	8.69	19.56	19.56	8.69	10.43	8.69	7.45	14.22	19.56	8.69	8.69	14.22	7.45	10.43	19.56	7.45	7.45	19.56	7.45	10.43	8.69	8.69	19.56	8.69	8.69	8.69	14.22	14.22	14.22	10.43	8.69	8.69	7.45
