tcount: 	 cost:
1	116162.13685705277
2	116006.60181523871
3	115782.25472156049
4	115559.95965499655
5	115338.5387353969
6	115118.2279636508
7	114899.39668094402
8	114681.5072774979
9	114464.39148471967
10	114036.1477119132
11	113823.94238803138
12	113644.7335179781
13	113468.68682289265
14	113293.51427477149
15	113119.1153373182
16	112945.22120564345
17	112771.76414745087
18	112598.47535785114
19	112425.52310543713
20	112252.57085302313
21	112079.78686920197
22	111907.20395797364
23	111734.7893153382
24	111562.54294129561
25	111390.36429954944
26	111218.35392639613
27	111046.34355324284
28	110874.33318008952
29	110530.8500435615
30	110359.37728018676
31	110187.90451681202
32	110016.60002203014
33	109845.29552724828
34	109673.9910324664
35	109502.85480627736
36	109331.71858008836
37	109160.58235389936
38	108989.61439630318
39	108818.64643870703
40	108647.7462134073
41	108476.84598810757
42	108135.44768269382
43	107964.74852998693
44	107501.41703673742
45	107330.88615262338
46	107160.52353710223
47	106990.32919017393
48	106820.13484324563
49	106650.10876491018
50	106480.25095516756
51	106310.39314542497
52	105971.11459942193
53	105801.5255945686
54	105632.10485830814
55	105462.85239064055
56	105293.59992297295
57	105124.68399249106
58	104955.96913460204
59	104787.59081389876
60	104619.44849408472
61	104283.33212304955
62	104116.0639501998
63	103950.27526638935
64	103789.21501322069
65	103628.27486767799
66	103468.37203895579
67	103308.46921023361
68	103149.19972364117
69	102831.65441546384
70	102703.69067023574
71	102550.7871483795
72	102423.38028946814
73	102296.09353818271
74	102143.06990870052
75	102016.58025898375
76	101890.09060926702
77	101608.8630193048
78	101482.76649646588
79	101327.90844859452
80	101201.9320333815
81	101075.95561816853
82	100919.78723422471
83	100668.82806880631
84	100512.65968486252
85	100387.36026359223
86	100262.30105757383
87	100105.5757873133
88	99980.5165812949
89	99698.88501664191
90	99574.02237406244
91	99449.15973148299
92	99292.31435359646
93	99167.6919262689
94	99043.06949894132
95	98761.16491503645
96	98636.6625953348
97	98479.1402235056
98	98354.63790380397
99	98230.25569172828
100	97947.75056969367
101	97823.52126924392
102	97678.87633656203
103	97554.64703611228
104	97430.41773566253
105	97161.76414645325
106	97037.65495362946
107	96891.96548109398
108	96767.97639589616
109	96644.03096251127
110	96374.26059199806
111	96250.31515861317
112	96103.00860814913
113	95979.18328239018
114	95855.35795663125
115	95584.15834811187
116	95460.33302235292
117	95312.65500640674
118	95188.94978827375
119	94917.29774930529
120	94793.5925311723
121	94670.04022466528
122	94522.19394012622
123	94275.20943473809
124	94127.09434530977
125	94003.66214642866
126	93880.22994754757
127	93731.74339263709
128	93485.11921012678
129	93336.63265521632
130	93213.32056396114
131	93090.12858033195
132	92817.60869882797
133	92694.41671519878
134	92545.2898899169
135	92422.0979062877
136	92149.394399224
137	92026.32252322073
138	91903.25064721747
139	91630.54714015377
140	91507.4752641505
141	91357.70816849716
142	91234.67994430687
143	90961.37981868468
144	90838.35159449442
145	90715.32337030413
146	90442.10842401147
147	90319.23311144713
148	90196.35779888279
149	90045.44562707949
150	89799.81510957677
151	89677.05990463836
152	89526.14773283504
153	89280.75743058421
154	89158.12233327176
155	89006.63762339343
156	88884.12263370694
157	88639.09265433393
158	88487.20367497344
159	88364.80879291288
160	88120.01902879176
161	87967.96178083842
162	87845.68700640382
163	87601.1374575346
164	87448.37220691341
165	87326.21754010474
166	87081.90820648741
167	86928.26668460552
168	86806.11201779686
169	86561.95559580547
170	86407.97753673788
171	86285.89932574217
172	86041.89189097115
173	85919.9337876014
174	85797.97568423166
175	85552.66215813211
176	85430.8241623883
177	85187.38838615258
178	85065.67049803476
179	84944.07271754283
180	84700.87715655904
181	84579.43228769307
182	84457.98741882712
183	84215.21778872116
184	84093.89302748114
185	83851.30159804581
186	83730.05139493289
187	83608.8467413188
188	83366.4374340907
189	83245.39653991554
190	83003.43485919117
191	82882.51407264198
192	82761.72205657761
193	82520.90105180843
194	82400.61360738896
195	82160.21917621478
196	82040.13626994357
197	81920.17642754083
198	81681.05515485193
199	81561.54478665571
200	81561.54478665571
201	81561.54478665571
202	81561.54478665571
