tcount: 	 cost:
1	2986847.2338387743
2	2986846.582473236
4	2986839.9126221593
5	2986839.2619747748
6	2986663.468768621
8	2986490.5212756977
9	2986243.4162538517
10	2986073.862237698
11	2986002.2279400057
12	2985932.0242190827
13	2985863.031179544
14	2985821.0107444664
15	2985800.0406336975
16	2985779.7809856976
17	2985772.7422269285
18	2985765.9211236974
19	2985752.4744383134
20	2985745.8082763134
21	2985739.219584929
22	2985732.6530280057
23	2985726.119672775
24	2985713.2115926207
25	2985712.5473003127
26	2985541.570248005
27	2985520.9668276976
28	2985500.546752621
29	2985493.002430159
30	2985418.616747082
31	2985345.441386313
32	2985169.97640739
33	2984999.4373504673
34	2984908.662537236
35	2984887.875771698
36	2984867.1119243135
37	2984846.370995083
38	2984805.0495636985
39	2984784.4919796987
40	2984763.9687729296
41	2984743.823715699
42	2984724.159939699
43	2984577.149891083
44	2984503.754634929
45	2984430.799887698
46	2984253.145650006
47	2984008.5548824677
48	2983935.9305169294
49	2983863.6361740064
50	2983842.975458314
51	2983815.676200929
52	2983808.88829939
53	2983802.1114650825
54	2983795.4563703137
55	2983788.8492335444
56	2983781.625437544
57	2983606.926681237
58	2983600.264208314
59	2983592.688936929
60	2983519.0737853907
61	2983342.842583852
62	2983271.75820416
63	2983250.684961698
64	2976800.899177389
65	2970430.7431712365
66	2964150.8920246214
67	2957911.541267544
68	2945677.264767698
69	2939778.5548472367
70	2933888.601602775
71	2928147.186136621
72	2916779.398005699
73	2911183.6742455447
74	2905702.2270641597
75	2894863.5701741604
76	2889619.542594468
77	2884406.4921466224
78	2879389.813865545
79	2869503.9002727754
80	2864652.397490314
81	2859867.6658435445
82	2850326.0053823134
83	2845636.394748929
84	2840978.5274700057
85	2831969.610544621
86	2827566.895396621
87	2823163.7422532365
88	2816599.4036981594
89	2816420.8738287752
90	2816241.030332313
91	2815880.6865258515
92	2815704.017328929
93	2815528.8805772364
94	2813055.2951566214
95	2812881.691209237
96	2812708.5248981602
97	2812364.60035293
98	2810062.429980007
99	2809892.219150314
100	2809555.9568312373
101	2807243.4969780063
102	2807077.992893083
103	2802190.4780067755
104	2799673.2178970836
105	2797079.9291727757
106	2797005.7641032366
107	2796930.6086067753
108	2796781.0677863136
109	2796707.342507544
110	2796557.47130539
111	2796484.296662775
112	2796411.231429237
113	2793567.3965275446
114	2793494.8815710833
115	2793350.6221896987
116	2793278.7672784682
117	2790462.5709396983
118	2790319.0824489295
119	2790247.6676875455
120	2790105.4989281604
121	2790034.8546983143
122	2787161.9578860067
123	2787023.3106844686
124	2786968.0332470834
125	2784032.087003084
126	2781108.947725392
127	2777993.4865712374
128	2777939.084765545
129	2774849.2375440067
130	2774741.528382468
131	2771533.682878161
132	2771427.615930007
133	2768196.3457518527
134	2768091.1544353906
135	2764761.369767084
136	2764657.601486776
137	2761295.854645853
138	2761192.6337700067
139	2757828.5882612374
140	2757726.023839853
141	2754317.2088330835
142	2754215.3012252375
143	2750793.2416158533
144	2750691.881412468
145	2750641.201310776
146	2747133.2153593916
147	2747082.754075853
148	2743516.206619391
149	2743465.964513084
150	2743365.8085276987
151	2739833.084634468
152	2739733.4756944682
153	2739683.7806335445
154	2736024.3014224675
155	2735975.153766006
156	2735876.96786216
157	2732007.3248363137
158	2731958.3959980058
159	2731860.757498622
160	2727952.2559375446
161	2727855.4930698527
162	2727807.4398632376
163	2723819.9079636987
164	2723725.224945699
165	2723678.1571389297
166	2719592.1111083142
167	2719546.3565695453
168	2719455.394896469
169	2719365.746850469
170	2715293.164240623
171	2715205.9242715454
172	2715162.578168777
173	2715079.169671853
174	2710812.392554161
175	2710789.834784777
176	2710742.776260007
177	2710698.1604261613
178	2710675.9330384685
179	2710629.239476161
180	2710606.462508776
181	2710562.511243238
182	2710519.1191818537
183	2710472.873310007
184	2710450.3868358536
185	2710407.1962152384
186	2710361.224927854
187	2710339.7506176997
188	2710295.2438956993
189	2710252.3291061604
190	2710227.925879392
191	2710183.182525699
192	2710140.3655910837
193	2710119.0058716983
194	2710073.659518468
195	2710028.5713415453
196	2709985.877165545
197	2709961.977005545
198	2709919.31486216
199	2709876.797677391
200	2709831.7298584683
201	2709810.4928976987
202	2709765.8792764684
203	2709723.5723644677
204	2709679.6753860065
205	2709636.875028468
206	2709594.6483300063
207	2709573.575087545
208	2709531.6234069294
209	2709489.8032943136
210	2709447.9858706216
211	2709404.9752343143
212	2709384.0853370833
213	2709342.3857561606
214	2709300.7785433917
215	2709257.945540776
216	2709215.275200007
217	2709172.8418500065
218	2709152.0347786224
219	2709110.4956247765
220	2709069.124948161
221	2709027.714972469
222	2708986.5611413913
223	2708944.372463084
224	2708903.1219627764
225	2708882.58729693
226	2708841.436959699
227	2708800.573891391
228	2708759.79868016
229	2708719.084280776
230	2708678.427475853
231	2708637.9171540067
232	2708597.4230090845
233	2708557.058518623
234	2708516.908254007
235	2708476.896830315
236	2708437.0293480074
237	2708397.4162209304
238	2708357.806026469
239	2708318.369156777
240	2708279.067469392
241	2708240.0039012386
242	2708201.103686315
243	2708162.3524638535
244	2708123.867069545
245	2708085.683442007
246	2708047.7466060068
247	2708010.038893853
248	2707972.479121391
249	2707935.1290170844
250	2707898.0024316986
251	2707861.076101853
252	2707806.5160983144
253	2707770.2859549304
254	2707734.438587546
255	2707699.1287583145
256	2707664.554677699
257	2707630.417562314
258	2707601.440413699
259	2707567.2534180065
260	2707544.4164847764
261	2707521.4671604685
262	2707498.3501472375
263	2707475.3121309294
264	2707440.9412878533
265	2707418.0257167756
266	2707395.1101456988
267	2707372.390630622
268	2707336.1719776983
269	2707313.0790226213
270	2707290.263634006
271	2707267.0238164677
272	2707235.3596952376
273	2707212.3500460065
274	2707189.3974900064
275	2707166.270063545
276	2707128.297764776
277	2707107.640530468
278	2707093.7363995444
279	2707073.1329049286
280	2707059.4648749284
281	2707029.2932020044
282	2707007.437325543
283	2706993.9279258503
284	2706973.7228515437
285	2706960.3056787746
286	2706933.434778467
287	2706920.072941852
288	2706900.118724775
289	2706886.871249544
290	2706858.7838132367
291	2706845.587985084
292	2706816.091034776
293	2706793.344736622
294	2706773.8962664683
295	2706741.5861658533
296	2706722.3662560065
297	2706684.4388760063
298	2706654.380187699
299	2706635.41735616
300	2706622.823830622
301	2706604.0538626215
302	2706585.501617083
303	2705644.24992416
304	2705625.915401083
305	2705607.8329776987
306	2705590.071408468
307	2705578.2571001607
308	2704554.6942590834
309	2704537.1274941606
310	2704519.84720616
311	2704502.7158861603
312	2703478.233663237
313	2703461.285688468
314	2703444.4408453912
315	2703427.72205216
316	2703411.1866041603
317	2702351.6706747753
318	2702335.799853238
319	2702323.6527253916
320	2702317.4661433916
321	2701261.446696468
322	2701255.4076775447
323	2701247.398691545
324	2701241.4408323136
325	2700144.8143283143
326	2700138.911805237
327	2700131.1426092363
328	2700125.339691237
329	2700119.5736640063
330	2698993.2196892374
331	2698987.5385107757
332	2698980.0681300065
333	2697850.7513427767
334	2697845.3616013923
335	2697838.304397238
336	2697831.439025084
337	2697827.4607361597
338	2696654.3130332367
339	2696651.648682467
340	2696649.0080307745
341	2695464.899250005
342	2695462.2761930823
343	2695459.6664220057
344	2694249.949047237
345	2694247.3697976996
346	2694244.8041930846
347	2693026.427342776
348	2693023.905186469
349	2693021.432582777
350	2692755.058366161
351	2692754.266960622
352	2692753.485609238
353	2691517.1050029295
354	2691516.3430416994
355	2691246.6448038537
356	2691245.8997192383
357	2691244.9783278536
358	2690969.297796469
359	2690968.3993860073
360	2690967.690568161
361	2689697.495625239
362	2689696.654667084
363	2685504.3029672382
364	2679969.0246683154
365	2677799.6916858545
366	2675677.4052000074
367	2672037.8743790844
368	2666748.747282929
369	2662779.77676416
370	2655851.154648006
371	2653217.27440616
372	2649862.6215064684
373	2646406.5937504685
374	2641827.603540006
375	2635448.3816146217
376	2631245.4691966213
377	2624564.4757421603
378	2620012.727981083
379	2609651.9483409286
380	2598594.832738159
381	2591152.268093082
382	2586110.592149081
383	2579869.2264535422
384	2574501.3465083116
385	2574501.3465083116
386	2574501.3465083116
387	2574501.3465083116
388	2574501.3465083116
389	2574501.3465083116
390	2574501.3465083116
391	2574501.3465083116
392	2574501.3465083116
393	2574501.3465083116
394	2574501.3465083116
395	2574501.3465083116
396	2574501.3465083116
397	2574501.3465083116
398	2574501.3465083116
399	2574501.3465083116
400	2574092.062557169
401	2573651.3469434544
402	2573621.7241085973
403	2573205.3012400256
404	2570706.6325865975
405	2568197.402833455
406	2568197.402833455
407	2568197.402833455
408	2568197.402833455
409	2568197.402833455
410	2568197.402833455
411	2568197.402833455
412	2568197.402833455
413	2568197.402833455
414	2568197.402833455
415	2568197.402833455
416	2568197.402833455
417	2568197.402833455
418	2568197.402833455
419	2568197.402833455
420	2568197.402833455
421	2568197.402833455
422	2568197.402833455
423	2568197.402833455
424	2568197.402833455
425	2568197.402833455
426	2568197.402833455
427	2568197.402833455
428	2568197.402833455
429	2568197.402833455
430	2568197.402833455
431	2568197.402833455
432	2568197.402833455
433	2568197.402833455
434	2568197.402833455
435	2568197.402833455
436	2568197.402833455
437	2568197.402833455
438	2568197.402833455
439	2568197.402833455
440	2568197.402833455
441	2568197.402833455
442	2568197.402833455
443	2568197.402833455
444	2568197.402833455
445	2568197.402833455
446	2568197.402833455
447	2568197.402833455
448	2568197.402833455
449	2568197.402833455
450	2568197.402833455
451	2568197.402833455
452	2568197.402833455
453	2568197.402833455
454	2568197.402833455
455	2568197.402833455
456	2568197.402833455
457	2568197.402833455
458	2568197.402833455
459	2568197.402833455
460	2568197.402833455
461	2568197.402833455
462	2568197.402833455
463	2568197.402833455
464	2568197.402833455
465	2568197.402833455
466	2568197.402833455
467	2568197.402833455
