tcount: 	 cost:
1.0	138441.96061439998
2.0	138441.96061439998
3.0	138441.96061439998
4.0	138441.96061439998
5.0	138441.96061439998
6.0	138441.96061439998
7.0	138441.96061439998
8.0	138441.96061439998
9.0	138441.96061439998
10.0	138441.96061439998
11.0	138441.96061439998
12.0	138441.96061439998
13.0	138441.96061439998
14.0	138441.96061439998
15.0	138441.96061439998
16.0	138441.96061439998
17.0	138441.96061439998
18.0	138441.96061439998
19.0	138441.96061439998
20.0	138441.96061439998
21.0	138441.96061439998
22.0	138441.96061439998
23.0	138441.96061439998
24.0	138441.96061439998
25.0	138441.96061439998
26.0	138441.96061439998
27.0	138441.96061439998
28.0	138441.96061439998
29.0	138441.96061439998
30.0	138441.96061439998
31.0	138441.96061439998
32.0	138441.96061439998
33.0	138441.96061439998
34.0	138441.96061439998
35.0	138441.96061439998
36.0	138441.96061439998
37.0	138441.96061439998
38.0	138441.96061439998
39.0	138441.96061439998
40.0	138441.96061439998
41.0	138441.96061439998
42.0	138441.96061439998
43.0	138441.96061439998
44.0	138441.96061439998
45.0	138441.96061439998
46.0	138441.96061439998
47.0	138441.96061439998
48.0	138441.96061439998
49.0	138441.96061439998
50.0	138441.96061439998
51.0	138441.96061439998
52.0	138441.96061439998
53.0	138441.96061439998
54.0	138441.96061439998
55.0	138441.96061439998
56.0	138441.96061439998
57.0	138441.96061439998
58.0	138441.96061439998
59.0	138441.96061439998
60.0	138441.96061439998
61.0	138441.96061439998
62.0	138441.96061439998
63.0	138441.96061439998
64.0	138441.96061439998
65.0	138441.96061439998
66.0	138441.96061439998
67.0	138441.96061439998
68.0	138441.96061439998
69.0	138441.96061439998
70.0	138441.96061439998
71.0	138441.96061439998
72.0	138441.96061439998
73.0	138441.96061439998
74.0	138441.96061439998
75.0	138441.96061439998
76.0	138441.96061439998
77.0	138441.96061439998
78.0	138441.96061439998
79.0	138441.96061439998
80.0	138441.96061439998
81.0	138441.96061439998
82.0	138441.96061439998
83.0	138441.96061439998
84.0	138441.96061439998
85.0	138441.96061439998
86.0	138441.96061439998
87.0	138441.96061439998
88.0	138441.96061439998
89.0	138441.96061439998
90.0	138441.96061439998
91.0	138441.96061439998
92.0	138441.96061439998
93.0	138441.96061439998
94.0	138441.96061439998
95.0	138441.96061439998
96.0	138441.96061439998
97.0	138441.96061439998
98.0	138441.96061439998
99.0	138441.96061439998
100.0	138441.96061439998
101.0	138441.96061439998
102.0	138441.96061439998
