tcount: 	 cost:
1	122822.7924
2	122387.12640000001
3	122061.41640000002
4	121624.54920000001
5	121178.90399999998
6	120774.28439999997
7	120421.686
8	119730.90359999999
9	119382.37079999999
10	119035.03919999998
11	118688.44679999999
12	118120.92599999999
13	117775.35
14	117430.05120000002
15	116999.46719999998
16	116569.62239999998
17	116226.264
18	115797.43559999998
19	115368.69959999999
20	114854.9556
21	114427.79040000003
22	113915.98680000003
23	113490.3
24	112979.88240000002
25	112470.85080000003
26	111879.39840000002
27	111411.85440000003
28	111087.06840000003
29	110766.90240000002
30	110405.988
31	110081.0172
32	109788.3864
33	109461.75240000001
34	109100.93040000003
35	108741.49440000004
36	108311.37240000001
37	107775.63719999998
38	107170.32479999999
39	106213.24560000001
