tcount: 	 cost:
1.0	111038.9215508002
2.0	111038.9215508002
3.0	111038.9215508002
4.0	111038.9215508002
5.0	111038.9215508002
6.0	111038.9215508002
7.0	111038.9215508002
8.0	111038.9215508002
9.0	111038.9215508002
10.0	111038.9215508002
11.0	111038.9215508002
12.0	111038.9215508002
13.0	111038.9215508002
14.0	111038.9215508002
15.0	111038.9215508002
16.0	111038.9215508002
17.0	111038.9215508002
18.0	111038.9215508002
19.0	111038.9215508002
20.0	111038.9215508002
21.0	111038.9215508002
22.0	111038.9215508002
23.0	111038.9215508002
24.0	111038.9215508002
25.0	111038.9215508002
26.0	111038.9215508002
27.0	111038.9215508002
28.0	111038.9215508002
29.0	111038.9215508002
30.0	111038.9215508002
31.0	111038.9215508002
32.0	111038.9215508002
33.0	111038.9215508002
34.0	111038.9215508002
35.0	111038.9215508002
36.0	111038.9215508002
37.0	111038.9215508002
38.0	111038.9215508002
39.0	111038.9215508002
40.0	111038.9215508002
41.0	111038.9215508002
42.0	111038.9215508002
43.0	111038.9215508002
44.0	111038.9215508002
45.0	111038.9215508002
46.0	111038.9215508002
47.0	111038.9215508002
48.0	111038.9215508002
49.0	111038.9215508002
50.0	111038.9215508002
