tcount: 	 cost:
1	2881900.8181738644
2	2881657.3153731823
3	2881171.500156136
4	2880891.557968636
5	2880643.471686136
6	2880359.3098288635
7	2880076.2385636363
8	2879811.804198409
9	2879566.927088863
10	2879324.6862170454
11	2879084.2765309094
12	2878848.6861218186
13	2878614.3539631823
14	2878387.411497955
15	2878167.2437206823
16	2877992.9329350004
17	2877849.8483843184
18	2877712.4617309095
19	2877452.9951815917
20	2877324.6297354554
21	2877201.0799097735
22	2877077.967677728
23	2876996.881746137
24	2876917.8671604553
25	2876840.0656397734
26	2876764.358361819
27	2876687.2835236373
28	2876614.374274092
29	2876536.4068097733
30	2876458.439345455
31	2876409.992273864
32	2876360.8451325004
33	2876267.298352501
34	2876237.8610597732
35	2876208.82711841
36	2876180.30890841
37	2876156.3022218193
38	2876132.405978865
39	2876108.8438540925
40	2876093.720505683
41	2876078.9520579563
42	2876074.3062272742
43	2876069.4985465924
44	2876069.048053638
45	2875590.2993406835
46	2875348.972222502
47	2875123.1230445476
48	2874989.0007402296
49	2874911.496761593
50	2874834.862512275
51	2874760.168010457
52	2874703.3383190935
53	2874653.6508047753
54	2874603.120522275
55	2874573.806644775
56	2874493.73479432
57	2874489.0080386386
58	2874488.565210684
59	2874250.563323866
60	2874119.571967502
61	2874119.1204293207
62	2873824.8748452296
63	2873653.1666277293
64	2873516.5997400023
65	2873440.572023184
66	2873406.647448411
67	2873406.198349093
68	2873107.3219984113
69	2872862.4448888656
70	2872616.9911656836
71	2872371.4213840924
72	2872138.0327745466
73	2872010.6526109106
74	2871878.5665736375
75	2871745.663652729
76	2871696.74420182
77	2871668.3788343198
78	2871640.2823677287
79	2871610.303594774
80	2871586.4097906835
81	2871581.73085432
82	2871577.1512350016
83	2871532.137770456
84	2871527.30434091
85	2871512.077956819
86	2871507.2187784095
87	2871497.9587615915
88	2871274.731661364
89	2871199.8941127276
90	2871193.3711977275
91	2870658.0952138635
92	2870428.530670909
93	2870297.6483645453
94	2870218.370582045
95	2870168.2106884085
96	2870118.9955534087
97	2870113.7949143182
98	2869834.6749204546
99	2869570.1089568185
100	2869490.510735455
101	2869440.561533864
102	2869151.1725829546
103	2868899.645010682
104	2868651.5587281818
105	2868410.3513468183
106	2868174.3403111366
107	2867951.0038125003
108	2867597.2281000004
109	2867424.3952936367
110	2867283.4071511365
111	2867143.115359091
112	2867003.9878295455
113	2866871.4641986364
114	2866793.6741263634
115	2866659.4872627268
116	2866603.318142727
117	2866471.3418522724
118	2866303.252090227
119	2866201.912839545
120	2866153.3637774996
121	2866105.3210915904
122	2866075.196832954
123	2866046.1518563633
124	2865988.6070618182
125	2865697.2391554546
126	2865447.318008864
127	2865208.7431868184
128	2865070.4280661363
129	2864814.135115909
130	2864735.595464318
131	2864684.626799318
132	2864656.6537479544
133	2864605.7759161363
134	2864582.6583531816
135	2864567.6723856814
136	2864552.766557045
137	2864524.3516056817
138	2864519.5365681816
139	2864519.089907727
140	2864352.461126591
141	2864323.367574546
142	2863918.0141677274
143	2859492.656858182
144	2859058.908656591
145	2848407.9836843186
146	2842685.559930001
147	2842387.363074546
148	2842100.8773347735
149	2841547.073946819
150	2841274.8868404552
151	2841004.9769181823
152	2840737.35562841
153	2840228.982278864
154	2839985.8239750005
155	2839745.1895288643
156	2839267.706186591
157	2839031.6951509095
158	2838798.524641364
159	2838567.102415909
160	2838169.3259672727
161	2837999.9349211366
162	2837831.559762273
163	2837430.176524773
164	2837294.7738995454
165	2837159.623661591
166	2836892.496784773
167	2836761.8672679546
168	2836632.517236137
169	2836504.1521384097
170	2836249.1723175007
171	2836123.1049347734
172	2836032.2766886367
173	2835852.944078864
174	2835765.136208864
175	2835677.328338864
176	2835503.0375925004
177	2835416.303316137
178	2835245.5527443187
179	2831446.8027586364
180	2831361.7171124998
181	2831193.0050263633
182	2831109.542526136
183	2831026.222724318
184	2830860.3713175002
185	2830777.4626125004
186	2830694.8053075005
187	2830529.776094319
188	2830447.404186137
189	2827281.4890306825
190	2827199.5112209097
191	2827117.9843977275
192	2826956.2280004546
193	2826875.6261795457
194	2826795.1177984094
195	2826635.4913765914
196	2826556.2315477277
197	2826398.271325228
198	2826319.5102981823
199	2826162.7157659098
200	2822617.5433015916
201	2822539.4437029553
202	2822384.4866693188
203	2822307.5507229553
204	2822153.974770683
205	2822077.3242211374
206	2821924.661602501
207	2821848.4672895465
208	2821772.5361734102
209	2821621.1147911376
210	2821545.5555734104
211	2821394.6921584103
212	2817830.1692952286
213	2817679.769438865
214	2817604.725166365
215	2817456.207422047
216	2817382.606490456
217	2817235.7308820467
218	2817162.352108638
219	2817016.389424092
220	2816943.646118183
221	2816798.2791190925
222	2812999.983853638
223	2812855.2984913653
224	2812783.5324238655
225	2812640.6176336384
226	2812569.3084429563
227	2812427.6038152287
228	2812356.755179774
229	2812215.212179092
230	2812144.6275606835
231	2812003.9601018205
232	2808839.6631034114
233	2808699.2996509112
234	2808629.3647690928
235	2808489.609664093
236	2808350.4178527296
237	2808281.0595845478
238	2808142.4591065934
239	2808073.4416568205
240	2807935.549494548
241	2807866.648103184
242	2804604.4499829565
243	2804467.275202502
244	2804398.766366593
245	2804262.042151366
246	2804193.752112275
247	2804057.5520768203
248	2803921.4961784114
249	2803853.5122190933
250	2803717.660358866
251	2800510.750242275
252	2800375.138597503
253	2800240.4671220486
254	2800173.741413185
255	2800040.2899954575
256	2799907.489398412
257	2799841.7971800026
258	2799710.655448639
259	2799579.8582140934
260	2797349.3503452297
261	2797218.6625090935
262	2797088.1771456846
263	2797023.2739279573
264	2796893.905086139
265	2796765.191937958
266	2796637.3685277305
267	2796573.74329023
268	2796446.8878245484
269	2792892.245820685
270	2792829.3096838663
271	2792704.4434568207
272	2792579.9050765936
273	2792457.350463412
274	2792396.5995075027
275	2792275.9958168208
276	2792156.1327906842
277	2788597.313498866
278	2788479.7229665928
279	2788421.794413411
280	2788306.3947661384
281	2788191.9668072746
282	2788080.3967950023
283	2787972.2247654567
284	2787918.5759959114
285	2787817.052127274
286	2787716.933927047
287	2787618.327702956
288	2787521.723573865
289	2787425.8669336378
290	2783877.2245875015
291	2783830.286657047
292	2783738.5682706833
293	2783650.0575334104
294	2783564.8343931837
295	2783480.487977047
296	2783398.6745065926
297	2783317.8798388657
298	2779943.6168175023
299	2779864.3103604573
300	2779786.7726850025
301	2779710.046706593
302	2779633.6622284115
303	2779557.9348375024
304	2779482.6783552296
305	2779408.2079902296
306	2775987.9563468206
307	2775914.0890772752
308	2775840.769654775
309	2775770.26247932
310	2775700.334597729
311	2775631.17320182
312	2775567.0458747745
313	2775506.677620684
314	2775447.9154152293
315	2775389.963590911
316	2775332.426153184
317	2775279.956201593
318	2770716.562877048
319	2770670.1463179565
320	2770601.7001990927
321	2770556.485256593
322	2770512.328883866
323	2770469.3397825025
324	2770427.4206993207
325	2770385.9078597752
326	2766712.3277215934
327	2766675.4321718207
328	2766641.073749321
329	2766607.222635003
330	2766573.947438866
331	2766525.127960911
332	2766493.2610220476
333	2766462.7188088656
334	2766417.6610350017
335	2766387.872274548
336	2766358.275152048
337	2766314.139600003
338	2766285.0442329575
339	2766256.1920145485
340	2766227.472853639
341	2764366.03992273
342	2764337.9785165936
343	2764296.8705079574
344	2764270.0679659117
345	2764243.7928934116
346	2764205.1679950026
347	2764180.748442275
348	2764145.2999077295
349	2764122.321631366
350	2764090.4617104563
351	2764071.655632956
352	2764044.9073493197
353	2764027.635495683
354	2762297.185858638
355	2762272.323559774
356	2762256.0771252285
357	2762232.246790229
358	2762216.650537501
359	2762193.4721134105
360	2762171.4532752284
361	2757893.1326638646
362	2757872.349747274
363	2757852.8164309105
364	2757841.1211429555
365	2757826.878342955
366	2757813.2582761366
367	2757800.333022273
368	2754029.494039091
369	2754022.7753625005
370	2754020.0275909095
371	2754016.1652613636
372	2754015.4517195453
373	2749261.8043656815
374	2749261.413799091
375	2749261.0406529545
376	2746727.6789693176
377	2741293.526573181
378	2736125.2715147715
379	2729026.7958463626
380	2719545.024462953
381	2715677.7703377265
382	2701512.65473909
383	2697793.0730236354
384	2690081.0940136355
385	2673600.034360908
386	2668165.5719338628
387	2661307.7377390894
388	2650520.81875568
389	2645544.71933659
390	2634211.4389643166
391	2626979.886010227
392	2612923.931215908
393	2605261.5820199987
394	2596846.399037044
395	2589237.9945477257
396	2586731.105268408
397	2586731.105268408
398	2586731.105268408
399	2586731.105268408
400	2586731.105268408
401	2586731.105268408
402	2586731.105268408
403	2586731.105268408
404	2586731.105268408
405	2586731.105268408
406	2586731.105268408
407	2586731.105268408
408	2586731.105268408
409	2586731.105268408
410	2586731.105268408
411	2586731.105268408
412	2586731.105268408
413	2586731.105268408
414	2586731.105268408
415	2586731.105268408
416	2586731.105268408
417	2586731.105268408
418	2586731.105268408
419	2586731.105268408
420	2586731.105268408
421	2586731.105268408
422	2586731.105268408
423	2586731.105268408
424	2586731.105268408
425	2586731.105268408
426	2586731.105268408
427	2586731.105268408
428	2586731.105268408
429	2586731.105268408
430	2586731.105268408
431	2586731.105268408
432	2586731.105268408
433	2586731.105268408
434	2586731.105268408
435	2586731.105268408
436	2586731.105268408
437	2586731.105268408
438	2585473.2878035507
439	2584712.7526178365
440	2584712.7526178365
441	2584712.7526178365
442	2582445.236953265
443	2582445.236953265
444	2582445.236953265
445	2582028.113053265
446	2579748.929936979
447	2577290.0847775503
448	2577290.0847775503
449	2577290.0847775503
450	2577109.137128979
451	2577109.137128979
452	2574447.4155492648
453	2573149.647934693
454	2571836.8090881216
455	2571836.8090881216
456	2566168.183071836
457	2566168.183071836
458	2563822.3926664074
459	2563822.3926664074
460	2563822.3926664074
461	2563822.3926664074
462	2563822.3926664074
463	2563822.3926664074
