tcount: 	 cost:
1	1988103.5737268806
2	1988103.5737268806
3	1988103.5737268806
4	1988103.5737268806
5	1988103.5737268806
6	1988103.5737268806
7	1988103.5737268806
8	1988103.5737268806
9	1988103.5737268806
10	1988103.5737268806
11	1988103.5737268806
12	1988103.5737268806
13	1988103.5737268806
14	1988103.5737268806
15	1988103.5737268806
16	1988103.5737268806
17	1988103.5737268806
18	1988103.5737268806
19	1988103.5737268806
20	1988103.5737268806
21	1988103.5737268806
22	1988103.5737268806
23	1988103.5737268806
24	1988103.5737268806
25	1988103.5737268806
26	1988103.5737268806
27	1988103.5737268806
28	1988103.5737268806
29	1988103.5737268806
30	1988103.5737268806
31	1988103.5737268806
32	1988103.5737268806
33	1988103.5737268806
34	1988103.5737268806
35	1988103.5737268806
36	1988103.5737268806
37	1988103.5737268806
38	1988103.5737268806
39	1988103.5737268806
40	1988103.5737268806
41	1988103.5737268806
42	1988103.5737268806
43	1988103.5737268806
44	1988103.5737268806
45	1988103.5737268806
46	1988103.5737268806
47	1988103.5737268806
48	1988103.5737268806
49	1988103.5737268806
50	1988103.5737268806
51	1988103.5737268806
52	1988103.5737268806
53	1988103.5737268806
54	1988103.5737268806
55	1988103.5737268806
56	1988103.5737268806
57	1988103.5737268806
58	1988103.5737268806
59	1988103.5737268806
60	1988103.5737268806
61	1988103.5737268806
62	1988103.5737268806
63	1988103.5737268806
64	1988103.5737268806
65	1988103.5737268806
66	1988103.5737268806
67	1988103.5737268806
68	1988103.5737268806
69	1988103.5737268806
70	1988103.5737268806
71	1988103.5737268806
72	1988103.5737268806
73	1988103.5737268806
74	1988103.5737268806
75	1988103.5737268806
76	1988103.5737268806
77	1988103.5737268806
78	1988103.5737268806
79	1988103.5737268806
80	1988103.5737268806
81	1988103.5737268806
82	1988103.5737268806
83	1988103.5737268806
84	1988103.5737268806
85	1988103.5737268806
86	1988103.5737268806
87	1988103.5737268806
88	1988103.5737268806
89	1988103.5737268806
90	1988103.5737268806
91	1988103.5737268806
92	1988103.5737268806
93	1988103.5737268806
94	1988103.5737268806
95	1988103.5737268806
96	1988103.5737268806
97	1988103.5737268806
98	1988103.5737268806
99	1988103.5737268806
100	1988103.5737268806
101	1988103.5737268806
102	1988103.5737268806
103	1988103.5737268806
104	1988103.5737268806
105	1988103.5737268806
106	1988103.5737268806
107	1988103.5737268806
108	1988103.5737268806
109	1988103.5737268806
110	1988103.5737268806
111	1988103.5737268806
112	1988103.5737268806
113	1988103.5737268806
114	1988103.5737268806
115	1988103.5737268806
116	1988103.5737268806
117	1988103.5737268806
118	1988103.5737268806
119	1988103.5737268806
120	1988103.5737268806
121	1988103.5737268806
122	1988103.5737268806
123	1988103.5737268806
124	1988103.5737268806
125	1988103.5737268806
126	1988103.5737268806
127	1988103.5737268806
128	1988103.5737268806
129	1988103.5737268806
