338	7.58	10.61	8.84	14.47	7.58
339	7.59	10.63	8.86	14.50	7.59
941	7.73	10.82	9.02	14.75	7.73
942	7.64	10.69	8.91	14.58	7.64
940	7.69	10.77	8.98	14.69	7.69
945	7.67	10.74	8.95	14.65	7.67
332	7.49	10.48	8.73	14.29	7.49
946	7.71	10.80	9.00	14.73	7.71
333	7.50	10.50	8.75	14.32	7.50
943	7.78	10.89	9.08	14.85	7.78
330	7.54	10.56	8.80	14.40	7.54
944	7.59	10.62	8.85	14.48	7.59
331	7.51	10.51	8.76	14.33	7.51
949	7.59	10.62	8.85	14.48	7.59
336	7.62	10.67	8.89	14.55	7.62
337	7.55	10.57	8.81	14.41	7.55
947	7.49	10.48	8.73	14.29	7.49
334	7.54	10.55	8.79	14.39	7.54
948	7.84	10.98	9.15	14.97	7.84
335	7.47	10.46	8.72	14.26	7.47
531	7.57	10.60	8.83	14.45	7.57
748	7.74	10.84	9.03	14.78	7.74
530	7.56	10.58	8.82	14.43	7.56
747	7.65	10.71	8.93	14.60	7.65
746	7.58	10.61	8.84	14.47	7.58
745	7.56	10.59	8.83	14.44	7.56
535	7.51	10.52	8.77	14.35	7.51
534	7.58	10.61	8.84	14.47	7.58
533	7.50	10.50	8.75	14.32	7.50
532	7.64	10.69	8.91	14.58	7.64
749	7.60	10.64	8.87	14.51	7.60
539	7.55	10.57	8.81	14.41	7.55
740	7.59	10.62	8.85	14.48	7.59
538	7.46	10.44	8.70	14.24	7.46
537	7.55	10.57	8.81	14.41	7.55
536	7.54	10.55	8.79	14.39	7.54
744	7.52	10.53	8.77	14.36	7.52
743	7.64	10.69	8.91	14.58	7.64
742	7.71	10.80	9.00	14.73	7.71
741	7.46	10.45	8.71	14.25	7.46
349	7.60	10.64	8.87	14.51	7.60
930	7.61	10.66	8.88	14.54	7.61
931	7.76	10.86	9.05	14.81	7.76
932	7.74	10.84	9.03	14.78	7.74
341	7.61	10.66	8.88	14.54	7.61
933	7.82	10.95	9.13	14.93	7.82
342	7.46	10.44	8.70	14.24	7.46
934	7.66	10.73	8.94	14.63	7.66
343	7.59	10.62	8.85	14.48	7.59
935	7.69	10.76	8.97	14.67	7.69
344	7.66	10.72	8.93	14.62	7.66
936	7.82	10.95	9.13	14.93	7.82
345	7.73	10.82	9.02	14.75	7.73
937	7.71	10.80	9.00	14.73	7.71
346	7.52	10.53	8.77	14.36	7.52
938	7.64	10.69	8.91	14.58	7.64
347	7.65	10.71	8.93	14.60	7.65
939	7.67	10.74	8.95	14.65	7.67
348	7.48	10.47	8.73	14.28	7.48
3	9.59	13.42	11.18	18.30	9.59
540	7.61	10.66	8.88	14.54	7.61
735	7.62	10.67	8.89	14.55	7.62
929	7.76	10.86	9.05	14.81	7.76
2	9.41	13.18	10.98	17.97	9.41
734	7.60	10.64	8.87	14.51	7.60
1	9.58	13.41	11.18	18.29	9.58
542	7.54	10.55	8.79	14.39	7.54
737	7.64	10.70	8.92	14.59	7.64
0	0.00	0.00	0.00	0.00	0.00
541	7.55	10.57	8.81	14.41	7.55
736	7.57	10.60	8.83	14.45	7.57
7	9.45	13.23	11.03	18.04	9.45
544	7.59	10.62	8.85	14.48	7.59
739	7.58	10.61	8.84	14.47	7.58
6	9.66	13.52	11.27	18.44	9.66
543	7.70	10.78	8.98	14.70	7.70
738	7.65	10.71	8.93	14.60	7.65
340	7.54	10.55	8.79	14.39	7.54
5	9.94	13.92	11.60	18.98	9.94
546	7.64	10.69	8.91	14.58	7.64
4	9.78	13.69	11.41	18.67	9.78
545	7.57	10.60	8.83	14.45	7.57
548	7.63	10.68	8.90	14.56	7.63
547	7.55	10.57	8.81	14.41	7.55
9	9.75	13.65	11.38	18.61	9.75
8	9.41	13.17	10.98	17.96	9.41
549	7.56	10.59	8.83	14.44	7.56
731	7.66	10.72	8.93	14.62	7.66
730	7.61	10.66	8.88	14.54	7.61
733	7.69	10.77	8.98	14.69	7.69
732	7.62	10.67	8.89	14.55	7.62
920	7.59	10.63	8.86	14.50	7.59
318	7.49	10.49	8.74	14.30	7.49
319	7.40	10.36	8.63	14.13	7.40
316	7.69	10.76	8.97	14.67	7.69
317	7.60	10.64	8.87	14.51	7.60
927	7.78	10.89	9.08	14.85	7.78
314	7.56	10.59	8.83	14.44	7.56
928	7.88	11.03	9.19	15.04	7.88
315	7.69	10.76	8.97	14.67	7.69
925	7.74	10.83	9.03	14.77	7.74
312	7.60	10.64	8.87	14.51	7.60
926	7.69	10.76	8.97	14.67	7.69
313	7.40	10.36	8.63	14.13	7.40
923	7.60	10.64	8.87	14.51	7.60
310	7.50	10.50	8.75	14.32	7.50
924	7.71	10.80	9.00	14.73	7.71
311	7.60	10.64	8.87	14.51	7.60
921	7.67	10.74	8.95	14.65	7.67
922	7.79	10.90	9.08	14.86	7.79
513	7.48	10.47	8.73	14.28	7.48
512	7.55	10.57	8.81	14.41	7.55
729	7.66	10.72	8.93	14.62	7.66
511	7.62	10.67	8.89	14.55	7.62
728	7.51	10.51	8.76	14.33	7.51
510	7.45	10.43	8.69	14.22	7.45
727	7.51	10.52	8.77	14.35	7.51
726	7.59	10.62	8.85	14.48	7.59
725	7.54	10.55	8.79	14.39	7.54
919	7.66	10.73	8.94	14.63	7.66
724	7.52	10.53	8.77	14.36	7.52
918	7.80	10.92	9.10	14.89	7.80
723	7.56	10.58	8.82	14.43	7.56
722	7.52	10.53	8.77	14.36	7.52
721	7.54	10.56	8.80	14.40	7.54
519	7.51	10.52	8.77	14.35	7.51
720	7.58	10.61	8.84	14.47	7.58
518	7.54	10.55	8.79	14.39	7.54
517	7.59	10.62	8.85	14.48	7.59
516	7.53	10.54	8.78	14.37	7.53
515	7.65	10.71	8.93	14.60	7.65
514	7.61	10.66	8.88	14.54	7.61
327	7.68	10.75	8.96	14.66	7.68
328	7.66	10.72	8.93	14.62	7.66
329	7.49	10.48	8.73	14.29	7.49
914	7.62	10.67	8.89	14.55	7.62
323	7.46	10.44	8.70	14.24	7.46
915	7.45	10.43	8.69	14.22	7.45
324	7.56	10.59	8.83	14.44	7.56
916	8.01	11.21	9.34	15.29	8.01
325	7.56	10.59	8.83	14.44	7.56
917	7.63	10.68	8.90	14.56	7.63
326	7.54	10.56	8.80	14.40	7.54
910	7.79	10.90	9.08	14.86	7.79
709	7.57	10.60	8.83	14.45	7.57
911	7.62	10.67	8.89	14.55	7.62
320	7.56	10.59	8.83	14.44	7.56
912	7.72	10.81	9.01	14.74	7.72
321	7.66	10.72	8.93	14.62	7.66
913	7.84	10.98	9.15	14.97	7.84
322	7.55	10.57	8.81	14.41	7.55
522	7.61	10.66	8.88	14.54	7.61
717	7.48	10.47	8.73	14.28	7.48
521	7.60	10.64	8.87	14.51	7.60
716	7.43	10.40	8.67	14.18	7.43
524	7.56	10.59	8.83	14.44	7.56
719	7.59	10.62	8.85	14.48	7.59
523	7.59	10.62	8.85	14.48	7.59
718	7.52	10.53	8.77	14.36	7.52
908	7.64	10.69	8.91	14.58	7.64
713	7.53	10.54	8.78	14.37	7.53
907	7.76	10.87	9.06	14.82	7.76
712	7.58	10.61	8.84	14.47	7.58
520	7.56	10.58	8.82	14.43	7.56
715	7.73	10.82	9.02	14.75	7.73
909	7.56	10.59	8.83	14.44	7.56
714	7.54	10.56	8.80	14.40	7.54
529	7.61	10.65	8.88	14.52	7.61
711	7.51	10.52	8.77	14.35	7.51
710	7.68	10.75	8.96	14.66	7.68
526	7.56	10.58	8.82	14.43	7.56
525	7.51	10.52	8.77	14.35	7.51
528	7.62	10.67	8.89	14.55	7.62
527	7.56	10.58	8.82	14.43	7.56
989	7.78	10.89	9.08	14.85	7.78
988	7.50	10.50	8.75	14.32	7.50
987	7.83	10.96	9.13	14.95	7.83
571	7.55	10.57	8.81	14.41	7.55
570	7.55	10.57	8.81	14.41	7.55
982	7.63	10.68	8.90	14.56	7.63
981	7.73	10.82	9.02	14.75	7.73
980	7.73	10.82	9.02	14.75	7.73
986	7.78	10.89	9.08	14.85	7.78
985	7.78	10.89	9.08	14.85	7.78
984	7.74	10.83	9.03	14.77	7.74
983	7.49	10.49	8.74	14.30	7.49
700	7.56	10.59	8.83	14.44	7.56
574	7.54	10.56	8.80	14.40	7.54
703	7.54	10.56	8.80	14.40	7.54
575	7.55	10.57	8.81	14.41	7.55
704	7.59	10.62	8.85	14.48	7.59
572	7.61	10.65	8.88	14.52	7.61
701	7.54	10.55	8.79	14.39	7.54
573	7.60	10.64	8.87	14.51	7.60
702	7.58	10.61	8.84	14.47	7.58
578	7.51	10.51	8.76	14.33	7.51
707	7.56	10.59	8.83	14.44	7.56
579	7.60	10.64	8.87	14.51	7.60
708	7.66	10.73	8.94	14.63	7.66
576	7.65	10.71	8.93	14.60	7.65
705	7.52	10.53	8.77	14.36	7.52
577	7.68	10.75	8.96	14.66	7.68
706	7.59	10.62	8.85	14.48	7.59
977	7.73	10.82	9.02	14.75	7.73
976	7.44	10.42	8.68	14.21	7.44
979	7.73	10.82	9.02	14.75	7.73
300	7.57	10.60	8.83	14.45	7.57
978	7.54	10.56	8.80	14.40	7.54
302	7.53	10.54	8.78	14.37	7.53
580	7.61	10.66	8.88	14.54	7.61
301	7.53	10.54	8.78	14.37	7.53
304	7.60	10.64	8.87	14.51	7.60
582	7.61	10.66	8.88	14.54	7.61
303	7.56	10.59	8.83	14.44	7.56
581	7.65	10.71	8.93	14.60	7.65
306	7.64	10.70	8.92	14.59	7.64
305	7.48	10.47	8.73	14.28	7.48
971	7.75	10.85	9.04	14.80	7.75
308	7.48	10.47	8.73	14.28	7.48
970	7.81	10.93	9.11	14.90	7.81
307	7.54	10.55	8.79	14.39	7.54
973	7.31	10.23	8.53	13.95	7.31
972	7.74	10.83	9.03	14.77	7.74
309	7.69	10.76	8.97	14.67	7.69
975	7.56	10.59	8.83	14.44	7.56
974	7.84	10.97	9.14	14.96	7.84
583	7.41	10.37	8.64	14.14	7.41
584	7.73	10.82	9.02	14.75	7.73
585	7.62	10.67	8.89	14.55	7.62
586	7.57	10.60	8.83	14.45	7.57
587	7.56	10.59	8.83	14.44	7.56
588	7.65	10.71	8.93	14.60	7.65
589	7.43	10.40	8.67	14.18	7.43
969	7.79	10.90	9.08	14.86	7.79
968	7.77	10.88	9.07	14.84	7.77
967	7.66	10.73	8.94	14.63	7.66
966	7.78	10.89	9.08	14.85	7.78
965	7.61	10.65	8.88	14.52	7.61
964	7.79	10.90	9.08	14.86	7.79
963	7.51	10.52	8.77	14.35	7.51
962	7.71	10.79	8.99	14.71	7.71
961	7.69	10.77	8.98	14.69	7.69
960	7.74	10.84	9.03	14.78	7.74
558	7.56	10.59	8.83	14.44	7.56
559	7.68	10.75	8.96	14.66	7.68
556	7.56	10.58	8.82	14.43	7.56
557	7.46	10.44	8.70	14.24	7.46
554	7.57	10.60	8.83	14.45	7.57
555	7.49	10.49	8.74	14.30	7.49
552	7.64	10.70	8.92	14.59	7.64
553	7.55	10.57	8.81	14.41	7.55
550	7.59	10.62	8.85	14.48	7.59
551	7.62	10.67	8.89	14.55	7.62
959	7.71	10.79	8.99	14.71	7.71
958	7.65	10.71	8.93	14.60	7.65
560	7.59	10.62	8.85	14.48	7.59
955	7.58	10.61	8.84	14.47	7.58
954	7.49	10.48	8.73	14.29	7.49
957	7.80	10.92	9.10	14.89	7.80
956	7.89	11.05	9.21	15.07	7.89
951	7.64	10.69	8.91	14.58	7.64
950	7.75	10.85	9.04	14.80	7.75
953	7.86	11.00	9.17	15.00	7.86
952	7.66	10.73	8.94	14.63	7.66
569	7.65	10.71	8.93	14.60	7.65
565	7.47	10.46	8.72	14.26	7.47
566	7.61	10.65	8.88	14.52	7.61
567	7.50	10.50	8.75	14.32	7.50
568	7.65	10.71	8.93	14.60	7.65
561	7.44	10.41	8.68	14.20	7.44
562	7.50	10.50	8.75	14.32	7.50
563	7.67	10.74	8.95	14.65	7.67
564	7.65	10.71	8.93	14.60	7.65
799	7.60	10.64	8.87	14.51	7.60
798	7.44	10.42	8.68	14.21	7.44
797	7.52	10.53	8.77	14.36	7.52
796	7.63	10.68	8.90	14.56	7.63
795	7.51	10.51	8.76	14.33	7.51
794	7.54	10.55	8.79	14.39	7.54
793	7.53	10.54	8.78	14.37	7.53
792	7.63	10.68	8.90	14.56	7.63
996	7.54	10.56	8.80	14.40	7.54
790	7.47	10.46	8.72	14.26	7.47
997	47.08	65.91	54.93	89.88	47.08
791	7.59	10.62	8.85	14.48	7.59
994	7.65	10.71	8.93	14.60	7.65
995	7.64	10.69	8.91	14.58	7.64
992	7.53	10.54	8.78	14.37	7.53
993	7.64	10.70	8.92	14.59	7.64
990	7.62	10.67	8.89	14.55	7.62
991	7.68	10.75	8.96	14.66	7.68
998	71.09	99.53	82.94	135.72	71.09
999	15.89	22.25	18.54	30.34	15.89
781	7.59	10.63	8.86	14.50	7.59
782	7.63	10.68	8.90	14.56	7.63
783	7.52	10.53	8.77	14.36	7.52
784	7.61	10.65	8.88	14.52	7.61
785	7.53	10.54	8.78	14.37	7.53
786	7.36	10.30	8.58	14.05	7.36
787	7.54	10.56	8.80	14.40	7.54
788	7.52	10.53	8.77	14.36	7.52
789	7.52	10.53	8.77	14.36	7.52
780	7.49	10.48	8.73	14.29	7.49
772	7.61	10.66	8.88	14.54	7.61
505	7.58	10.61	8.84	14.47	7.58
773	7.48	10.47	8.73	14.28	7.48
506	7.59	10.62	8.85	14.48	7.59
770	7.50	10.50	8.75	14.32	7.50
503	7.56	10.59	8.83	14.44	7.56
771	7.51	10.51	8.76	14.33	7.51
504	7.63	10.68	8.90	14.56	7.63
776	7.64	10.70	8.92	14.59	7.64
509	7.71	10.80	9.00	14.73	7.71
777	7.59	10.62	8.85	14.48	7.59
774	7.53	10.54	8.78	14.37	7.53
507	7.59	10.63	8.86	14.50	7.59
775	7.55	10.57	8.81	14.41	7.55
508	7.58	10.61	8.84	14.47	7.58
778	7.61	10.66	8.88	14.54	7.61
779	7.39	10.35	8.63	14.11	7.39
501	7.44	10.42	8.68	14.21	7.44
502	7.57	10.60	8.83	14.45	7.57
500	7.51	10.52	8.77	14.35	7.51
763	7.46	10.45	8.71	14.25	7.46
764	7.49	10.49	8.74	14.30	7.49
765	7.66	10.73	8.94	14.63	7.66
766	7.50	10.50	8.75	14.32	7.50
760	7.54	10.55	8.79	14.39	7.54
761	7.59	10.62	8.85	14.48	7.59
762	7.56	10.58	8.82	14.43	7.56
767	7.74	10.83	9.03	14.77	7.74
768	7.55	10.57	8.81	14.41	7.55
769	7.64	10.69	8.91	14.58	7.64
754	7.58	10.61	8.84	14.47	7.58
755	7.56	10.58	8.82	14.43	7.56
752	7.61	10.66	8.88	14.54	7.61
753	7.69	10.77	8.98	14.69	7.69
750	7.60	10.64	8.87	14.51	7.60
751	7.54	10.56	8.80	14.40	7.54
758	7.41	10.38	8.65	14.15	7.41
759	7.44	10.42	8.68	14.21	7.44
756	7.64	10.69	8.91	14.58	7.64
757	7.52	10.53	8.77	14.36	7.52
595	7.52	10.53	8.77	14.36	7.52
594	7.56	10.59	8.83	14.44	7.56
391	7.57	10.60	8.83	14.45	7.57
597	7.50	10.50	8.75	14.32	7.50
390	7.51	10.51	8.76	14.33	7.51
596	7.59	10.62	8.85	14.48	7.59
393	7.41	10.38	8.65	14.15	7.41
599	7.48	10.47	8.73	14.28	7.48
392	7.53	10.54	8.78	14.37	7.53
598	7.56	10.58	8.82	14.43	7.56
395	7.59	10.62	8.85	14.48	7.59
394	7.69	10.76	8.97	14.67	7.69
396	7.51	10.52	8.77	14.35	7.51
397	7.49	10.48	8.73	14.29	7.49
398	7.59	10.62	8.85	14.48	7.59
399	7.58	10.61	8.84	14.47	7.58
590	7.48	10.47	8.73	14.28	7.48
591	7.60	10.64	8.87	14.51	7.60
592	7.50	10.50	8.75	14.32	7.50
593	7.59	10.63	8.86	14.50	7.59
383	7.46	10.44	8.70	14.24	7.46
384	7.59	10.62	8.85	14.48	7.59
381	7.50	10.50	8.75	14.32	7.50
382	7.45	10.43	8.69	14.22	7.45
380	7.52	10.53	8.77	14.36	7.52
389	7.66	10.73	8.94	14.63	7.66
388	7.69	10.77	8.98	14.69	7.69
387	7.51	10.52	8.77	14.35	7.51
386	7.53	10.54	8.78	14.37	7.53
385	7.57	10.60	8.83	14.45	7.57
370	7.47	10.46	8.72	14.26	7.47
371	7.56	10.58	8.82	14.43	7.56
372	7.61	10.66	8.88	14.54	7.61
373	7.54	10.55	8.79	14.39	7.54
379	7.51	10.51	8.76	14.33	7.51
378	7.70	10.78	8.98	14.70	7.70
375	7.62	10.67	8.89	14.55	7.62
374	7.52	10.53	8.77	14.36	7.52
377	7.59	10.63	8.86	14.50	7.59
376	7.49	10.48	8.73	14.29	7.49
361	7.55	10.57	8.81	14.41	7.55
362	7.53	10.54	8.78	14.37	7.53
360	7.48	10.47	8.73	14.28	7.48
366	7.51	10.51	8.76	14.33	7.51
365	7.45	10.43	8.69	14.22	7.45
364	7.44	10.41	8.68	14.20	7.44
363	7.51	10.51	8.76	14.33	7.51
369	7.59	10.62	8.85	14.48	7.59
368	7.56	10.58	8.82	14.43	7.56
367	7.70	10.78	8.98	14.70	7.70
350	7.57	10.60	8.83	14.45	7.57
351	7.45	10.43	8.69	14.22	7.45
353	7.55	10.57	8.81	14.41	7.55
352	7.58	10.61	8.84	14.47	7.58
355	7.56	10.58	8.82	14.43	7.56
354	7.58	10.61	8.84	14.47	7.58
357	7.50	10.50	8.75	14.32	7.50
356	7.54	10.55	8.79	14.39	7.54
359	7.50	10.50	8.75	14.32	7.50
358	7.54	10.55	8.79	14.39	7.54
806	7.61	10.66	8.88	14.54	7.61
807	7.68	10.75	8.96	14.66	7.68
804	7.66	10.73	8.94	14.63	7.66
805	7.49	10.48	8.73	14.29	7.49
802	7.57	10.60	8.83	14.45	7.57
803	7.67	10.74	8.95	14.65	7.67
800	7.49	10.48	8.73	14.29	7.49
801	7.45	10.43	8.69	14.22	7.45
159	9.87	13.82	11.52	18.85	9.87
158	9.35	13.09	10.91	17.85	9.35
157	9.68	13.55	11.29	18.48	9.68
156	9.61	13.46	11.22	18.35	9.61
155	9.61	13.45	11.21	18.34	9.61
154	9.98	13.97	11.64	19.05	9.98
152	9.74	13.64	11.37	18.60	9.74
