19	9.03	7.74	20.31	9.03	14.77	20.31	14.77	7.74	14.77	10.83	10.83	7.74	14.77	14.77	7.74	9.03	9.03	14.77	9.03	20.31	7.74	14.77	9.03	10.83	7.74	20.31	10.83	10.83	9.03	9.03	9.03	9.03	14.77	14.77	10.83
17	8.66	7.42	19.48	8.66	14.17	19.48	14.17	7.42	14.17	10.39	10.39	7.42	14.17	14.17	7.42	8.66	8.66	14.17	8.66	19.48	7.42	14.17	8.66	10.39	7.42	19.48	10.39	10.39	8.66	8.66	8.66	8.66	14.17	14.17	10.39
18	8.87	7.60	19.95	8.87	14.51	19.95	14.51	7.60	14.51	10.64	10.64	7.60	14.51	14.51	7.60	8.87	8.87	14.51	8.87	19.95	7.60	14.51	8.87	10.64	7.60	19.95	10.64	10.64	8.87	8.87	8.87	8.87	14.51	14.51	10.64
15	0.60	0.51	1.35	0.60	0.98	1.35	0.98	0.51	0.98	0.72	0.72	0.51	0.98	0.98	0.51	0.60	0.60	0.98	0.60	1.35	0.51	0.98	0.60	0.72	0.51	1.35	0.72	0.72	0.60	0.60	0.60	0.60	0.98	0.98	0.72
16	1.18	1.01	2.66	1.18	1.94	2.66	1.94	1.01	1.94	1.42	1.42	1.01	1.94	1.94	1.01	1.18	1.18	1.94	1.18	2.66	1.01	1.94	1.18	1.42	1.01	2.66	1.42	1.42	1.18	1.18	1.18	1.18	1.94	1.94	1.42
13	8.85	7.59	19.91	8.85	14.48	19.91	14.48	7.59	14.48	10.62	10.62	7.59	14.48	14.48	7.59	8.85	8.85	14.48	8.85	19.91	7.59	14.48	8.85	10.62	7.59	19.91	10.62	10.62	8.85	8.85	8.85	8.85	14.48	14.48	10.62
14	8.64	7.41	19.44	8.64	14.14	19.44	14.14	7.41	14.14	10.37	10.37	7.41	14.14	14.14	7.41	8.64	8.64	14.14	8.64	19.44	7.41	14.14	8.64	10.37	7.41	19.44	10.37	10.37	8.64	8.64	8.64	8.64	14.14	14.14	10.37
11	8.76	7.51	19.71	8.76	14.33	19.71	14.33	7.51	14.33	10.51	10.51	7.51	14.33	14.33	7.51	8.76	8.76	14.33	8.76	19.71	7.51	14.33	8.76	10.51	7.51	19.71	10.51	10.51	8.76	8.76	8.76	8.76	14.33	14.33	10.51
12	8.76	7.51	19.71	8.76	14.33	19.71	14.33	7.51	14.33	10.51	10.51	7.51	14.33	14.33	7.51	8.76	8.76	14.33	8.76	19.71	7.51	14.33	8.76	10.51	7.51	19.71	10.51	10.51	8.76	8.76	8.76	8.76	14.33	14.33	10.51
21	8.97	7.69	20.18	8.97	14.67	20.18	14.67	7.69	14.67	10.76	10.76	7.69	14.67	14.67	7.69	8.97	8.97	14.67	8.97	20.18	7.69	14.67	8.97	10.76	7.69	20.18	10.76	10.76	8.97	8.97	8.97	8.97	14.67	14.67	10.76
20	9.11	7.81	20.49	9.11	14.90	20.49	14.90	7.81	14.90	10.93	10.93	7.81	14.90	14.90	7.81	9.11	9.11	14.90	9.11	20.49	7.81	14.90	9.11	10.93	7.81	20.49	10.93	10.93	9.11	9.11	9.11	9.11	14.90	14.90	10.93
22	1.16	0.99	2.61	1.16	1.90	2.61	1.90	0.99	1.90	1.39	1.39	0.99	1.90	1.90	0.99	1.16	1.16	1.90	1.16	2.61	0.99	1.90	1.16	1.39	0.99	2.61	1.39	1.39	1.16	1.16	1.16	1.16	1.90	1.90	1.39
