0	0
1	13.85
2	13.11
3	13.42
4	13.30
5	13.16
6	13.57
7	13.25
8	13.65
9	13.63
10	13.70
11	13.55
12	13.81
13	13.62
14	13.36
15	13.17
16	13.58
17	10.57
18	10.60
19	10.58
20	10.64
21	10.45
22	10.64
23	10.58
24	10.74
25	10.61
26	10.58
27	10.67
28	10.67
29	10.57
30	10.74
31	10.91
32	10.55
33	10.49
34	10.61
35	10.53
36	10.53
37	10.67
38	10.54
39	10.41
40	10.58
41	10.51
42	10.77
43	10.46
44	10.40
45	10.54
46	10.56
47	10.62
48	10.59
49	10.48
50	10.69
51	10.65
52	10.55
53	10.66
54	10.55
55	10.56
56	10.47
57	10.48
58	10.51
59	10.59
60	10.72
61	10.49
62	10.64
63	10.46
64	10.35
65	10.64
66	10.59
67	10.72
68	10.57
69	10.61
70	10.66
71	10.77
72	10.43
73	10.79
74	10.65
75	10.49
76	10.61
77	10.47
78	10.65
79	4.96
80	5.34
81	10.88
82	10.96
83	10.61
84	10.73
85	10.66
86	10.49
87	10.90
88	10.75
89	10.72
90	10.86
91	10.74
92	10.69
93	10.74
94	10.69
95	10.73
96	10.78
97	7.63
98	9.60
99	6.91
100	0.83
101	0
