1	0.0593
2	1.2770
3	1.3077
4	1.1404
5	1.5321
6	0.9449
7	1.4069
8	1.2235
9	0.9760
10	0.8781
11	1.3846
12	0.9679
13	1.8134
14	1.5914
15	1.1709
16	1.0411
17	1.8115
18	1.2349
19	0.8970
20	1.3905
21	1854.7951
22	38.8041
23	49.9864
24	1956.0691
25	454.4583
26	1.4998
27	5.9623
28	1252.3269
29	33.0000
30	5.6970
31	1.2492
32	0.0683
33	1.6217
34	1.2996
35	1.0208
36	1.1893
37	1.4297
38	1.5486
39	1.2723
40	1.3049
41	1.2800
42	1.2845
43	1.3355
44	1.2456
45	1.6055
46	1.4827
47	1.2807
48	1.3460
49	1.4413
50	1.3476
51	1.3991
52	1454.5924
53	33.9070
54	62.0108
55	2801.1641
56	354.5656
57	1.2725
58	5.2745
59	1317.7791
60	33.0000
61	2.7165
62	1.4598
63	0.1062
64	1.3980
65	0.9796
66	1.2127
67	1.4891
68	1.0685
69	1.5288
70	1.1773
71	1.4954
72	1.5671
73	1.2524
74	1.2844
75	1.4293
76	1.5119
77	1.4849
78	0.7694
79	0.9705
80	0.9053
81	1.3012
82	0.9364
83	1.5004
84	0.7467
85	0.9178
86	1.2210
87	1419.8670
88	23.8404
89	54.8072
90	2180.2799
91	523.1233
92	1.7182
93	4.1919
94	1333.7564
95	33.0000
96	3.8975
97	1.5533
0	0
101	0
