0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	0.08	0.09	0.13	0.09	0.13	0.07	0.13	0.18	0.09	0.18	0.18	0.08	0.07	0.08	0.09
2	1.21	1.46	1.99	1.46	1.99	1.04	1.99	2.73	1.46	2.73	2.73	1.21	1.04	1.21	1.46
3	1.14	1.36	1.86	1.36	1.86	0.97	1.86	2.56	1.36	2.56	2.56	1.14	0.97	1.14	1.36
4	1.31	1.58	2.15	1.58	2.15	1.13	2.15	2.95	1.58	2.95	2.95	1.31	1.13	1.31	1.58
5	0.98	1.17	1.60	1.17	1.60	0.84	1.60	2.20	1.17	2.20	2.20	0.98	0.84	0.98	1.17
6	1.27	1.53	2.09	1.53	2.09	1.09	2.09	2.87	1.53	2.87	2.87	1.27	1.09	1.27	1.53
7	1.28	1.54	2.10	1.54	2.10	1.10	2.10	2.89	1.54	2.89	2.89	1.28	1.10	1.28	1.54
8	0.61	0.74	1.00	0.74	1.00	0.53	1.00	1.38	0.74	1.38	1.38	0.61	0.53	0.61	0.74
800	0.85	1.02	1.39	1.02	1.39	0.73	1.39	1.92	1.02	1.92	1.92	0.85	0.73	0.85	1.02
9	1.30	1.56	2.13	1.56	2.13	1.12	2.13	2.93	1.56	2.93	2.93	1.30	1.12	1.30	1.56
801	1.31	1.57	2.15	1.57	2.15	1.12	2.15	2.95	1.57	2.95	2.95	1.31	1.12	1.31	1.57
802	0.71	0.85	1.15	0.85	1.15	0.60	1.15	1.59	0.85	1.59	1.59	0.71	0.60	0.71	0.85
803	0.90	1.08	1.47	1.08	1.47	0.77	1.47	2.02	1.08	2.02	2.02	0.90	0.77	0.90	1.08
804	0.99	1.19	1.62	1.19	1.62	0.85	1.62	2.23	1.19	2.23	2.23	0.99	0.85	0.99	1.19
805	1685.62	2022.74	2758.28	2022.74	2758.28	1444.81	2758.28	3792.64	2022.74	3792.64	3792.64	1685.62	1444.81	1685.62	2022.74
806	26.85	32.22	43.93	32.22	43.93	23.01	43.93	60.41	32.22	60.41	60.41	26.85	23.01	26.85	32.22
807	31.09	37.31	50.88	37.31	50.88	26.65	50.88	69.95	37.31	69.95	69.95	31.09	26.65	31.09	37.31
808	2129.37	2555.25	3484.43	2555.25	3484.43	1825.18	3484.43	4791.09	2555.25	4791.09	4791.09	2129.37	1825.18	2129.37	2555.25
809	208.38	250.05	340.98	250.05	340.98	178.61	340.98	468.85	250.05	468.85	468.85	208.38	178.61	208.38	250.05
810	1.38	1.66	2.26	1.66	2.26	1.19	2.26	3.11	1.66	3.11	3.11	1.38	1.19	1.38	1.66
811	2.83	3.39	4.63	3.39	4.63	2.42	4.63	6.37	3.39	6.37	6.37	2.83	2.42	2.83	3.39
812	1130.15	1356.18	1849.34	1356.18	1849.34	968.70	1849.34	2542.85	1356.18	2542.85	2542.85	1130.15	968.70	1130.15	1356.18
813	27.50	33.00	45.00	33.00	45.00	23.57	45.00	61.88	33.00	61.88	61.88	27.50	23.57	27.50	33.00
814	6.16	7.40	10.09	7.40	10.09	5.28	10.09	13.87	7.40	13.87	13.87	6.16	5.28	6.16	7.40
815	1.43	1.72	2.35	1.72	2.35	1.23	2.35	3.23	1.72	3.23	3.23	1.43	1.23	1.43	1.72
816	0.08	0.09	0.12	0.09	0.12	0.06	0.12	0.17	0.09	0.17	0.17	0.08	0.06	0.08	0.09
817	0.99	1.19	1.63	1.19	1.63	0.85	1.63	2.24	1.19	2.24	2.24	0.99	0.85	0.99	1.19
818	1.29	1.55	2.11	1.55	2.11	1.11	2.11	2.90	1.55	2.90	2.90	1.29	1.11	1.29	1.55
819	1.12	1.34	1.83	1.34	1.83	0.96	1.83	2.52	1.34	2.52	2.52	1.12	0.96	1.12	1.34
820	0.89	1.07	1.46	1.07	1.46	0.76	1.46	2.00	1.07	2.00	2.00	0.89	0.76	0.89	1.07
821	1.28	1.53	2.09	1.53	2.09	1.09	2.09	2.87	1.53	2.87	2.87	1.28	1.09	1.28	1.53
822	1.16	1.40	1.90	1.40	1.90	1.00	1.90	2.62	1.40	2.62	2.62	1.16	1.00	1.16	1.40
823	1.22	1.46	1.99	1.46	1.99	1.04	1.99	2.74	1.46	2.74	2.74	1.22	1.04	1.22	1.46
824	1.10	1.31	1.79	1.31	1.79	0.94	1.79	2.46	1.31	2.46	2.46	1.10	0.94	1.10	1.31
825	0.90	1.07	1.47	1.07	1.47	0.77	1.47	2.02	1.07	2.02	2.02	0.90	0.77	0.90	1.07
826	1.17	1.40	1.91	1.40	1.91	1.00	1.91	2.62	1.40	2.62	2.62	1.17	1.00	1.17	1.40
827	0.99	1.19	1.63	1.19	1.63	0.85	1.63	2.24	1.19	2.24	2.24	0.99	0.85	0.99	1.19
828	0.54	0.65	0.89	0.65	0.89	0.47	0.89	1.22	0.65	1.22	1.22	0.54	0.47	0.54	0.65
829	1.00	1.20	1.64	1.20	1.64	0.86	1.64	2.25	1.20	2.25	2.25	1.00	0.86	1.00	1.20
830	1.07	1.28	1.75	1.28	1.75	0.92	1.75	2.41	1.28	2.41	2.41	1.07	0.92	1.07	1.28
831	0.71	0.85	1.16	0.85	1.16	0.61	1.16	1.60	0.85	1.60	1.60	0.71	0.61	0.71	0.85
832	0.89	1.07	1.46	1.07	1.46	0.76	1.46	2.01	1.07	2.01	2.01	0.89	0.76	0.89	1.07
833	1.44	1.72	2.35	1.72	2.35	1.23	2.35	3.23	1.72	3.23	3.23	1.44	1.23	1.44	1.72
834	1.16	1.39	1.89	1.39	1.89	0.99	1.89	2.60	1.39	2.60	2.60	1.16	0.99	1.16	1.39
835	1.19	1.43	1.95	1.43	1.95	1.02	1.95	2.69	1.43	2.69	2.69	1.19	1.02	1.19	1.43
836	1.06	1.27	1.73	1.27	1.73	0.90	1.73	2.38	1.27	2.38	2.38	1.06	0.90	1.06	1.27
