35	245.41	644.19	468.50	245.41	468.50	644.19	468.50	245.41	644.19	644.19	644.19	468.50	245.41	343.57	468.50
36	241.44	633.79	460.94	241.44	460.94	633.79	460.94	241.44	633.79	633.79	633.79	460.94	241.44	338.02	460.94
33	303.58	796.89	579.56	303.58	579.56	796.89	579.56	303.58	796.89	796.89	796.89	579.56	303.58	425.01	579.56
34	212.24	557.12	405.18	212.24	405.18	557.12	405.18	212.24	557.12	557.12	557.12	405.18	212.24	297.13	405.18
39	254.74	668.68	486.31	254.74	486.31	668.68	486.31	254.74	668.68	668.68	668.68	486.31	254.74	356.63	486.31
37	390.46	1024.95	745.42	390.46	745.42	1024.95	745.42	390.46	1024.95	1024.95	1024.95	745.42	390.46	546.64	745.42
38	375.67	986.14	717.19	375.67	717.19	986.14	717.19	375.67	986.14	986.14	986.14	717.19	375.67	525.94	717.19
43	394.52	1035.62	753.18	394.52	753.18	1035.62	753.18	394.52	1035.62	1035.62	1035.62	753.18	394.52	552.33	753.18
42	321.58	844.14	613.92	321.58	613.92	844.14	613.92	321.58	844.14	844.14	844.14	613.92	321.58	450.21	613.92
41	244.41	641.59	466.61	244.41	466.61	641.59	466.61	244.41	641.59	641.59	641.59	466.61	244.41	342.18	466.61
40	478.89	1257.09	914.25	478.89	914.25	1257.09	914.25	478.89	1257.09	1257.09	1257.09	914.25	478.89	670.45	914.25
22	13.69	35.94	26.14	13.69	26.14	35.94	26.14	13.69	35.94	35.94	35.94	26.14	13.69	19.17	26.14
23	13.19	34.61	25.17	13.19	25.17	34.61	25.17	13.19	34.61	34.61	34.61	25.17	13.19	18.46	25.17
24	337.19	885.13	643.73	337.19	643.73	885.13	643.73	337.19	885.13	885.13	885.13	643.73	337.19	472.07	643.73
25	230.36	604.69	439.77	230.36	439.77	604.69	439.77	230.36	604.69	604.69	604.69	439.77	230.36	322.50	439.77
26	402.98	1057.82	769.32	402.98	769.32	1057.82	769.32	402.98	1057.82	1057.82	1057.82	769.32	402.98	564.17	769.32
27	317.11	832.41	605.39	317.11	605.39	832.41	605.39	317.11	832.41	832.41	832.41	605.39	317.11	443.95	605.39
28	245.87	645.41	469.39	245.87	469.39	645.41	469.39	245.87	645.41	645.41	645.41	469.39	245.87	344.22	469.39
29	169.76	445.63	324.10	169.76	324.10	445.63	324.10	169.76	445.63	445.63	445.63	324.10	169.76	237.67	324.10
3	13.06	34.29	24.94	13.06	24.94	34.29	24.94	13.06	34.29	34.29	34.29	24.94	13.06	18.29	24.94
2	13.15	34.52	25.10	13.15	25.10	34.52	25.10	13.15	34.52	34.52	34.52	25.10	13.15	18.41	25.10
1	12.66	33.23	24.16	12.66	24.16	33.23	24.16	12.66	33.23	33.23	33.23	24.16	12.66	17.72	24.16
0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
30	167.65	440.08	320.06	167.65	320.06	440.08	320.06	167.65	440.08	440.08	440.08	320.06	167.65	234.71	320.06
7	12.90	33.86	24.63	12.90	24.63	33.86	24.63	12.90	33.86	33.86	33.86	24.63	12.90	18.06	24.63
6	12.85	33.73	24.53	12.85	24.53	33.73	24.53	12.85	33.73	33.73	33.73	24.53	12.85	17.99	24.53
32	176.39	463.01	336.74	176.39	336.74	463.01	336.74	176.39	463.01	463.01	463.01	336.74	176.39	246.94	336.74
5	13.38	35.12	25.54	13.38	25.54	35.12	25.54	13.38	35.12	35.12	35.12	25.54	13.38	18.73	25.54
31	344.82	905.16	658.30	344.82	658.30	905.16	658.30	344.82	905.16	905.16	905.16	658.30	344.82	482.75	658.30
4	13.11	34.43	25.04	13.11	25.04	34.43	25.04	13.11	34.43	34.43	34.43	25.04	13.11	18.36	25.04
9	12.99	34.09	24.79	12.99	24.79	34.09	24.79	12.99	34.09	34.09	34.09	24.79	12.99	18.18	24.79
8	13.54	35.55	25.85	13.54	25.85	35.55	25.85	13.54	35.55	35.55	35.55	25.85	13.54	18.96	25.85
19	12.75	33.47	24.34	12.75	24.34	33.47	24.34	12.75	33.47	33.47	33.47	24.34	12.75	17.85	24.34
17	13.38	35.12	25.54	13.38	25.54	35.12	25.54	13.38	35.12	35.12	35.12	25.54	13.38	18.73	25.54
18	12.93	33.94	24.68	12.93	24.68	33.94	24.68	12.93	33.94	33.94	33.94	24.68	12.93	18.10	24.68
15	13.64	35.79	26.03	13.64	26.03	35.79	26.03	13.64	35.79	35.79	35.79	26.03	13.64	19.09	26.03
16	13.34	35.03	25.47	13.34	25.47	35.03	25.47	13.34	35.03	35.03	35.03	25.47	13.34	18.68	25.47
13	12.79	33.58	24.42	12.79	24.42	33.58	24.42	12.79	33.58	33.58	33.58	24.42	12.79	17.91	24.42
14	12.86	33.75	24.55	12.86	24.55	33.75	24.55	12.86	33.75	33.75	33.75	24.55	12.86	18.00	24.55
11	13.46	35.33	25.69	13.46	25.69	35.33	25.69	13.46	35.33	35.33	35.33	25.69	13.46	18.84	25.69
12	12.39	32.51	23.65	12.39	23.65	32.51	23.65	12.39	32.51	32.51	32.51	23.65	12.39	17.34	23.65
21	13.11	34.41	25.02	13.11	25.02	34.41	25.02	13.11	34.41	34.41	34.41	25.02	13.11	18.35	25.02
20	13.11	34.41	25.02	13.11	25.02	34.41	25.02	13.11	34.41	34.41	34.41	25.02	13.11	18.35	25.02
99	3.90	10.24	7.45	3.90	7.45	10.24	7.45	3.90	10.24	10.24	10.24	7.45	3.90	5.46	7.45
101	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
100	3.49	9.17	6.67	3.49	6.67	9.17	6.67	3.49	9.17	9.17	9.17	6.67	3.49	4.89	6.67
98	3.72	9.77	7.10	3.72	7.10	9.77	7.10	3.72	9.77	9.77	9.77	7.10	3.72	5.21	7.10
97	356.38	935.49	680.36	356.38	680.36	935.49	680.36	356.38	935.49	935.49	935.49	680.36	356.38	498.93	680.36
