35	245.41	468.50	245.41	343.57	343.57	343.57	343.57	286.31	286.31	245.41	245.41	343.57	245.41	343.57	343.57	286.31	343.57	286.31	644.19	343.57
36	241.44	460.94	241.44	338.02	338.02	338.02	338.02	281.68	281.68	241.44	241.44	338.02	241.44	338.02	338.02	281.68	338.02	281.68	633.79	338.02
33	303.58	579.56	303.58	425.01	425.01	425.01	425.01	354.18	354.18	303.58	303.58	425.01	303.58	425.01	425.01	354.18	425.01	354.18	796.89	425.01
34	212.24	405.18	212.24	297.13	297.13	297.13	297.13	247.61	247.61	212.24	212.24	297.13	212.24	297.13	297.13	247.61	297.13	247.61	557.12	297.13
39	254.74	486.31	254.74	356.63	356.63	356.63	356.63	297.19	297.19	254.74	254.74	356.63	254.74	356.63	356.63	297.19	356.63	297.19	668.68	356.63
37	390.46	745.42	390.46	546.64	546.64	546.64	546.64	455.53	455.53	390.46	390.46	546.64	390.46	546.64	546.64	455.53	546.64	455.53	1024.95	546.64
38	375.67	717.19	375.67	525.94	525.94	525.94	525.94	438.28	438.28	375.67	375.67	525.94	375.67	525.94	525.94	438.28	525.94	438.28	986.14	525.94
43	394.52	753.18	394.52	552.33	552.33	552.33	552.33	460.28	460.28	394.52	394.52	552.33	394.52	552.33	552.33	460.28	552.33	460.28	1035.62	552.33
42	321.58	613.92	321.58	450.21	450.21	450.21	450.21	375.18	375.18	321.58	321.58	450.21	321.58	450.21	450.21	375.18	450.21	375.18	844.14	450.21
41	244.41	466.61	244.41	342.18	342.18	342.18	342.18	285.15	285.15	244.41	244.41	342.18	244.41	342.18	342.18	285.15	342.18	285.15	641.59	342.18
40	478.89	914.25	478.89	670.45	670.45	670.45	670.45	558.71	558.71	478.89	478.89	670.45	478.89	670.45	670.45	558.71	670.45	558.71	1257.09	670.45
22	13.69	26.14	13.69	19.17	19.17	19.17	19.17	15.98	15.98	13.69	13.69	19.17	13.69	19.17	19.17	15.98	19.17	15.98	35.94	19.17
23	13.19	25.17	13.19	18.46	18.46	18.46	18.46	15.38	15.38	13.19	13.19	18.46	13.19	18.46	18.46	15.38	18.46	15.38	34.61	18.46
24	337.19	643.73	337.19	472.07	472.07	472.07	472.07	393.39	393.39	337.19	337.19	472.07	337.19	472.07	472.07	393.39	472.07	393.39	885.13	472.07
25	230.36	439.77	230.36	322.50	322.50	322.50	322.50	268.75	268.75	230.36	230.36	322.50	230.36	322.50	322.50	268.75	322.50	268.75	604.69	322.50
26	402.98	769.32	402.98	564.17	564.17	564.17	564.17	470.14	470.14	402.98	402.98	564.17	402.98	564.17	564.17	470.14	564.17	470.14	1057.82	564.17
27	317.11	605.39	317.11	443.95	443.95	443.95	443.95	369.96	369.96	317.11	317.11	443.95	317.11	443.95	443.95	369.96	443.95	369.96	832.41	443.95
28	245.87	469.39	245.87	344.22	344.22	344.22	344.22	286.85	286.85	245.87	245.87	344.22	245.87	344.22	344.22	286.85	344.22	286.85	645.41	344.22
29	169.76	324.10	169.76	237.67	237.67	237.67	237.67	198.06	198.06	169.76	169.76	237.67	169.76	237.67	237.67	198.06	237.67	198.06	445.63	237.67
3	13.06	24.94	13.06	18.29	18.29	18.29	18.29	15.24	15.24	13.06	13.06	18.29	13.06	18.29	18.29	15.24	18.29	15.24	34.29	18.29
2	13.15	25.10	13.15	18.41	18.41	18.41	18.41	15.34	15.34	13.15	13.15	18.41	13.15	18.41	18.41	15.34	18.41	15.34	34.52	18.41
1	12.66	24.16	12.66	17.72	17.72	17.72	17.72	14.77	14.77	12.66	12.66	17.72	12.66	17.72	17.72	14.77	17.72	14.77	33.23	17.72
0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
30	167.65	320.06	167.65	234.71	234.71	234.71	234.71	195.59	195.59	167.65	167.65	234.71	167.65	234.71	234.71	195.59	234.71	195.59	440.08	234.71
7	12.90	24.63	12.90	18.06	18.06	18.06	18.06	15.05	15.05	12.90	12.90	18.06	12.90	18.06	18.06	15.05	18.06	15.05	33.86	18.06
6	12.85	24.53	12.85	17.99	17.99	17.99	17.99	14.99	14.99	12.85	12.85	17.99	12.85	17.99	17.99	14.99	17.99	14.99	33.73	17.99
32	176.39	336.74	176.39	246.94	246.94	246.94	246.94	205.78	205.78	176.39	176.39	246.94	176.39	246.94	246.94	205.78	246.94	205.78	463.01	246.94
5	13.38	25.54	13.38	18.73	18.73	18.73	18.73	15.61	15.61	13.38	13.38	18.73	13.38	18.73	18.73	15.61	18.73	15.61	35.12	18.73
31	344.82	658.30	344.82	482.75	482.75	482.75	482.75	402.29	402.29	344.82	344.82	482.75	344.82	482.75	482.75	402.29	482.75	402.29	905.16	482.75
4	13.11	25.04	13.11	18.36	18.36	18.36	18.36	15.30	15.30	13.11	13.11	18.36	13.11	18.36	18.36	15.30	18.36	15.30	34.43	18.36
9	12.99	24.79	12.99	18.18	18.18	18.18	18.18	15.15	15.15	12.99	12.99	18.18	12.99	18.18	18.18	15.15	18.18	15.15	34.09	18.18
8	13.54	25.85	13.54	18.96	18.96	18.96	18.96	15.80	15.80	13.54	13.54	18.96	13.54	18.96	18.96	15.80	18.96	15.80	35.55	18.96
19	12.75	24.34	12.75	17.85	17.85	17.85	17.85	14.88	14.88	12.75	12.75	17.85	12.75	17.85	17.85	14.88	17.85	14.88	33.47	17.85
17	13.38	25.54	13.38	18.73	18.73	18.73	18.73	15.61	15.61	13.38	13.38	18.73	13.38	18.73	18.73	15.61	18.73	15.61	35.12	18.73
18	12.93	24.68	12.93	18.10	18.10	18.10	18.10	15.08	15.08	12.93	12.93	18.10	12.93	18.10	18.10	15.08	18.10	15.08	33.94	18.10
15	13.64	26.03	13.64	19.09	19.09	19.09	19.09	15.91	15.91	13.64	13.64	19.09	13.64	19.09	19.09	15.91	19.09	15.91	35.79	19.09
16	13.34	25.47	13.34	18.68	18.68	18.68	18.68	15.57	15.57	13.34	13.34	18.68	13.34	18.68	18.68	15.57	18.68	15.57	35.03	18.68
13	12.79	24.42	12.79	17.91	17.91	17.91	17.91	14.93	14.93	12.79	12.79	17.91	12.79	17.91	17.91	14.93	17.91	14.93	33.58	17.91
14	12.86	24.55	12.86	18.00	18.00	18.00	18.00	15.00	15.00	12.86	12.86	18.00	12.86	18.00	18.00	15.00	18.00	15.00	33.75	18.00
11	13.46	25.69	13.46	18.84	18.84	18.84	18.84	15.70	15.70	13.46	13.46	18.84	13.46	18.84	18.84	15.70	18.84	15.70	35.33	18.84
12	12.39	23.65	12.39	17.34	17.34	17.34	17.34	14.45	14.45	12.39	12.39	17.34	12.39	17.34	17.34	14.45	17.34	14.45	32.51	17.34
21	13.11	25.02	13.11	18.35	18.35	18.35	18.35	15.29	15.29	13.11	13.11	18.35	13.11	18.35	18.35	15.29	18.35	15.29	34.41	18.35
20	13.11	25.02	13.11	18.35	18.35	18.35	18.35	15.29	15.29	13.11	13.11	18.35	13.11	18.35	18.35	15.29	18.35	15.29	34.41	18.35
