19	3.76	5.26	4.38	7.17	3.76
17	3.88	5.43	4.53	7.40	3.88
18	3.52	4.93	4.11	6.72	3.52
15	4.01	5.61	4.68	7.65	4.01
16	4.12	5.77	4.81	7.87	4.12
13	237.21	332.09	276.74	452.85	237.21
14	245.79	344.11	286.76	469.24	245.79
11	370.85	519.19	432.66	707.99	370.85
12	382.29	535.21	446.01	729.83	382.29
21	3.82	5.35	4.46	7.30	3.82
20	3.56	4.98	4.15	6.79	3.56
22	3.76	5.26	4.38	7.17	3.76
23	447.41	626.38	521.98	854.15	447.41
24	437.70	612.78	510.65	835.61	437.70
25	298.85	418.39	348.66	570.53	298.85
26	182.58	255.61	213.01	348.56	182.58
27	218.36	305.70	254.75	416.86	218.36
28	364.55	510.37	425.31	695.96	364.55
29	260.83	365.16	304.30	497.95	260.83
3	12.59	17.62	14.68	24.03	12.59
2	12.84	17.97	14.98	24.50	12.84
10	424.74	594.63	495.53	810.86	424.74
1	12.74	17.83	14.86	24.31	12.74
0	0.00	0.00	0.00	0.00	0.00
30	3.46	4.85	4.04	6.61	3.46
7	13.02	18.23	15.19	24.86	13.02
6	12.55	17.57	14.64	23.96	12.55
5	12.89	18.05	15.04	24.61	12.89
31	0.00	0.00	0.00	0.00	0.00
4	12.68	17.75	14.79	24.20	12.68
9	250.18	350.25	291.88	477.61	250.18
8	481.96	674.74	562.28	920.10	481.96
