342	460	0.00
571	822	0.00
487	738	0.00
11	240	0.01
261	458	0.00
64	293	0.01
6	235	0.01
919	988	0.00
234	458	0.00
641	892	0.00
844	983	0.00
293	459	0.00
290	459	0.00
152	381	0.01
496	747	0.00
808	982	0.00
392	464	0.00
248	458	0.00
21	250	0.01
746	980	0.00
913	988	0.00
233	458	0.00
678	929	0.00
531	782	0.00
661	912	0.00
780	981	0.00
137	366	0.01
61	290	0.01
936	990	0.00
922	989	0.00
36	265	0.01
82	311	0.01
443	469	0.00
524	775	0.00
792	981	0.00
692	943	0.00
327	460	0.00
401	465	0.00
783	981	0.00
493	744	0.00
501	752	0.00
52	281	0.01
730	980	0.00
976	996	0.00
206	435	0.01
955	992	0.00
175	404	0.01
797	981	0.00
120	349	0.01
222	451	0.01
886	985	0.00
918	988	0.00
405	465	0.00
962	993	0.00
601	852	0.00
649	900	0.00
285	459	0.00
349	461	0.00
497	748	0.00
668	919	0.00
927	989	0.00
179	408	0.01
907	987	0.00
105	334	0.01
255	458	0.00
979	999	0.00
663	914	0.00
193	422	0.01
748	980	0.00
144	373	0.01
851	983	0.00
265	458	0.00
690	941	0.00
733	980	0.00
702	953	0.00
371	462	0.00
414	466	0.00
213	442	0.01
139	368	0.01
617	868	0.00
827	982	0.00
664	915	0.00
483	734	0.00
628	879	0.00
387	463	0.00
467	676	0.00
431	468	0.00
467	675	0.00
467	674	0.00
467	673	0.00
467	679	0.00
467	678	0.00
467	677	0.00
357	461	0.00
163	392	0.01
385	463	0.00
246	458	0.00
467	672	0.00
467	671	0.00
85	314	0.01
498	749	0.00
811	982	0.00
785	981	0.00
76	305	0.01
266	458	0.00
204	433	0.01
787	981	0.00
131	360	0.01
520	771	0.00
567	818	0.00
433	468	0.00
800	981	0.00
297	459	0.00
970	995	0.00
635	886	0.00
205	434	0.01
789	981	0.00
565	816	0.00
60	289	0.01
340	460	0.00
647	898	0.00
814	982	0.00
848	983	0.00
751	980	0.00
714	965	0.00
712	963	0.00
59	288	0.01
374	462	0.00
777	981	0.00
742	980	0.00
704	955	0.00
244	458	0.00
561	812	0.00
353	461	0.00
468	687	0.00
954	992	0.00
468	688	0.00
356	461	0.00
468	683	0.00
468	684	0.00
468	685	0.00
716	967	0.00
884	985	0.00
468	686	0.00
410	465	0.00
453	471	0.00
97	326	0.01
938	990	0.00
453	470	0.00
468	680	0.00
468	681	0.00
453	472	0.00
468	682	0.00
332	460	0.00
301	459	0.00
599	850	0.00
801	981	0.00
427	467	0.00
367	462	0.00
474	724	0.00
593	844	0.00
474	723	0.00
546	797	0.00
335	460	0.00
721	972	0.00
718	969	0.00
474	725	0.00
536	787	0.00
440	469	0.00
457	476	0.00
457	477	0.00
220	449	0.01
591	842	0.00
457	474	0.00
457	475	0.00
863	984	0.00
457	472	0.00
457	473	0.00
457	471	0.00
259	458	0.00
26	255	0.01
462	618	0.00
462	619	0.00
462	616	0.00
256	458	0.00
462	617	0.00
462	614	0.00
462	615	0.00
462	612	0.00
462	613	0.00
908	987	0.00
462	611	0.00
754	980	0.00
438	468	0.00
965	994	0.00
190	419	0.01
160	389	0.01
648	899	0.00
88	317	0.01
274	459	0.00
951	992	0.00
590	841	0.00
462	623	0.00
972	995	0.00
68	297	0.01
462	624	0.00
462	620	0.00
462	621	0.00
462	622	0.00
569	820	0.00
398	464	0.00
839	982	0.00
142	371	0.01
760	980	0.00
614	865	0.00
872	984	0.00
898	986	0.00
309	460	0.00
404	465	0.00
16	245	0.01
489	740	0.00
570	821	0.00
390	464	0.00
135	364	0.01
277	459	0.00
494	745	0.00
34	263	0.01
158	387	0.01
117	346	0.01
230	458	0.00
877	985	0.00
194	423	0.01
556	807	0.00
269	459	0.00
855	983	0.00
585	836	0.00
361	461	0.00
218	447	0.01
272	459	0.00
874	984	0.00
726	977	0.00
620	871	0.00
43	272	0.01
113	342	0.01
966	994	0.00
305	459	0.00
634	885	0.00
775	981	0.00
835	982	0.00
316	460	0.00
126	355	0.01
653	904	0.00
66	295	0.01
578	829	0.00
71	300	0.01
770	981	0.00
632	883	0.00
314	460	0.00
822	982	0.00
644	895	0.00
168	397	0.01
320	460	0.00
843	982	0.00
395	464	0.00
240	458	0.00
747	980	0.00
224	453	0.01
321	460	0.00
900	986	0.00
891	986	0.00
8	237	0.01
734	980	0.00
944	991	0.00
909	987	0.00
689	940	0.00
425	467	0.00
299	459	0.00
359	461	0.00
165	394	0.01
527	778	0.00
543	794	0.00
377	463	0.00
83	312	0.01
267	458	0.00
460	584	0.00
286	459	0.00
460	585	0.00
441	469	0.00
460	586	0.00
460	587	0.00
460	588	0.00
460	589	0.00
209	438	0.01
695	946	0.00
460	590	0.00
460	592	0.00
466	661	0.00
959	993	0.00
460	591	0.00
466	662	0.00
720	971	0.00
815	982	0.00
541	792	0.00
22	251	0.01
466	665	0.00
466	666	0.00
466	663	0.00
154	383	0.01
466	664	0.00
466	669	0.00
597	848	0.00
280	459	0.00
466	667	0.00
466	668	0.00
889	986	0.00
651	902	0.00
508	759	0.00
691	942	0.00
583	834	0.00
23	252	0.01
735	980	0.00
460	575	0.00
705	956	0.00
460	576	0.00
805	981	0.00
460	573	0.00
350	461	0.00
87	316	0.01
119	348	0.01
460	574	0.00
460	579	0.00
416	466	0.00
553	804	0.00
100	329	0.01
460	577	0.00
819	982	0.00
460	578	0.00
657	908	0.00
94	323	0.01
460	583	0.00
460	582	0.00
460	581	0.00
460	580	0.00
818	982	0.00
882	985	0.00
643	894	0.00
93	322	0.01
104	333	0.01
945	991	0.00
763	980	0.00
181	410	0.01
276	459	0.00
865	984	0.00
969	994	0.00
368	462	0.00
964	993	0.00
415	466	0.00
245	458	0.00
89	318	0.01
121	350	0.01
3	232	0.01
338	460	0.00
214	443	0.01
461	610	0.00
975	996	0.00
466	670	0.00
490	741	0.00
930	989	0.00
654	905	0.00
545	796	0.00
461	600	0.00
249	458	0.00
461	601	0.00
700	951	0.00
461	604	0.00
461	605	0.00
461	602	0.00
358	461	0.00
461	603	0.00
756	980	0.00
406	465	0.00
461	608	0.00
461	609	0.00
461	606	0.00
461	607	0.00
458	499	0.00
345	461	0.00
379	463	0.00
458	496	0.00
370	462	0.00
458	495	0.00
458	498	0.00
458	497	0.00
458	492	0.00
458	491	0.00
711	962	0.00
458	494	0.00
458	493	0.00
183	412	0.01
575	826	0.00
176	405	0.01
458	490	0.00
563	814	0.00
348	461	0.00
291	459	0.00
476	727	0.00
655	906	0.00
577	828	0.00
709	960	0.00
977	997	0.00
58	287	0.01
806	981	0.00
106	335	0.01
445	469	0.00
458	489	0.00
334	460	0.00
458	488	0.00
458	487	0.00
458	486	0.00
911	987	0.00
458	485	0.00
124	353	0.01
458	484	0.00
902	987	0.00
458	483	0.00
458	482	0.00
458	481	0.00
458	480	0.00
254	458	0.00
503	754	0.00
749	980	0.00
284	459	0.00
547	798	0.00
169	398	0.01
312	460	0.00
665	916	0.00
114	343	0.01
91	320	0.01
622	873	0.00
317	460	0.00
932	990	0.00
458	478	0.00
559	810	0.00
458	479	0.00
115	344	0.01
794	981	0.00
812	982	0.00
311	460	0.00
447	469	0.00
153	382	0.01
243	458	0.00
31	260	0.01
926	989	0.00
448	469	0.00
73	302	0.01
488	739	0.00
686	937	0.00
12	241	0.01
943	991	0.00
65	294	0.01
40	269	0.01
562	813	0.00
235	458	0.00
833	982	0.00
452	471	0.00
853	983	0.00
940	991	0.00
856	983	0.00
879	985	0.00
156	385	0.01
366	462	0.00
615	866	0.00
178	407	0.01
99	328	0.01
625	876	0.00
623	874	0.00
341	460	0.00
619	870	0.00
534	785	0.00
147	376	0.01
606	857	0.00
594	845	0.00
450	470	0.00
450	471	0.00
289	459	0.00
28	257	0.01
486	737	0.00
836	982	0.00
324	460	0.00
383	463	0.00
304	459	0.00
604	855	0.00
452	470	0.00
613	864	0.00
491	742	0.00
426	467	0.00
580	831	0.00
189	418	0.01
275	459	0.00
809	982	0.00
203	432	0.01
15	244	0.01
173	402	0.01
616	867	0.00
871	984	0.00
86	315	0.01
241	458	0.00
74	303	0.01
584	835	0.00
920	988	0.00
949	992	0.00
172	401	0.01
330	460	0.00
446	469	0.00
957	993	0.00
813	982	0.00
960	993	0.00
521	772	0.00
925	989	0.00
910	987	0.00
864	984	0.00
201	430	0.01
671	922	0.00
24	253	0.01
295	459	0.00
676	927	0.00
510	761	0.00
14	243	0.01
262	458	0.00
432	468	0.00
46	275	0.01
903	987	0.00
362	462	0.00
961	993	0.00
164	393	0.01
44	273	0.01
95	324	0.01
79	308	0.01
640	891	0.00
150	379	0.01
20	249	0.01
723	974	0.00
33	262	0.01
103	332	0.01
499	750	0.00
679	930	0.00
355	461	0.00
134	363	0.01
681	932	0.00
77	306	0.01
803	981	0.00
388	463	0.00
683	934	0.00
555	806	0.00
950	992	0.00
596	847	0.00
347	461	0.00
646	897	0.00
132	361	0.01
518	769	0.00
698	949	0.00
820	982	0.00
550	801	0.00
515	766	0.00
768	980	0.00
771	981	0.00
706	957	0.00
650	901	0.00
351	461	0.00
893	986	0.00
0	229	0.01
685	936	0.00
215	444	0.01
419	466	0.00
111	340	0.01
49	278	0.01
307	459	0.00
331	460	0.00
642	893	0.00
417	466	0.00
776	981	0.00
436	468	0.00
187	416	0.01
888	985	0.00
171	400	0.01
533	784	0.00
251	458	0.00
699	950	0.00
407	465	0.00
953	992	0.00
210	439	0.01
867	984	0.00
652	903	0.00
581	832	0.00
199	428	0.01
659	910	0.00
672	923	0.00
968	994	0.00
