338	349.93	787.35	787.35	572.62	787.35	299.94	787.35	419.92	419.92	299.94	349.93	572.62	349.93	787.35	572.62	419.92	419.92	419.92	787.35	299.94	349.93	419.92	419.92	572.62	787.35	572.62	787.35	299.94	419.92	572.62
339	528.43	1188.98	1188.98	864.71	1188.98	452.94	1188.98	634.12	634.12	452.94	528.43	864.71	528.43	1188.98	864.71	634.12	634.12	634.12	1188.98	452.94	528.43	634.12	634.12	864.71	1188.98	864.71	1188.98	452.94	634.12	864.71
941	518.28	1166.14	1166.14	848.10	1166.14	444.24	1166.14	621.94	621.94	444.24	518.28	848.10	518.28	1166.14	848.10	621.94	621.94	621.94	1166.14	444.24	518.28	621.94	621.94	848.10	1166.14	848.10	1166.14	444.24	621.94	848.10
942	368.38	828.84	828.84	602.80	828.84	315.75	828.84	442.05	442.05	315.75	368.38	602.80	368.38	828.84	602.80	442.05	442.05	442.05	828.84	315.75	368.38	442.05	442.05	602.80	828.84	602.80	828.84	315.75	442.05	602.80
940	303.33	682.50	682.50	496.36	682.50	260.00	682.50	364.00	364.00	260.00	303.33	496.36	303.33	682.50	496.36	364.00	364.00	364.00	682.50	260.00	303.33	364.00	364.00	496.36	682.50	496.36	682.50	260.00	364.00	496.36
945	427.95	962.89	962.89	700.28	962.89	366.81	962.89	513.54	513.54	366.81	427.95	700.28	427.95	962.89	700.28	513.54	513.54	513.54	962.89	366.81	427.95	513.54	513.54	700.28	962.89	700.28	962.89	366.81	513.54	700.28
332	255.10	573.98	573.98	417.44	573.98	218.66	573.98	306.12	306.12	218.66	255.10	417.44	255.10	573.98	417.44	306.12	306.12	306.12	573.98	218.66	255.10	306.12	306.12	417.44	573.98	417.44	573.98	218.66	306.12	417.44
946	278.48	626.57	626.57	455.69	626.57	238.69	626.57	334.17	334.17	238.69	278.48	455.69	278.48	626.57	455.69	334.17	334.17	334.17	626.57	238.69	278.48	334.17	334.17	455.69	626.57	455.69	626.57	238.69	334.17	455.69
333	219.02	492.79	492.79	358.39	492.79	187.73	492.79	262.82	262.82	187.73	219.02	358.39	219.02	492.79	358.39	262.82	262.82	262.82	492.79	187.73	219.02	262.82	262.82	358.39	492.79	358.39	492.79	187.73	262.82	358.39
943	561.38	1263.09	1263.09	918.61	1263.09	481.18	1263.09	673.65	673.65	481.18	561.38	918.61	561.38	1263.09	918.61	673.65	673.65	673.65	1263.09	481.18	561.38	673.65	673.65	918.61	1263.09	918.61	1263.09	481.18	673.65	918.61
