0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	18.14	15.12	15.12	34.01	34.01	15.12	18.14	15.12	12.96	24.74	34.01	15.12	15.12	24.74	12.96	18.14	34.01	12.96	12.96	34.01	12.96	18.14	15.12	15.12	34.01	15.12	15.12	15.12	24.74	24.74	24.74	18.14	15.12	15.12	12.96
2	18.27	15.23	15.23	34.26	34.26	15.23	18.27	15.23	13.05	24.91	34.26	15.23	15.23	24.91	13.05	18.27	34.26	13.05	13.05	34.26	13.05	18.27	15.23	15.23	34.26	15.23	15.23	15.23	24.91	24.91	24.91	18.27	15.23	15.23	13.05
3	18.06	15.05	15.05	33.86	33.86	15.05	18.06	15.05	12.90	24.63	33.86	15.05	15.05	24.63	12.90	18.06	33.86	12.90	12.90	33.86	12.90	18.06	15.05	15.05	33.86	15.05	15.05	15.05	24.63	24.63	24.63	18.06	15.05	15.05	12.90
4	18.56	15.47	15.47	34.80	34.80	15.47	18.56	15.47	13.26	25.31	34.80	15.47	15.47	25.31	13.26	18.56	34.80	13.26	13.26	34.80	13.26	18.56	15.47	15.47	34.80	15.47	15.47	15.47	25.31	25.31	25.31	18.56	15.47	15.47	13.26
5	17.97	14.98	14.98	33.69	33.69	14.98	17.97	14.98	12.84	24.50	33.69	14.98	14.98	24.50	12.84	17.97	33.69	12.84	12.84	33.69	12.84	17.97	14.98	14.98	33.69	14.98	14.98	14.98	24.50	24.50	24.50	17.97	14.98	14.98	12.84
6	17.96	14.97	14.97	33.68	33.68	14.97	17.96	14.97	12.83	24.49	33.68	14.97	14.97	24.49	12.83	17.96	33.68	12.83	12.83	33.68	12.83	17.96	14.97	14.97	33.68	14.97	14.97	14.97	24.49	24.49	24.49	17.96	14.97	14.97	12.83
7	18.02	15.02	15.02	33.79	33.79	15.02	18.02	15.02	12.87	24.57	33.79	15.02	15.02	24.57	12.87	18.02	33.79	12.87	12.87	33.79	12.87	18.02	15.02	15.02	33.79	15.02	15.02	15.02	24.57	24.57	24.57	18.02	15.02	15.02	12.87
8	18.39	15.33	15.33	34.48	34.48	15.33	18.39	15.33	13.14	25.08	34.48	15.33	15.33	25.08	13.14	18.39	34.48	13.14	13.14	34.48	13.14	18.39	15.33	15.33	34.48	15.33	15.33	15.33	25.08	25.08	25.08	18.39	15.33	15.33	13.14
800	239.94	199.95	199.95	449.89	449.89	199.95	239.94	199.95	171.39	327.19	449.89	199.95	199.95	327.19	171.39	239.94	449.89	171.39	171.39	449.89	171.39	239.94	199.95	199.95	449.89	199.95	199.95	199.95	327.19	327.19	327.19	239.94	199.95	199.95	171.39
