88	375.90	451.08	615.11	451.08	615.11	322.20	615.11	845.78	451.08	845.78	845.78	375.90	322.20	375.90	451.08
89	271.13	325.35	443.66	325.35	443.66	232.39	443.66	610.03	325.35	610.03	610.03	271.13	232.39	271.13	325.35
90	363.63	436.36	595.04	436.36	595.04	311.69	595.04	818.18	436.36	818.18	818.18	363.63	311.69	363.63	436.36
91	424.55	509.46	694.72	509.46	694.72	363.90	694.72	955.24	509.46	955.24	955.24	424.55	363.90	424.55	509.46
92	256.07	307.28	419.02	307.28	419.02	219.49	419.02	576.15	307.28	576.15	576.15	256.07	219.49	256.07	307.28
93	284.91	341.89	466.21	341.89	466.21	244.21	466.21	641.04	341.89	641.04	641.04	284.91	244.21	284.91	341.89
94	418.42	502.10	684.68	502.10	684.68	358.64	684.68	941.44	502.10	941.44	941.44	418.42	358.64	418.42	502.10
95	367.80	441.36	601.85	441.36	601.85	315.26	601.85	827.55	441.36	827.55	827.55	367.80	315.26	367.80	441.36
96	213.74	256.49	349.76	256.49	349.76	183.21	349.76	480.92	256.49	480.92	480.92	213.74	183.21	213.74	256.49
97	415.78	498.93	680.36	498.93	680.36	356.38	680.36	935.49	498.93	935.49	935.49	415.78	356.38	415.78	498.93
10	15.20	18.24	24.87	18.24	24.87	13.03	24.87	34.20	18.24	34.20	34.20	15.20	13.03	15.20	18.24
98	4.34	5.21	7.10	5.21	7.10	3.72	7.10	9.77	5.21	9.77	9.77	4.34	3.72	4.34	5.21
11	15.70	18.84	25.69	18.84	25.69	13.46	25.69	35.33	18.84	35.33	35.33	15.70	13.46	15.70	18.84
99	4.55	5.46	7.45	5.46	7.45	3.90	7.45	10.24	5.46	10.24	10.24	4.55	3.90	4.55	5.46
12	14.45	17.34	23.65	17.34	23.65	12.39	23.65	32.51	17.34	32.51	32.51	14.45	12.39	14.45	17.34
13	14.93	17.91	24.42	17.91	24.42	12.79	24.42	33.58	17.91	33.58	33.58	14.93	12.79	14.93	17.91
14	15.00	18.00	24.55	18.00	24.55	12.86	24.55	33.75	18.00	33.75	33.75	15.00	12.86	15.00	18.00
15	15.91	19.09	26.03	19.09	26.03	13.64	26.03	35.79	19.09	35.79	35.79	15.91	13.64	15.91	19.09
