0	0
1	0.0940
2	1.4561
3	1.3635
4	1.5752
5	1.1719
6	1.5298
7	1.5391
8	0.7360
9	1.5641
10	1.5717
11	1.1118
12	1.2525
13	1.4023
14	1.3387
15	1.2737
16	0.9136
17	1.4687
18	1.7119
19	1525.3178
20	35.2430
21	39.4665
22	2906.7410
23	453.8649
24	1.6026
25	4.8277
26	1466.1896
27	33.0000
28	4.9504
29	1.9948
30	0.1189
31	1.3378
32	0.9107
33	1.3451
34	1.3822
35	1.0828
36	1.3158
37	1.3348
38	1.4561
39	1.7408
40	0.7544
41	1.6188
42	1.3064
43	1.5457
44	1.4031
45	1.5713
46	1.8884
47	1.2551
48	1833.9488
49	27.4504
50	50.2483
51	2797.4297
52	525.8649
53	1.3122
54	3.7214
55	1643.5651
56	33.0000
57	3.2924
58	1.3892
59	0.0598
60	1.4549
61	1.1147
62	1.2451
63	1.1842
64	1.4893
65	1.5934
66	0.9591
67	0.9998
68	1.6567
69	1.7361
70	1.1697
71	1.4230
72	1.0731
73	1.1409
74	1.0017
75	0.8592
76	0.9793
77	0.9636
78	1.4238
79	1.4300
80	788.6918
81	27.1502
82	40.2744
83	1447.1570
84	218.6358
85	1.6529
86	4.2411
87	1263.0495
88	33.0000
89	3.3772
90	1.0194
91	0.0887
92	0.8847
93	1.3965
94	1.1760
95	0.9339
96	1.2863
97	1.3763
98	1.0273
99	1.4798
100	1.6248
101	0.9691
102	1.7211
103	1.2634
104	1.3261
105	0.9450
106	1.4492
107	1.0329
108	1.3330
109	1.1032
110	1.2828
111	1141.9699
112	40.8694
113	36.0419
114	1880.8295
115	422.1804
116	1.7146
117	5.8395
118	1402.8332
119	33.0000
120	6.0604
121	1.6054
122	0.0550
123	1.5603
124	0.6496
125	1.0264
126	1.4715
127	1.7896
128	1.4065
129	1.3079
130	1.2510
131	1.3662
132	1.0305
133	1.0801
134	1.5657
135	1.1353
136	0.9226
137	1.2443
138	1.7169
139	1.0391
140	1.6967
141	1.5790
142	859.5007
143	35.8879
144	44.6995
145	3490.4644
146	349.0612
147	1.8686
148	6.0752
149	1474.2744
150	33.0000
151	3.8763
152	1.3665
153	0.1132
154	1.5029
155	1.3088
156	0.9699
157	1.4821
158	1.1851
159	1.5552
160	1.0679
161	1.5754
162	1.3227
163	1.1304
164	1.0124
165	1.3603
166	1.8812
167	1.2202
168	0.6894
169	1.1239
170	1.2277
171	1735.5119
172	40.7612
173	53.6109
174	1594.9541
