88	23.84	44.70	23.84	23.84	32.51
89	54.81	102.76	54.81	54.81	74.74
90	2180.28	4088.02	2180.28	2180.28	2973.11
91	523.12	980.86	523.12	523.12	713.35
92	1.72	3.22	1.72	1.72	2.34
93	4.19	7.86	4.19	4.19	5.72
94	1333.76	2500.79	1333.76	1333.76	1818.76
95	33.00	61.88	33.00	33.00	45.00
96	3.90	7.31	3.90	3.90	5.31
97	1.55	2.91	1.55	1.55	2.12
10	0.88	1.65	0.88	0.88	1.20
11	1.38	2.60	1.38	1.38	1.89
12	0.97	1.81	0.97	0.97	1.32
13	1.81	3.40	1.81	1.81	2.47
14	1.59	2.98	1.59	1.59	2.17
15	1.17	2.20	1.17	1.17	1.60
16	1.04	1.95	1.04	1.04	1.42
17	1.81	3.40	1.81	1.81	2.47
18	1.23	2.32	1.23	1.23	1.68
19	0.90	1.68	0.90	0.90	1.22
0	0.00	0.00	0.00	0.00	0.00
1	0.06	0.11	0.06	0.06	0.08
2	1.28	2.39	1.28	1.28	1.74
3	1.31	2.45	1.31	1.31	1.78
4	1.14	2.14	1.14	1.14	1.56
5	1.53	2.87	1.53	1.53	2.09
6	0.94	1.77	0.94	0.94	1.29
7	1.41	2.64	1.41	1.41	1.92
8	1.22	2.29	1.22	1.22	1.67
9	0.98	1.83	0.98	0.98	1.33
20	1.39	2.61	1.39	1.39	1.90
21	1854.80	3477.74	1854.80	1854.80	2529.27
22	38.80	72.76	38.80	38.80	52.91
23	49.99	93.72	49.99	49.99	68.16
24	1956.07	3667.63	1956.07	1956.07	2667.37
25	454.46	852.11	454.46	454.46	619.72
26	1.50	2.81	1.50	1.50	2.05
27	5.96	11.18	5.96	5.96	8.13
28	1252.33	2348.11	1252.33	1252.33	1707.72
29	33.00	61.88	33.00	33.00	45.00
30	5.70	10.68	5.70	5.70	7.77
31	1.25	2.34	1.25	1.25	1.70
32	0.07	0.13	0.07	0.07	0.09
33	1.62	3.04	1.62	1.62	2.21
34	1.30	2.44	1.30	1.30	1.77
35	1.02	1.91	1.02	1.02	1.39
36	1.19	2.23	1.19	1.19	1.62
37	1.43	2.68	1.43	1.43	1.95
38	1.55	2.90	1.55	1.55	2.11
39	1.27	2.39	1.27	1.27	1.73
40	1.30	2.45	1.30	1.30	1.78
41	1.28	2.40	1.28	1.28	1.75
42	1.28	2.41	1.28	1.28	1.75
43	1.34	2.50	1.34	1.34	1.82
44	1.25	2.34	1.25	1.25	1.70
45	1.61	3.01	1.61	1.61	2.19
46	1.48	2.78	1.48	1.48	2.02
47	1.28	2.40	1.28	1.28	1.75
48	1.35	2.52	1.35	1.35	1.84
49	1.44	2.70	1.44	1.44	1.97
50	1.35	2.53	1.35	1.35	1.84
51	1.40	2.62	1.40	1.40	1.91
52	1454.59	2727.36	1454.59	1454.59	1983.54
53	33.91	63.58	33.91	33.91	46.24
54	62.01	116.27	62.01	62.01	84.56
55	2801.16	5252.18	2801.16	2801.16	3819.77
56	354.57	664.81	354.57	354.57	483.50
57	1.27	2.39	1.27	1.27	1.74
58	5.27	9.89	5.27	5.27	7.19
59	1317.78	2470.84	1317.78	1317.78	1796.97
60	33.00	61.88	33.00	33.00	45.00
61	2.72	5.09	2.72	2.72	3.70
62	1.46	2.74	1.46	1.46	1.99
63	0.11	0.20	0.11	0.11	0.14
64	1.40	2.62	1.40	1.40	1.91
65	0.98	1.84	0.98	0.98	1.34
66	1.21	2.27	1.21	1.21	1.65
67	1.49	2.79	1.49	1.49	2.03
68	1.07	2.00	1.07	1.07	1.46
69	1.53	2.87	1.53	1.53	2.08
70	1.18	2.21	1.18	1.18	1.61
71	1.50	2.80	1.50	1.50	2.04
72	1.57	2.94	1.57	1.57	2.14
73	1.25	2.35	1.25	1.25	1.71
74	1.28	2.41	1.28	1.28	1.75
75	1.43	2.68	1.43	1.43	1.95
76	1.51	2.83	1.51	1.51	2.06
77	1.48	2.78	1.48	1.48	2.02
78	0.77	1.44	0.77	0.77	1.05
79	0.97	1.82	0.97	0.97	1.32
101	0.00	0.00	0.00	0.00	0.00
80	0.91	1.70	0.91	0.91	1.23
81	1.30	2.44	1.30	1.30	1.77
82	0.94	1.76	0.94	0.94	1.28
83	1.50	2.81	1.50	1.50	2.05
84	0.75	1.40	0.75	0.75	1.02
85	0.92	1.72	0.92	0.92	1.25
86	1.22	2.29	1.22	1.22	1.67
87	1419.87	2662.25	1419.87	1419.87	1936.18
