931	1001	0
134	964	0.06
93	923	0.06
930	997	0.06
42	432	0.06
91	379	0.06
137	967	0.06
641	1001	0
100	640	0.06
27	806	0.06
985	1001	0
943	1001	0
21	851	0.06
646	1001	0
100	633	0.06
133	695	0.06
133	696	0.06
96	391	0.06
223	829	0.00
133	694	0.06
133	699	0.06
133	697	0.06
728	1001	0
133	698	0.06
26	751	0.06
436	829	0.00
127	305	0.06
133	690	0.06
75	815	0.06
157	1001	0
129	821	0.06
169	1001	0
743	1001	0
376	829	0.00
684	829	0.00
678	1001	0
115	1001	0
633	1001	0
413	829	0.00
317	829	0.00
575	829	0.00
402	1001	0
308	1001	0
378	1001	0
539	829	0.00
700	1001	0
442	1001	0
410	1001	0
123	953	0.06
47	788	0.06
324	1001	0
328	1001	0
194	1001	0
929	1001	0
144	336	0.06
111	674	0.06
468	1001	0
95	729	0.06
32	312	0.06
26	722	0.06
27	857	0.06
133	1001	0
177	1001	0
858	1001	0
518	1001	0
32	307	0.06
32	306	0.06
667	1001	0
255	829	0.00
813	829	0.00
581	829	0.00
528	829	0.00
60	1001	0
124	366	0.06
708	829	0.00
776	829	0.00
149	367	0.06
111	654	0.06
464	1001	0
536	829	0.00
152	1001	0
1	1001	0
84	914	0.06
109	263	0.06
127	360	0.06
165	356	0.06
36	183	0.06
109	298	0.06
28	278	0.06
576	1001	0
106	179	0.06
118	388	0.06
705	829	0.00
450	829	0.00
373	1001	0
221	1001	0
866	997	0.06
110	940	0.06
52	226	0.06
586	829	0.00
152	778	0.06
36	176	0.06
152	779	0.06
643	829	0.00
280	1001	0
116	528	0.06
144	665	0.06
250	1001	0
88	1001	0
152	780	0.06
59	457	0.06
42	493	0.06
501	829	0.00
334	829	0.00
28	296	0.06
28	297	0.06
28	298	0.06
28	299	0.06
145	752	0.06
866	1001	0
145	751	0.06
145	754	0.06
145	753	0.06
28	295	0.06
116	539	0.06
174	829	0.00
149	332	0.06
57	1001	0
980	997	0.06
343	829	0.00
42	489	0.06
515	1001	0
974	997	0.06
916	1001	0
793	1001	0
261	1001	0
832	1001	0
13	602	0.06
15	560	0.06
116	543	0.06
937	997	0.06
975	997	0.06
971	1001	0
483	829	0.00
623	1001	0
37	711	0.06
569	829	0.00
146	389	0.06
99	346	0.06
734	829	0.00
499	829	0.00
19	1001	0
149	318	0.06
531	1001	0
86	1001	0
423	829	0.00
826	1001	0
295	1001	0
47	718	0.06
434	829	0.00
227	1001	0
487	1001	0
78	1001	0
98	928	0.06
833	1001	0
48	456	0.06
818	1001	0
59	418	0.06
59	419	0.06
495	1001	0
611	829	0.00
853	997	0.06
128	708	0.06
639	829	0.00
570	829	0.00
790	829	0.00
469	1001	0
465	829	0.00
6	194	0.06
112	823	0.06
6	193	0.06
6	196	0.06
6	195	0.06
184	829	0.00
6	192	0.06
6	191	0.06
21	1001	0
143	436	0.06
956	997	0.06
451	1001	0
59	420	0.06
145	721	0.06
625	1001	0
620	1001	0
72	491	0.06
414	829	0.00
139	467	0.06
154	541	0.06
719	1001	0
831	997	0.06
139	474	0.06
922	997	0.06
188	1001	0
642	1001	0
222	1001	0
70	638	0.06
31	1001	0
106	205	0.06
400	1001	0
74	647	0.06
507	829	0.00
785	829	0.00
405	829	0.00
685	1001	0
448	1001	0
136	522	0.06
72	472	0.06
72	471	0.06
71	170	0.06
72	470	0.06
72	469	0.06
72	468	0.06
334	1001	0
76	906	0.06
0	503	0
0	502	0
90	920	0.06
751	829	0.00
0	501	0
0	500	0
139	477	0.06
594	1001	0
947	997	0.06
45	608	0.06
85	459	0.06
348	1001	0
57	799	0.06
5	835	0.06
131	800	0.06
64	423	0.06
775	1001	0
628	829	0.00
0	510	0
0	511	0
0	512	0
408	1001	0
0	513	0
77	753	0.06
0	514	0
0	505	0
0	504	0
520	829	0.00
0	507	0
0	506	0
0	509	0
0	508	0
119	645	0.06
119	646	0.06
119	647	0.06
119	648	0.06
119	649	0.06
164	823	0.06
4	834	0.06
64	437	0.06
64	436	0.06
295	829	0.00
64	439	0.06
538	1001	0
64	438	0.06
222	829	0.00
64	435	0.06
779	1001	0
5	824	0.06
64	434	0.06
0	520	0
0	521	0
77	761	0.06
0	524	0
850	1001	0
0	525	0
25	652	0.06
0	522	0
122	952	0.06
244	1001	0
0	523	0
615	829	0.00
89	246	0.06
3	516	0.06
0	518	0
256	1001	0
915	1001	0
0	517	0
187	1001	0
0	516	0
0	515	0
