338	8.84	7.58	19.89	8.84	14.47	19.89	14.47	7.58	14.47	10.61	10.61	7.58	14.47	14.47	7.58	8.84	8.84	14.47	8.84	19.89	7.58	14.47	8.84	10.61	7.58	19.89	10.61	10.61	8.84	8.84	8.84	8.84	14.47	14.47	10.61
339	8.86	7.59	19.93	8.86	14.50	19.93	14.50	7.59	14.50	10.63	10.63	7.59	14.50	14.50	7.59	8.86	8.86	14.50	8.86	19.93	7.59	14.50	8.86	10.63	7.59	19.93	10.63	10.63	8.86	8.86	8.86	8.86	14.50	14.50	10.63
941	9.02	7.73	20.29	9.02	14.75	20.29	14.75	7.73	14.75	10.82	10.82	7.73	14.75	14.75	7.73	9.02	9.02	14.75	9.02	20.29	7.73	14.75	9.02	10.82	7.73	20.29	10.82	10.82	9.02	9.02	9.02	9.02	14.75	14.75	10.82
942	8.91	7.64	20.04	8.91	14.58	20.04	14.58	7.64	14.58	10.69	10.69	7.64	14.58	14.58	7.64	8.91	8.91	14.58	8.91	20.04	7.64	14.58	8.91	10.69	7.64	20.04	10.69	10.69	8.91	8.91	8.91	8.91	14.58	14.58	10.69
940	8.98	7.69	20.19	8.98	14.69	20.19	14.69	7.69	14.69	10.77	10.77	7.69	14.69	14.69	7.69	8.98	8.98	14.69	8.98	20.19	7.69	14.69	8.98	10.77	7.69	20.19	10.77	10.77	8.98	8.98	8.98	8.98	14.69	14.69	10.77
945	8.95	7.67	20.14	8.95	14.65	20.14	14.65	7.67	14.65	10.74	10.74	7.67	14.65	14.65	7.67	8.95	8.95	14.65	8.95	20.14	7.67	14.65	8.95	10.74	7.67	20.14	10.74	10.74	8.95	8.95	8.95	8.95	14.65	14.65	10.74
332	8.73	7.49	19.65	8.73	14.29	19.65	14.29	7.49	14.29	10.48	10.48	7.49	14.29	14.29	7.49	8.73	8.73	14.29	8.73	19.65	7.49	14.29	8.73	10.48	7.49	19.65	10.48	10.48	8.73	8.73	8.73	8.73	14.29	14.29	10.48
946	9.00	7.71	20.25	9.00	14.73	20.25	14.73	7.71	14.73	10.80	10.80	7.71	14.73	14.73	7.71	9.00	9.00	14.73	9.00	20.25	7.71	14.73	9.00	10.80	7.71	20.25	10.80	10.80	9.00	9.00	9.00	9.00	14.73	14.73	10.80
333	8.75	7.50	19.69	8.75	14.32	19.69	14.32	7.50	14.32	10.50	10.50	7.50	14.32	14.32	7.50	8.75	8.75	14.32	8.75	19.69	7.50	14.32	8.75	10.50	7.50	19.69	10.50	10.50	8.75	8.75	8.75	8.75	14.32	14.32	10.50
943	9.08	7.78	20.42	9.08	14.85	20.42	14.85	7.78	14.85	10.89	10.89	7.78	14.85	14.85	7.78	9.08	9.08	14.85	9.08	20.42	7.78	14.85	9.08	10.89	7.78	20.42	10.89	10.89	9.08	9.08	9.08	9.08	14.85	14.85	10.89
330	8.80	7.54	19.80	8.80	14.40	19.80	14.40	7.54	14.40	10.56	10.56	7.54	14.40	14.40	7.54	8.80	8.80	14.40	8.80	19.80	7.54	14.40	8.80	10.56	7.54	19.80	10.56	10.56	8.80	8.80	8.80	8.80	14.40	14.40	10.56
944	8.85	7.59	19.91	8.85	14.48	19.91	14.48	7.59	14.48	10.62	10.62	7.59	14.48	14.48	7.59	8.85	8.85	14.48	8.85	19.91	7.59	14.48	8.85	10.62	7.59	19.91	10.62	10.62	8.85	8.85	8.85	8.85	14.48	14.48	10.62
331	8.76	7.51	19.71	8.76	14.33	19.71	14.33	7.51	14.33	10.51	10.51	7.51	14.33	14.33	7.51	8.76	8.76	14.33	8.76	19.71	7.51	14.33	8.76	10.51	7.51	19.71	10.51	10.51	8.76	8.76	8.76	8.76	14.33	14.33	10.51
