1	13.41
2	13.18
3	13.42
4	13.69
5	13.92
6	13.52
7	13.23
8	13.17
9	13.65
10	13.78
11	13.19
12	13.63
13	13.71
14	13.37
15	13.68
16	13.46
17	13.48
18	13.49
19	13.52
20	13.76
21	13.78
22	13.55
23	13.92
24	13.48
25	13.81
26	13.83
27	13.37
28	13.41
29	13.44
30	14.03
31	13.31
32	13.60
33	13.46
34	13.76
35	13.67
36	13.73
37	13.53
38	13.25
39	13.88
40	13.64
41	13.22
42	14.08
43	13.57
44	13.42
45	13.49
46	13.48
47	13.95
48	13.69
49	13.81
50	13.14
51	13.08
52	13.73
53	13.69
54	13.58
55	13.47
56	14.12
57	13.18
58	13.46
59	13.59
60	13.76
61	13.64
62	13.45
63	13.14
64	13.75
65	13.52
66	13.68
67	13.61
68	13.17
69	14.16
70	13.85
71	13.61
72	13.84
73	13.92
74	13.76
75	13.50
76	13.64
77	13.62
78	13.84
79	13.80
80	13.05
81	13.14
82	13.76
83	13.83
84	13.18
85	13.55
86	13.81
87	13.27
88	13.22
89	13.79
90	13.71
91	13.37
92	13.75
93	13.56
94	13.29
95	13.66
96	13.56
97	13.49
98	13.81
99	13.36
100	13.46
101	13.69
102	13.68
103	13.72
104	13.74
105	13.50
106	13.87
107	13.70
108	13.48
109	13.56
110	14.23
111	13.63
112	13.95
113	13.74
114	13.36
115	13.31
116	13.76
117	13.82
118	13.38
119	13.30
120	13.51
121	13.53
122	13.20
123	13.34
124	13.31
125	13.65
126	13.48
127	13.61
128	13.75
129	13.16
130	13.47
131	13.51
132	13.49
133	13.68
134	13.52
135	13.80
136	13.33
137	13.46
138	13.59
139	13.50
140	13.53
141	13.58
142	13.46
143	13.18
144	13.35
145	14.00
146	13.78
147	13.52
148	13.86
149	13.43
150	13.48
151	14.22
152	13.64
153	13.83
154	13.97
155	13.45
156	13.46
157	13.55
158	13.09
159	13.82
160	13.59
161	13.59
162	13.42
163	13.73
164	13.44
165	13.62
166	13.27
167	10.60
168	10.54
169	10.68
170	10.57
171	10.61
172	10.45
173	10.75
174	10.76
175	10.62
176	10.55
177	10.51
178	10.60
179	10.45
180	10.64
181	10.70
182	10.77
183	10.74
184	10.52
185	10.70
186	10.47
187	10.56
188	10.72
189	10.75
190	10.61
191	10.38
192	10.61
193	10.49
194	10.52
195	10.64
196	10.56
197	10.67
198	10.53
199	10.43
200	10.59
201	10.72
202	10.55
203	10.74
204	10.55
205	10.78
206	10.57
207	10.64
208	10.62
209	10.64
210	10.46
211	10.55
212	10.73
213	10.37
214	10.71
215	10.66
216	10.81
217	10.60
218	10.66
219	10.54
220	10.62
221	10.65
222	10.85
223	10.53
224	10.60
225	10.68
226	10.60
227	10.38
228	10.52
229	10.56
230	10.42
231	10.48
232	10.49
233	10.47
234	10.68
235	10.69
236	10.52
237	10.90
238	10.63
239	10.52
240	10.58
241	10.51
242	10.56
243	10.62
244	10.42
245	10.58
246	10.62
247	10.78
248	10.62
249	10.62
250	10.64
251	10.59
252	10.56
253	10.49
254	10.77
255	10.69
256	10.73
257	10.61
258	10.69
259	10.63
260	10.69
261	10.62
262	10.48
263	10.42
264	10.70
265	10.61
266	10.59
267	10.64
268	10.50
269	10.56
270	10.62
271	10.71
272	10.51
273	10.44
274	10.59
275	10.53
276	10.45
277	10.41
278	10.67
279	10.51
280	10.51
281	10.75
282	10.74
283	10.53
284	10.60
285	10.62
286	10.42
287	10.69
288	10.54
289	10.62
290	10.64
291	10.43
292	10.70
293	10.53
294	10.62
295	10.59
296	10.66
297	10.51
298	10.41
299	10.46
300	10.60
301	10.54
302	10.54
303	10.59
304	10.64
305	10.47
306	10.70
307	10.55
308	10.47
309	10.76
310	10.50
311	10.64
312	10.64
313	10.36
314	10.59
315	10.76
316	10.76
317	10.64
318	10.49
319	10.36
320	10.59
321	10.72
322	10.57
323	10.44
324	10.59
325	10.59
326	10.56
327	10.75
328	10.72
329	10.48
330	10.56
331	10.51
332	10.48
333	10.50
334	10.55
335	10.46
336	10.67
337	10.57
338	10.61
339	10.63
340	10.55
341	10.66
342	10.44
343	10.62
344	10.72
345	10.82
346	10.53
347	10.71
348	10.47
349	10.64
350	10.60
351	10.43
352	10.61
353	10.57
354	10.61
355	10.58
356	10.55
357	10.50
358	10.55
359	10.50
360	10.47
361	10.57
362	10.54
363	10.51
364	10.41
365	10.43
366	10.51
367	10.78
368	10.58
369	10.62
370	10.46
371	10.58
372	10.66
373	10.55
374	10.53
375	10.67
376	10.48
377	10.63
378	10.78
379	10.51
380	10.53
381	10.50
382	10.43
383	10.44
384	10.62
385	10.60
386	10.54
387	10.52
388	10.77
389	10.73
390	10.51
391	10.60
392	10.54
393	10.38
394	10.76
395	10.62
396	10.52
397	10.48
398	10.62
399	10.61
400	10.66
401	10.50
402	10.66
403	10.66
404	10.66
405	10.40
406	10.59
407	10.56
408	10.45
409	10.60
410	10.80
411	10.67
412	10.58
413	10.59
414	10.70
415	10.55
416	10.71
417	10.64
418	10.41
419	10.58
420	10.48
421	10.64
422	10.52
423	10.53
424	10.72
425	10.64
426	10.63
427	10.74
428	10.70
429	10.72
430	10.48
431	10.73
432	10.68
433	10.36
434	10.50
435	10.52
436	10.43
437	10.54
438	10.60
439	10.54
440	10.68
441	10.74
442	10.68
443	10.60
444	10.73
445	10.68
446	10.59
