22	1.39	2.61	1.39	1.39	1.90
23	3.03	5.68	3.03	3.03	4.13
24	3.86	7.24	3.86	3.86	5.26
25	0.45	0.84	0.45	0.45	0.61
26	0.00	0.00	0.00	0.00	0.00
10	10.49	19.67	10.49	10.49	14.30
11	10.51	19.71	10.51	10.51	14.33
12	10.51	19.71	10.51	10.51	14.33
13	10.62	19.91	10.62	10.62	14.48
14	10.37	19.44	10.37	10.37	14.14
15	0.72	1.35	0.72	0.72	0.98
16	1.42	2.66	1.42	1.42	1.94
17	10.39	19.48	10.39	10.39	14.17
18	10.64	19.95	10.64	10.64	14.51
19	10.83	20.31	10.83	10.83	14.77
0	0.00	0.00	0.00	0.00	0.00
1	13.39	25.11	13.39	13.39	18.26
2	13.83	25.93	13.83	13.83	18.86
3	13.36	25.05	13.36	13.36	18.22
4	13.60	25.50	13.60	13.60	18.55
5	13.78	25.84	13.78	13.78	18.79
6	10.59	19.86	10.59	10.59	14.44
7	10.59	19.86	10.59	10.59	14.44
8	10.88	20.40	10.88	10.88	14.84
9	10.81	20.27	10.81	10.81	14.74
20	10.93	20.49	10.93	10.93	14.90
21	10.76	20.18	10.76	10.76	14.67
