0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	11.18	18.29	9.58	13.41	18.29	25.14	25.14	11.18	9.58	25.14	11.18	11.18	25.14	9.58	25.14	25.14	18.29	18.29	13.41	13.41
2	10.98	17.97	9.41	13.18	17.97	24.71	24.71	10.98	9.41	24.71	10.98	10.98	24.71	9.41	24.71	24.71	17.97	17.97	13.18	13.18
3	11.18	18.30	9.59	13.42	18.30	25.16	25.16	11.18	9.59	25.16	11.18	11.18	25.16	9.59	25.16	25.16	18.30	18.30	13.42	13.42
4	11.41	18.67	9.78	13.69	18.67	25.67	25.67	11.41	9.78	25.67	11.41	11.41	25.67	9.78	25.67	25.67	18.67	18.67	13.69	13.69
5	11.60	18.98	9.94	13.92	18.98	26.10	26.10	11.60	9.94	26.10	11.60	11.60	26.10	9.94	26.10	26.10	18.98	18.98	13.92	13.92
6	11.27	18.44	9.66	13.52	18.44	25.35	25.35	11.27	9.66	25.35	11.27	11.27	25.35	9.66	25.35	25.35	18.44	18.44	13.52	13.52
7	11.03	18.04	9.45	13.23	18.04	24.81	24.81	11.03	9.45	24.81	11.03	11.03	24.81	9.45	24.81	24.81	18.04	18.04	13.23	13.23
8	10.98	17.96	9.41	13.17	17.96	24.69	24.69	10.98	9.41	24.69	10.98	10.98	24.69	9.41	24.69	24.69	17.96	17.96	13.17	13.17
800	8.73	14.29	7.49	10.48	14.29	19.65	19.65	8.73	7.49	19.65	8.73	8.73	19.65	7.49	19.65	19.65	14.29	14.29	10.48	10.48
9	11.38	18.61	9.75	13.65	18.61	25.59	25.59	11.38	9.75	25.59	11.38	11.38	25.59	9.75	25.59	25.59	18.61	18.61	13.65	13.65
801	8.69	14.22	7.45	10.43	14.22	19.56	19.56	8.69	7.45	19.56	8.69	8.69	19.56	7.45	19.56	19.56	14.22	14.22	10.43	10.43
802	8.83	14.45	7.57	10.60	14.45	19.88	19.88	8.83	7.57	19.88	8.83	8.83	19.88	7.57	19.88	19.88	14.45	14.45	10.60	10.60
803	8.95	14.65	7.67	10.74	14.65	20.14	20.14	8.95	7.67	20.14	8.95	8.95	20.14	7.67	20.14	20.14	14.65	14.65	10.74	10.74
804	8.94	14.63	7.66	10.73	14.63	20.12	20.12	8.94	7.66	20.12	8.94	8.94	20.12	7.66	20.12	20.12	14.63	14.63	10.73	10.73
805	8.73	14.29	7.49	10.48	14.29	19.65	19.65	8.73	7.49	19.65	8.73	8.73	19.65	7.49	19.65	19.65	14.29	14.29	10.48	10.48
806	8.88	14.54	7.61	10.66	14.54	19.99	19.99	8.88	7.61	19.99	8.88	8.88	19.99	7.61	19.99	19.99	14.54	14.54	10.66	10.66
807	8.96	14.66	7.68	10.75	14.66	20.16	20.16	8.96	7.68	20.16	8.96	8.96	20.16	7.68	20.16	20.16	14.66	14.66	10.75	10.75
808	8.73	14.29	7.49	10.48	14.29	19.65	19.65	8.73	7.49	19.65	8.73	8.73	19.65	7.49	19.65	19.65	14.29	14.29	10.48	10.48
809	8.68	14.21	7.44	10.42	14.21	19.54	19.54	8.68	7.44	19.54	8.68	8.68	19.54	7.44	19.54	19.54	14.21	14.21	10.42	10.42
1000	2.10	3.44	1.80	2.52	3.44	4.73	4.73	2.10	1.80	4.73	2.10	2.10	4.73	1.80	4.73	4.73	3.44	3.44	2.52	2.52
810	8.92	14.59	7.64	10.70	14.59	20.06	20.06	8.92	7.64	20.06	8.92	8.92	20.06	7.64	20.06	20.06	14.59	14.59	10.70	10.70
811	8.93	14.60	7.65	10.71	14.60	20.08	20.08	8.93	7.65	20.08	8.93	8.93	20.08	7.65	20.08	20.08	14.60	14.60	10.71	10.71
812	8.81	14.41	7.55	10.57	14.41	19.82	19.82	8.81	7.55	19.82	8.81	8.81	19.82	7.55	19.82	19.82	14.41	14.41	10.57	10.57
813	8.85	14.48	7.59	10.62	14.48	19.91	19.91	8.85	7.59	19.91	8.85	8.85	19.91	7.59	19.91	19.91	14.48	14.48	10.62	10.62
814	8.96	14.66	7.68	10.75	14.66	20.16	20.16	8.96	7.68	20.16	8.96	8.96	20.16	7.68	20.16	20.16	14.66	14.66	10.75	10.75
815	8.83	14.45	7.57	10.60	14.45	19.88	19.88	8.83	7.57	19.88	8.83	8.83	19.88	7.57	19.88	19.88	14.45	14.45	10.60	10.60
816	8.77	14.36	7.52	10.53	14.36	19.74	19.74	8.77	7.52	19.74	8.77	8.77	19.74	7.52	19.74	19.74	14.36	14.36	10.53	10.53
817	8.77	14.36	7.52	10.53	14.36	19.74	19.74	8.77	7.52	19.74	8.77	8.77	19.74	7.52	19.74	19.74	14.36	14.36	10.53	10.53
818	8.79	14.39	7.54	10.55	14.39	19.78	19.78	8.79	7.54	19.78	8.79	8.79	19.78	7.54	19.78	19.78	14.39	14.39	10.55	10.55
819	8.64	14.14	7.41	10.37	14.14	19.44	19.44	8.64	7.41	19.44	8.64	8.64	19.44	7.41	19.44	19.44	14.14	14.14	10.37	10.37
820	8.89	14.55	7.62	10.67	14.55	20.01	20.01	8.89	7.62	20.01	8.89	8.89	20.01	7.62	20.01	20.01	14.55	14.55	10.67	10.67
821	8.86	14.50	7.59	10.63	14.50	19.93	19.93	8.86	7.59	19.93	8.86	8.86	19.93	7.59	19.93	19.93	14.50	14.50	10.63	10.63
1001	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
822	8.77	14.36	7.52	10.53	14.36	19.74	19.74	8.77	7.52	19.74	8.77	8.77	19.74	7.52	19.74	19.74	14.36	14.36	10.53	10.53
