tcount: 	 cost:
1	3073037.177385695
2	3072661.0418187724
3	3072627.5665126187
4	3072627.0182021568
5	3072421.3547413875
6	3072210.7711038487
7	3072079.9379473873
8	3071945.9173550797
9	3071913.7729116953
10	3071879.85458308
11	3071873.884830003
12	3071673.3600050802
13	3071542.9445940033
14	3071434.931759542
15	3071402.5641890806
16	3071370.529154773
17	3071364.940203234
18	3071364.410205696
19	3071363.8805672345
20	3071115.127730773
21	3071109.53140108
22	3071103.9350713873
23	3071098.323985387
24	3071092.6981430794
25	3071092.1548596947
26	3070860.9401796944
27	3070614.4591873866
28	3070269.3590847715
29	3070163.229179079
30	3070129.200364156
31	3070123.877026156
32	3070118.3987469254
33	3070112.909400464
34	3070107.3831632333
35	3069975.7163095414
36	3069970.160559695
37	3069964.5199610796
38	3069958.87198431
39	3069953.1539150793
40	3069952.5973458486
41	3069814.0159315406
42	3069807.9145472334
43	3069605.859431541
44	3069399.3210572335
45	3069365.5124967718
46	3069360.1079990794
47	3069354.6370980027
48	3069348.5736175408
49	3069097.686671079
50	3068890.0552832326
51	3068884.5106006176
52	3068878.9659180027
53	3068878.424070926
54	3068428.4465086185
55	3068296.0968978493
56	3068161.1092056953
57	3068024.7366683106
58	3067887.5515583106
59	3067773.2727013873
60	3067706.432216311
61	3067700.961315234
62	3067695.460901542
63	3067694.921208927
64	3067457.744184004
65	3067082.421530312
66	3066952.269337389
67	3066820.326012928
68	3066704.7445726204
69	3066586.2134473897
70	3066552.1846324666
71	3066541.3461244665
72	3066540.8193586203
73	3066425.361365543
74	3066309.4280289277
75	3066303.9534387738
76	3066292.9009643127
77	3066287.3267690823
78	3066281.7488847747
79	3066276.115664313
80	3066270.46030939
81	3066259.083196159
82	3066253.368816005
83	3066247.639679543
84	3066241.9105430814
85	3066235.5982956965
86	3066229.732663389
87	3064309.467196158
88	3064173.666931389
89	3064042.295879543
90	3063799.04813585
91	3063545.202935081
92	3063410.3697701576
93	3063276.7669232343
94	3063243.070285388
95	3063231.7411301574
96	3063226.1780021577
97	3063220.673899389
98	3063215.3210487734
99	3063214.222632465
100	3063181.743857542
101	3063176.140149696
102	3063170.5659544654
103	3062961.7315970804
104	3062758.145831542
105	3062562.869769696
106	3062426.508691388
107	3062192.643020311
108	3062076.7096836953
109	3061967.1584386183
110	3061932.6858830797
111	3061865.2918892335
112	3061859.6254670797
113	3061854.1767004644
114	3061853.6111543104
115	3056956.5835310793
116	3056878.740318925
117	3054435.989175694
118	3050648.327976925
119	3050580.380115233
120	3050579.822468771
121	3047853.6996115404
122	3042330.199976771
123	3038327.672406002
124	3032091.8401532327
125	3025832.5007483093
126	3018831.378825694
127	3018715.368423694
128	3017961.841140001
129	3017834.8704904625
130	3006444.754186155
131	3006305.75345677
132	3006177.546922616
