tcount: 	 cost:
1	2261979.7850508736
2	2261379.320321787
3	2260992.7842881293
4	2260729.442171393
5	2260544.642171393
6	2260286.8722825474
7	2260168.923214935
8	2260053.098037003
9	2259938.8426399333
10	2259716.980278061
11	2259606.931878061
12	2259497.715078061
13	2259389.0526780607
14	2259280.667478061
15	2259172.414150031
16	2259064.7681500306
17	2258957.3993500303
18	2258653.4033500305
19	2258537.362669159
20	2258420.737176531
21	2258309.1596323675
22	2258197.6328323674
23	2258086.9376323675
24	2257976.5196323674
25	2257755.7760323673
26	2257646.476183763
27	2257537.6289837626
28	2257429.4285837626
29	2257323.1685837624
30	2257218.5717837624
31	2257118.3177837627
32	2257069.0685837627
33	2257019.819383763
34	2256970.662583763
35	2256921.690583763
36	2256872.810983763
37	2256824.116183763
38	2256727.096183763
39	2256678.678583763
40	2256630.3533837628
41	2256582.0281837624
42	2256533.9801837625
43	2256373.0003616763
44	2256261.935561676
45	2256214.072361676
46	2256166.209161676
47	2256118.438361676
48	2256070.852361676
49	2255975.6803616756
50	2255560.6043753056
51	2255364.9011753057
52	2255316.021575306
53	2255267.419175306
54	2255172.3395753065
55	2255124.845975307
56	2255077.5371753066
57	2255030.4131753067
58	2254916.8041414637
59	2254868.663741464
60	2254707.7953414638
61	2254597.3773414637
62	2254487.698541464
63	2254439.558141464
64	2254344.570941464
65	2254297.539341464
66	2254250.784941464
67	2254204.030541464
68	2254157.645741464
69	2254067.1861414644
70	2254046.5809414648
71	2254025.975741465
72	2254005.555341465
73	2253964.9917414645
74	2253944.7561414647
75	2253924.6129414644
76	2253904.469741464
77	2253864.3681414644
78	2253844.409741464
79	2253824.4513414637
80	2253804.492941464
81	2253784.534541464
82	2253764.668541464
83	2253725.398541464
84	2253705.809741464
85	2253686.220941464
86	2253666.8169414643
87	2253647.4129414647
88	2253609.2517414642
89	2247020.7114069276
90	2246820.5730069275
91	2246708.8614069275
92	2246596.9650069275
93	2246488.0653156713
94	2246274.251715671
95	2246224.355715671
96	2246175.106515671
97	2246077.2549156714
98	2246028.5601156713
99	2245980.234915671
100	2245960.553715671
101	2243671.713315671
102	2241496.39719786
103	2241110.07279786
104	2237878.332573531
105	2236788.012573531
106	2236281.0137735307
107	2236232.7809735304
108	2224481.131138578
109	2224079.047462398
110	2223684.876134684
111	2223413.314203316
112	2222880.1033301963
113	2222618.546788444
114	2222359.2683790233
115	2222104.3000283884
116	2221790.2829484995
117	2221666.609868611
118	2221544.476157828
119	2221424.035767619
120	2221304.7324220836
121	2221186.2008553892
122	2221070.037071578
123	2220839.279284819
124	2220724.8083848096
125	2220610.676090679
126	2220496.605348018
127	2220383.0578656443
128	2220269.5138606746
129	2220043.638535649
130	2219930.9105356494
131	2219818.1825356493
132	2219705.4660709114
133	2219480.5451576426
134	2219368.2288502525
135	2219256.5172502524
136	2219033.4584761034
137	2213681.5892426507
138	2213570.1548426505
139	2213458.8128426503
140	2213237.0469405456
141	2213126.4441405456
142	2213016.6729405457
143	2212797.5001405454
144	2212688.0061405455
145	2212579.0665405453
146	2212470.2193405456
147	2212253.277551709
148	2212145.3060658122
149	2212037.382865812
150	2211822.0908658123
151	2211716.1080658124
152	2211515.700344514
153	2211436.11893641
154	2211356.599079776
155	2211200.730359127
156	2205570.5736323227
157	2205413.8428999167
158	2205336.6935756146
159	2205260.19076013
160	2205120.700117274
161	2205061.3793172743
162	2204948.9285172746
163	2204893.7657172745
164	2197895.271506928
165	2197844.2667069277
166	2197743.5507069277
167	2197693.562306928
168	2197593.862706928
169	2197544.613506928
170	2197447.3163069277
171	2197398.806306928
172	2197301.971106928
173	2197253.5535069276
174	2197156.995506928
175	2197108.855106928
176	2197012.666706928
177	2196964.803506928
178	2196869.077106928
179	2196821.398706928
180	2196726.4115069285
181	2196632.0711069284
182	2196585.039506928
183	2196491.253506928
184	2196444.961106928
185	2196352.838306928
186	2196307.6547069284
187	2196236.7990651852
188	2196202.140783275
189	2196133.025583275
190	2188640.5769598368
191	2188606.296559837
192	2188538.065938215
193	2188504.115571001
194	2188436.3379395125
195	2188368.775810964
196	2188335.142210964
197	2188268.041791233
198	2188234.592991233
199	2180695.4796015634
200	2180628.7668015636
201	2180595.585900516
202	2180529.655104299
203	2180464.226312069
204	2180431.516712069
205	2180366.282312069
206	2180301.521139366
207	2180269.140553015
208	2177751.4253530153
209	2177686.745353015
210	2177654.590153015
211	2177590.2797530154
212	2177526.1033920697
213	2177462.2549920697
214	2177430.3769920697
215	2177366.703217475
216	2169823.064702855
217	2169791.279102855
218	2169727.892702855
219	2169664.6192312
220	2169601.7872312
221	2169570.4636311997
222	2169507.867516893
223	2169445.4253540556
224	2165637.6531591937
225	2165575.734402234
226	2165544.8728022343
227	2165483.1496022344
228	2165421.527991256
229	2165360.091034687
230	2165298.737434687
231	2165237.5268836073
232	2162478.278083607
233	2162417.5183387953
234	2162357.365938795
235	2162297.6755387946
236	2162238.2508538803
237	2162178.9300538804
238	2162119.8864538805
239	2162060.954326315
240	2160608.1991139837
241	2160549.7596893567
242	2160491.566470608
243	2160434.050754799
244	2160376.9475547993
245	2160320.3987547993
246	2160264.127154799
247	2160208.366456626
248	2158724.7825311003
249	2158669.8969311
250	2158615.3809311003
251	2158562.4357311004
252	2158520.4861311004
253	2158479.8301311005
254	2158440.0981311
255	2158400.6433311002
256	2158361.5581311
257	2158323.3045311007
258	2158293.0897311005
259	2158248.7377311005
260	2158219.6317311004
261	2156777.8221311
262	2156748.9933311003
263	2156720.5341311004
264	2156692.0749311005
265	2156663.8005311
266	2156621.3889311003
267	2156593.1145311003
268	2155138.1841311003
269	2155110.0945311007
270	2155082.1897311
271	2155040.8869311004
272	2155013.5365311005
273	2154986.3709311
274	2154959.2053311
275	2153421.787438621
276	2153394.6218386204
277	2153367.6410386204
278	2153327.1698386203
279	2153300.3738386203
280	2153273.76263862
281	2153234.40023862
282	2151772.9094386203
283	2151734.4710386205
284	2151709.061038621
285	2151683.8358386206
286	2151646.5062386207
287	2151622.2050386206
288	2151598.273438621
289	2148731.0090386206
290	2148712.621438621
291	2148694.880638621
292	2148683.238238621
293	2148665.7746386207
294	2148654.224638621
