tcount: 	 cost:
1	96602.99801144381
2	96560.91766373786
3	96519.27383416164
4	96346.29020767975
5	96093.87116482672
6	95845.6992974254
7	95619.87320508645
8	95398.01357808679
9	95198.00824324072
11	94902.27728115371
12	94703.92893855598
13	94506.59196057492
14	94309.93341422554
15	94113.87512584616
16	93918.00598879012
17	93722.40417671908
18	93527.40262261804
19	93332.81217516366
20	93138.90015934096
21	92945.39925016492
22	92752.4657949589
23	92559.64331741453
24	92372.97834778334
25	92189.0537387015
26	92006.36371302333
27	91825.80605241044
28	91646.80605777142
29	91469.48662476453
30	91292.51570992712
32	91116.10322788452
33	90940.29608791694
34	90765.02655772794
35	90590.16129702108
36	90415.66537749991
37	90241.70706775732
38	89999.73264937865
39	89825.77433963606
40	89652.42137196846
41	89479.94255126517
42	89307.56426685829
43	89140.62177099881
44	88975.02241521177
45	88812.06568775662
46	88649.93886587012
47	88492.03802763984
48	88334.45386047442
49	88188.83307195464
50	88043.4834771769
51	87899.06446806078
52	87754.78105581569
53	87610.66604444162
54	87466.9906276806
55	87323.50220422613
56	87180.14937764268
57	87036.96495193022
58	86893.9161230888
59	86751.1712919894
60	86608.56205776102
61	86466.13981683918
62	86466.13981683918
