tcount: 	 cost:
1	129734.36532513394
2	129719.58132513394
3	129704.70492513395
4	129624.50172513395
5	129511.95852513394
6	129400.61652513394
7	129317.91852513394
8	129252.97269802223
9	129140.61429802224
10	128990.92629802224
11	128842.90149802224
12	128694.87669802224
13	128547.68349802223
14	128404.92549802223
15	128260.78149802223
16	128120.42589802224
17	127974.43389802224
18	127830.28989802224
19	127690.30389802225
20	127544.31189802225
21	127399.89069802225
22	127255.46949802226
23	127111.04829802226
24	126966.62709802226
25	126822.20589802226
26	126677.96949802227
27	126533.73309802228
28	126388.75749802229
29	126243.13509802228
30	126097.51269802227
31	125951.61309802228
32	125805.89829802228
33	125660.18349802228
34	125514.46869802228
35	125368.47669802228
36	125221.00629802227
37	125073.44349802226
38	124925.88069802224
39	124778.31789802223
40	124630.75509802221
41	124483.1922980222
42	124335.3522980222
43	124215.13989802221
44	124095.8514980222
45	123976.5630980222
46	123858.0138980222
47	123739.7418980222
48	123621.74709802221
49	123503.93709802222
50	123386.3118980222
51	123268.96389802221
52	123152.07789802221
53	123035.19189802221
54	122918.4906980222
55	122801.88189802218
56	122685.55029802221
57	122569.2186980222
58	122452.8870980222
59	122220.22389802219
60	122103.89229802221
61	121987.7454980222
62	121871.59869802221
63	121755.54429802219
64	121639.48989802218
65	121523.43549802218
66	121131.59884233389
67	121015.72924233388
68	120899.8596423339
69	120784.3596423339
70	120668.8596423339
71	120553.3596423339
72	120437.8596423339
73	120322.3596423339
74	120206.95204233391
75	120091.54444233394
76	119976.13684233393
77	119745.41404233391
78	119630.09884233391
79	119514.78364233393
80	119399.65324233391
81	119284.52284233391
82	119169.39244233392
83	119054.26204233391
84	118939.13164233392
85	118824.00124233392
86	118708.87084233393
87	118593.92524233392
88	118478.97964233391
89	118364.03404233391
90	118249.08844233393
91	118019.19724233392
92	117904.3440423339
93	117789.58324233392
94	117674.8224423339
95	117560.0616423339
96	117445.3008423339
97	117330.5400423339
98	117215.9640423339
99	117101.3880423339
100	116872.2360423339
101	116757.6600423339
102	116643.0840423339
103	116528.5080423339
104	116413.9320423339
105	116299.44844233389
106	116184.96484233388
107	116070.48124233389
108	115841.5140423339
109	115727.0304423339
110	115727.0304423339
