tcount: 	 cost:
1.0	103181.06308746879
2.0	103181.06308746879
3.0	103181.06308746879
4.0	103181.06308746879
5.0	103181.06308746879
6.0	103181.06308746879
7.0	103181.06308746879
8.0	103181.06308746879
9.0	103181.06308746879
10.0	103181.06308746879
11.0	103181.06308746879
12.0	103181.06308746879
13.0	103181.06308746879
14.0	103181.06308746879
15.0	103181.06308746879
16.0	103181.06308746879
17.0	103181.06308746879
18.0	103181.06308746879
19.0	103181.06308746879
20.0	103181.06308746879
21.0	103181.06308746879
22.0	103181.06308746879
23.0	103181.06308746879
24.0	103181.06308746879
25.0	103181.06308746879
26.0	103181.06308746879
27.0	103181.06308746879
28.0	103181.06308746879
29.0	103181.06308746879
30.0	103181.06308746879
31.0	103181.06308746879
32.0	103181.06308746879
33.0	103181.06308746879
34.0	103181.06308746879
35.0	103181.06308746879
36.0	103181.06308746879
37.0	103181.06308746879
38.0	103181.06308746879
39.0	103181.06308746879
40.0	103181.06308746879
41.0	103181.06308746879
42.0	103181.06308746879
43.0	103181.06308746879
44.0	103181.06308746879
45.0	103181.06308746879
46.0	103181.06308746879
47.0	103181.06308746879
48.0	103181.06308746879
49.0	103181.06308746879
50.0	103181.06308746879
51.0	103181.06308746879
52.0	103181.06308746879
53.0	103181.06308746879
54.0	103181.06308746879
55.0	103181.06308746879
56.0	103181.06308746879
57.0	103181.06308746879
58.0	103181.06308746879
59.0	103181.06308746879
60.0	103181.06308746879
61.0	103181.06308746879
62.0	103181.06308746879
63.0	103181.06308746879
64.0	103181.06308746879
65.0	103181.06308746879
66.0	103181.06308746879
67.0	103181.06308746879
68.0	103181.06308746879
69.0	103181.06308746879
70.0	103181.06308746879
71.0	103181.06308746879
72.0	103181.06308746879
73.0	103181.06308746879
74.0	103181.06308746879
75.0	103181.06308746879
76.0	103181.06308746879
77.0	103181.06308746879
78.0	103181.06308746879
79.0	103181.06308746879
80.0	103181.06308746879
81.0	103181.06308746879
82.0	103181.06308746879
83.0	103181.06308746879
84.0	103181.06308746879
85.0	103181.06308746879
86.0	103181.06308746879
87.0	103181.06308746879
88.0	103181.06308746879
89.0	103181.06308746879
90.0	103181.06308746879
91.0	103181.06308746879
92.0	103181.06308746879
93.0	103181.06308746879
94.0	103181.06308746879
95.0	103181.06308746879
96.0	103181.06308746879
97.0	103181.06308746879
98.0	103181.06308746879
99.0	103181.06308746879
100.0	103181.06308746879
101.0	103181.06308746879
102.0	103181.06308746879
103.0	103181.06308746879
104.0	103181.06308746879
105.0	103181.06308746879
106.0	103181.06308746879
107.0	103181.06308746879
108.0	103181.06308746879
109.0	103181.06308746879
110.0	103181.06308746879
111.0	103181.06308746879
112.0	103181.06308746879
113.0	103181.06308746879
114.0	103181.06308746879
115.0	103181.06308746879
116.0	103181.06308746879
117.0	103181.06308746879
118.0	103181.06308746879
119.0	103181.06308746879
120.0	103181.06308746879
121.0	103181.06308746879
122.0	103181.06308746879
123.0	103181.06308746879
124.0	103181.06308746879
125.0	103181.06308746879
126.0	103181.06308746879
127.0	103181.06308746879
128.0	103181.06308746879
129.0	103181.06308746879
130.0	103181.06308746879
131.0	103181.06308746879
132.0	103181.06308746879
133.0	103181.06308746879
134.0	103181.06308746879
135.0	103181.06308746879
136.0	103181.06308746879
137.0	103181.06308746879
138.0	103181.06308746879
139.0	103181.06308746879
140.0	103181.06308746879
141.0	103181.06308746879
142.0	103181.06308746879
143.0	103181.06308746879
144.0	103181.06308746879
145.0	103181.06308746879
146.0	103181.06308746879
147.0	103181.06308746879
148.0	103181.06308746879
149.0	103181.06308746879
150.0	103181.06308746879
151.0	103181.06308746879
152.0	103181.06308746879
153.0	103181.06308746879
154.0	103181.06308746879
155.0	103181.06308746879
156.0	103181.06308746879
157.0	103181.06308746879
158.0	103181.06308746879
159.0	103181.06308746879
160.0	103181.06308746879
161.0	103181.06308746879
162.0	103181.06308746879
163.0	103181.06308746879
164.0	103181.06308746879
165.0	103181.06308746879
166.0	103181.06308746879
167.0	103181.06308746879
168.0	103181.06308746879
169.0	103181.06308746879
170.0	103181.06308746879
171.0	103181.06308746879
172.0	103181.06308746879
173.0	103181.06308746879
174.0	103181.06308746879
175.0	103181.06308746879
176.0	103181.06308746879
177.0	103181.06308746879
178.0	103181.06308746879
179.0	103181.06308746879
180.0	103181.06308746879
181.0	103181.06308746879
182.0	103181.06308746879
183.0	103181.06308746879
184.0	103181.06308746879
185.0	103181.06308746879
186.0	103181.06308746879
187.0	103181.06308746879
188.0	103181.06308746879
189.0	103181.06308746879
190.0	103181.06308746879
