tcount: 	 cost:
1	2330930.3374247015
2	2330639.792899809
3	2330441.9762002234
4	2330288.0045607067
5	2330074.340017129
6	2329865.6674344023
7	2329665.7033748133
8	2329470.53717301
9	2329385.9622500627
10	2329296.673273257
11	2329221.785311751
12	2329144.762051954
13	2329067.433749544
14	2328989.902085392
15	2328912.1670594974
16	2328847.8681065417
17	2328644.3834921047
18	2328449.8547806726
19	2328299.8887172253
20	2328215.4333459046
21	2328130.10216995
22	2328066.492750002
23	2327989.367809334
24	2327908.5315168737
25	2327844.9651927385
26	2327642.75323685
27	2327485.5235237544
28	2327191.457490708
29	2326915.6364888013
30	2319310.5419121226
31	2313500.916385507
32	2307150.2719618934
33	2301538.2662406485
34	2295211.429200842
35	2294609.2444621357
36	2294313.7361920504
37	2294026.277213829
38	2293743.2788430224
39	2288139.2098977636
40	2287923.804911423
41	2287711.727898983
42	2287500.4015562986
43	2287289.749427557
44	2287083.2190382844
45	2286873.6331383632
46	2286668.6471844153
47	2286470.55628152
48	2286274.7173878923
49	2286078.813159421
50	2285888.310462811
51	2285501.1316947653
52	2285303.7175966618
53	2285106.873812633
54	2284908.8222241583
55	2284713.11906828
56	2284512.0143805407
57	2284312.6878113234
58	2284110.140430249
59	2283908.7336773244
60	2283705.3139169887
61	2283500.686352207
62	2283297.1994155752
63	2283090.42449079
64	2282790.8466460733
65	2282632.7050068807
66	2282474.005723769
67	2282313.7018297687
68	2282153.161214027
69	2281992.164635237
70	2281831.1680564466
71	2281668.9386293814
72	2281506.5233210097
73	2281341.945757831
74	2281274.0698523982
75	2278342.585515345
76	2274499.6889774147
77	2274432.7611798677
78	2274339.968984528
79	2274249.2203333336
80	2274158.9693602687
81	2274070.2642532187
82	2274003.9828928662
83	2273914.445076996
84	2273735.780931759
85	2273647.5304070264
86	2273561.864200381
87	2273496.0568939713
88	2273408.184495742
89	2273320.9390630815
90	2273234.818274119
91	2273155.4563542884
92	2273080.9751162673
93	2273015.340193109
94	2272936.0291137146
95	2272778.1187210223
96	2272699.3160459828
97	2272633.767314451
98	2272555.0154798464
99	2272476.4161665486
100	2272398.2235767352
101	2272320.132667793
102	2272254.9287027647
103	2272099.1536083636
104	2272021.5202633403
105	2271944.2936418015
106	2271870.9308933616
107	2271805.8993115854
108	2271728.774370917
109	2271651.9036324266
110	2271575.0837343717
111	2271423.935119602
112	2271359.1621127035
113	2271282.393055084
114	2271205.725678336
115	2271129.0583015876
116	2271052.4926057104
117	2270912.800658816
118	2270836.387484245
119	2270759.974309674
120	2270683.561135103
121	2270607.4021627097
122	2270531.3957116227
123	2270391.148892638
124	2270315.294962858
125	2270239.491873513
126	2270163.8413054748
127	2270088.343258743
128	2270025.121701112
129	2269874.278128955
130	2269798.881763094
131	2269723.841280282
132	2269650.0718083577
133	2269583.187106624
134	2261872.393828726
135	2256869.4687656625
136	2251658.0578355887
137	2246425.341930665
138	2238997.24937027
139	2237924.465340584
140	2230631.116789663
141	2229032.3376141964
142	2227047.7212188416
143	2225297.895109476
144	2223382.278339914
145	2219766.5513321836
146	2219575.3106089053
147	2211442.5137934037
148	2204260.1997052934
149	2203967.4081966938
150	2203393.999653587
151	2203177.0071361093
152	2202963.581695784
153	2202752.1358014736
154	2202334.1595178912
155	2202126.954914676
156	2201921.729857476
157	2201721.329836405
158	2201522.8756464478
159	2201207.926897208
160	2201053.3154019685
161	2200838.1828788803
162	2200676.2235335573
163	2200508.4637313923
164	2200428.8476093845
165	2200350.197455651
166	2200272.614951064
167	2200195.744212574
168	2200043.6296295295
169	2199976.9173110477
170	2199777.0876040515
171	2199612.189118695
172	2199390.182966454
173	2199316.362654094
174	2199251.50345557
175	2199187.161406801
176	2199059.2099380842
177	2195927.466946049
178	2191608.9092435935
179	2187268.6766149714
180	2177926.1854185555
181	2172410.3661946473
182	2171429.290012317
183	2171271.604336173
184	2171097.070375039
185	2171021.1656048233
186	2170959.1198811596
187	2170855.1725804633
188	2170829.1903763358
189	2164749.747835942
190	2163239.9902630523
191	2156548.8185392893
192	2150732.8936073915
193	2148354.5001576464
194	2145921.1367592416
195	2141529.285737755
196	2139244.008161603
197	2136439.5524376538
198	2131352.661822317
199	2128914.3869159324
200	2128710.5645541153
201	2128302.3934752163
202	2128089.9147120854
203	2128002.831926864
204	2127925.198581841
205	2127792.7651485754
206	2127731.871845358
207	2127674.801602301
208	2127573.1084021335
209	2127544.4556882926
210	2127519.5550320502
211	2120073.5861705896
212	2120056.477132839
213	2114719.439865193
214	2109793.2216337495
215	2108737.288024286
216	2108540.679129147
217	2108279.601359752
218	2108215.948843991
219	2108137.8710779445
220	2108015.239376161
221	2107970.898073482
222	2107889.24239603
223	2107866.1608383087
224	2107844.351914097
225	2107802.510235673
226	2103212.967309587
227	2097440.281020044
228	2094721.553195807
229	2090921.7419433945
230	2080441.4076812896
231	2070815.0385642261
232	2061548.7059484583
233	2054985.838183588
234	2054062.9844445847
235	2052066.7432918635
236	2050985.3400569325
237	2049880.2341248663
238	2047613.8253206173
239	2046445.153064416
240	2044039.6309758904
241	2042803.4275807606
242	2041494.8663156491
243	2038807.4114186543
244	2037388.137010015
245	2034430.1696949885
246	2032920.9974204877
247	2029854.2131777045
248	2028262.7709962383
249	2027965.7871291137
250	2024638.7041759738
251	2022940.5998573995
252	2019457.5531571102
253	2017679.721584536
254	2014086.091028158
255	2012241.8919036053
256	2008530.4373945592
257	2006659.3464827114
258	2002827.5684638447
259	2000866.4503986961
260	2000648.4250123976
261	1998460.7052151465
262	1998251.2388668514
263	1996050.3732764414
264	1994054.3045069717
265	1991840.8492164102
266	1991640.3820190425
267	1991233.8445635575
268	1991035.792975083
269	1988827.179533686
270	1988632.0133318827
271	1986358.7067662512
272	1984267.3531542984
273	1983950.9681950423
274	1981683.1672891912
275	1981529.5185604843
276	1977170.678748958
277	1974974.860886359
278	1970533.8804553063
279	1970442.789652203
280	1968103.2486484523
281	1968013.5815451432
282	1967833.414629704
283	1967744.7051629007
284	1965378.247316977
285	1962971.11273236
286	1962883.7380122605
287	1960417.735545202
288	1960331.9439124772
289	1957864.4384898122
290	1955474.04303164
291	1952998.3116447427
292	1950522.7813304383
293	1950438.700183642
294	1947935.6417133545
295	1945503.1416459077
296	1942963.4667446502
297	1942800.9052303254
298	1942720.8823848334
299	1942561.8761949588
300	1942404.513314716
301	1938680.359018604
302	1938524.2280411543
303	1938368.8438957296
304	1938291.4139124488
305	1938137.570754597
306	1937984.7444054557
307	1937908.8802631164
308	1937759.5137531676
309	1937613.9012712773
310	1937545.1203537723
311	1933722.3247494558
312	1933589.0960487758
313	1933522.6561223909
314	1933392.0256281726
315	1929425.0719341524
316	1929296.7822915425
317	1929232.9961251153
318	1929107.3521480071
319	1925035.3039504339
320	1924910.6675766024
321	1924848.4689413127
322	1924724.484798594
323	1924601.2302126477
324	1920322.9277438014
325	1920261.7953373322
326	1920139.7696276458
327	1920018.3484985568
328	1915731.6355305945
329	1915610.632378935
330	1915550.2937380346
331	1915430.0946627373
332	1915310.1252306898
333	1910838.8441363827
334	1910719.4721866539
335	1910600.4414593722
336	1910541.016135666
337	1910422.3060326031
338	1905713.773269782
339	1905595.347997248
340	1905477.0447100298
341	1905359.2602914383
342	1905242.1343559413
343	1900321.001867859
344	1900204.723380348
345	1900088.7225003329
346	1899973.2331868215
347	1899857.9520725575
348	1899800.5797643147
349	1897048.5413560064
350	1896934.5850627294
351	1896821.07868111
352	1896707.8439342566
353	1896595.6492792566
354	1894014.4254038688
355	1893847.733218388
356	1893737.0398582886
357	1893626.5856014409
358	1893516.5551415898
359	1890684.12247947
360	1890574.4890996506
361	1890465.5164398947
362	1890356.7638680611
363	1890248.561744182
364	1890141.1060756955
365	1887533.3623201242
366	1887426.267588096
367	1887267.9559893114
368	1887164.3987101961
369	1887062.5377974354
370	1881690.8843995188
371	1881591.7780142124
372	1881446.0307119116
373	1881351.0647038736
374	1881257.1965032392
375	1875881.7007866008
376	1875788.4235898862
377	1875649.9773648307
378	1875558.5415007456
379	1875467.9333623222
380	1872529.890260221
381	1872440.3465692014
382	1872351.6306038434
383	1872221.0056723556
384	1866827.72814687
385	1866742.0863624164
386	1866618.9951623187
387	1866540.9379496905
388	1866449.2543564748
389	1863772.657483119
390	1863719.6977186045
391	1863641.1241406535
392	1863563.6321105878
393	1863512.4239553402
394	1860534.4448736317
395	1860484.2310436184
396	1860410.8610221006
397	1860362.745548683
398	1854822.0646707583
399	1854750.3785377294
400	1854702.895392993
401	1854632.060999113
402	1854561.7486768034
403	1851786.5428994696
404	1851717.094864564
405	1851648.2060744485
406	1851579.9273695594
407	1848533.7195354903
408	1848466.0509158273
409	1848398.5856579065
410	1848331.3746021632
411	1845246.204785254
412	1845179.9088573498
413	1845114.172174236
414	1845048.7913741707
415	1844983.7664571542
416	1839296.3169828441
417	1839232.2071936666
418	1839169.4054608922
419	1839107.3629627284
420	1836199.0560640853
421	1836120.00657863
422	1836061.5174918445
423	1833149.499545319
424	1833091.7511559355
425	1833016.173939752
426	1830909.1130935384
427	1830854.0366445591
428	1830781.3771038866
429	1827605.27699773
430	1827535.375589088
431	1816471.5383242087
432	1798340.3312348481
433	1784090.8127506885
434	1774269.1914100512
435	1763628.9742134388
436	1755801.7794705147
437	1746558.7546436335
438	1737715.7534639807
439	1726547.3951466032
440	1718829.2341033807
441	1712337.1198330729
442	1707364.3874300295
443	1702478.1374684994
444	1695275.9657157827
