tcount: 	 cost:
1	2412137.453999998
2	2412137.453999998
3	2412137.453999998
4	2412137.453999998
5	2412137.453999998
6	2412137.453999998
7	2412137.453999998
8	2412137.453999998
9	2412137.453999998
10	2412137.453999998
11	2412137.453999998
12	2412137.453999998
13	2412137.453999998
14	2412137.453999998
15	2412137.453999998
16	2412137.453999998
17	2412137.453999998
18	2412137.453999998
19	2412137.453999998
20	2412137.453999998
21	2412137.453999998
22	2412137.453999998
23	2412137.453999998
24	2412137.453999998
25	2412137.453999998
26	2412137.453999998
27	2412137.453999998
28	2412137.453999998
29	2412137.453999998
30	2412137.453999998
31	2412137.453999998
32	2412137.453999998
33	2412137.453999998
34	2412137.453999998
35	2412137.453999998
36	2412137.453999998
37	2412137.453999998
38	2412137.453999998
39	2412137.453999998
40	2412137.453999998
41	2412137.453999998
42	2412137.453999998
43	2412137.453999998
44	2412137.453999998
45	2412137.453999998
46	2412137.453999998
47	2412137.453999998
48	2412137.453999998
49	2412137.453999998
50	2412137.453999998
51	2412137.453999998
52	2412137.453999998
53	2412137.453999998
54	2412137.453999998
55	2412137.453999998
56	2412137.453999998
57	2412137.453999998
58	2412137.453999998
59	2412137.453999998
60	2412137.453999998
61	2412137.453999998
62	2412137.453999998
63	2412137.453999998
64	2412137.453999998
65	2412137.453999998
66	2412137.453999998
67	2412137.453999998
68	2412137.453999998
69	2412137.453999998
70	2412137.453999998
71	2412137.453999998
72	2412137.453999998
73	2412137.453999998
74	2412137.453999998
75	2412137.453999998
76	2412137.453999998
77	2412137.453999998
78	2412137.453999998
79	2412137.453999998
80	2412137.453999998
81	2412137.453999998
82	2412137.453999998
83	2412137.453999998
84	2412137.453999998
85	2412137.453999998
86	2412137.453999998
87	2412137.453999998
88	2412137.453999998
89	2412137.453999998
90	2412137.453999998
91	2412137.453999998
92	2412137.453999998
93	2412137.453999998
94	2412137.453999998
95	2412137.453999998
96	2412137.453999998
97	2412137.453999998
98	2412137.453999998
99	2412137.453999998
100	2412137.453999998
101	2412137.453999998
102	2412137.453999998
103	2412137.453999998
104	2412137.453999998
105	2412137.453999998
106	2412137.453999998
107	2412137.453999998
108	2412137.453999998
109	2412137.453999998
110	2412137.453999998
111	2412137.453999998
112	2412137.453999998
113	2412137.453999998
114	2412137.453999998
115	2412137.453999998
116	2412137.453999998
117	2412137.453999998
118	2412137.453999998
119	2412137.453999998
120	2412137.453999998
121	2412137.453999998
122	2412137.453999998
123	2412137.453999998
124	2412137.453999998
125	2412137.453999998
126	2412137.453999998
127	2412137.453999998
128	2412137.453999998
129	2412137.453999998
130	2412137.453999998
131	2412137.453999998
132	2412137.453999998
133	2412137.453999998
134	2412137.453999998
135	2412137.453999998
136	2412137.453999998
137	2412137.453999998
138	2412137.453999998
139	2412137.453999998
140	2412137.453999998
141	2412137.453999998
142	2412137.453999998
143	2412137.453999998
144	2412137.453999998
145	2412137.453999998
146	2412137.453999998
147	2412137.453999998
148	2412137.453999998
