tcount: 	 cost:
1	114129.49588978635
2	113825.10067311513
3	113525.84696963815
4	113284.68913481204
5	113045.50167496972
6	112807.57652982374
7	112570.4518449652
8	112334.06606892444
9	112097.89579582294
10	111862.00257713036
11	111626.84826725558
12	111392.21736325935
13	110925.07988172029
14	110533.24322603198
15	110300.58269701949
16	110068.07611947665
17	109918.75771947665
18	109769.80891947665
19	109621.69171947666
20	109474.96051947666
21	109328.22931947667
22	109182.51451947667
23	109036.79971947666
24	108891.82411947667
25	108747.68011947667
26	108603.62851947668
27	108462.44131947668
28	108321.25411947668
29	108180.3441194767
30	108058.65888550362
31	107938.05102063579
32	107818.82842781246
33	107700.40614968548
34	107584.0745496855
35	107467.92774968549
36	107351.96574968548
37	107120.13414968547
38	107004.63414968547
39	106889.41134968547
40	106774.18854968548
41	106659.05814968547
42	106543.92967593492
43	106428.98407593492
44	106314.03847593491
45	106199.18527593491
46	106084.60927593491
47	105970.03327593491
48	105737.18406631054
49	105622.70046631053
50	105508.21686631053
51	105279.34206631052
52	105164.95086631052
53	105050.74446631053
54	104936.53806631053
55	104822.42406631053
56	104708.31006631053
57	104594.28846631052
58	104480.45166631053
59	104366.61486631053
60	104252.87046631053
61	104139.12606631053
62	103911.72966631051
63	103911.72966631051
