tcount: 	 cost:
1.0	125936.0138424001
2.0	125936.0138424001
3.0	125936.0138424001
4.0	125936.0138424001
5.0	125936.0138424001
6.0	125936.0138424001
7.0	125936.0138424001
8.0	125936.0138424001
9.0	125936.0138424001
10.0	125936.0138424001
11.0	125936.0138424001
12.0	125936.0138424001
13.0	125936.0138424001
14.0	125936.0138424001
15.0	125936.0138424001
16.0	125936.0138424001
17.0	125936.0138424001
18.0	125936.0138424001
19.0	125936.0138424001
20.0	125936.0138424001
21.0	125936.0138424001
22.0	125936.0138424001
23.0	125936.0138424001
24.0	125936.0138424001
25.0	125936.0138424001
26.0	125936.0138424001
27.0	125936.0138424001
28.0	125936.0138424001
29.0	125936.0138424001
30.0	125936.0138424001
31.0	125936.0138424001
32.0	125936.0138424001
33.0	125936.0138424001
34.0	125936.0138424001
35.0	125936.0138424001
36.0	125936.0138424001
37.0	125936.0138424001
38.0	125936.0138424001
39.0	125936.0138424001
40.0	125936.0138424001
41.0	125936.0138424001
42.0	125936.0138424001
43.0	125936.0138424001
44.0	125936.0138424001
45.0	125936.0138424001
46.0	125936.0138424001
47.0	125936.0138424001
48.0	125936.0138424001
49.0	125936.0138424001
50.0	125936.0138424001
51.0	125936.0138424001
52.0	125936.0138424001
53.0	125936.0138424001
54.0	125936.0138424001
55.0	125936.0138424001
56.0	125936.0138424001
57.0	125936.0138424001
58.0	125936.0138424001
59.0	125936.0138424001
