0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	15.12	18.14	24.74	18.14	24.74	12.96	24.74	34.01	18.14	34.01	34.01	15.12	12.96	15.12	18.14
2	15.23	18.27	24.91	18.27	24.91	13.05	24.91	34.26	18.27	34.26	34.26	15.23	13.05	15.23	18.27
3	15.05	18.06	24.63	18.06	24.63	12.90	24.63	33.86	18.06	33.86	33.86	15.05	12.90	15.05	18.06
4	15.47	18.56	25.31	18.56	25.31	13.26	25.31	34.80	18.56	34.80	34.80	15.47	13.26	15.47	18.56
5	14.98	17.97	24.50	17.97	24.50	12.84	24.50	33.69	17.97	33.69	33.69	14.98	12.84	14.98	17.97
6	14.97	17.96	24.49	17.96	24.49	12.83	24.49	33.68	17.96	33.68	33.68	14.97	12.83	14.97	17.96
7	15.02	18.02	24.57	18.02	24.57	12.87	24.57	33.79	18.02	33.79	33.79	15.02	12.87	15.02	18.02
8	15.33	18.39	25.08	18.39	25.08	13.14	25.08	34.48	18.39	34.48	34.48	15.33	13.14	15.33	18.39
800	199.95	239.94	327.19	239.94	327.19	171.39	327.19	449.89	239.94	449.89	449.89	199.95	171.39	199.95	239.94
9	14.53	17.44	23.78	17.44	23.78	12.46	23.78	32.70	17.44	32.70	32.70	14.53	12.46	14.53	17.44
801	394.03	472.84	644.78	472.84	644.78	337.74	644.78	886.58	472.84	886.58	886.58	394.03	337.74	394.03	472.84
802	283.83	340.60	464.45	340.60	464.45	243.29	464.45	638.63	340.60	638.63	638.63	283.83	243.29	283.83	340.60
803	292.68	351.22	478.94	351.22	478.94	250.87	478.94	658.54	351.22	658.54	658.54	292.68	250.87	292.68	351.22
804	472.33	566.80	772.91	566.80	772.91	404.86	772.91	1062.75	566.80	1062.75	1062.75	472.33	404.86	472.33	566.80
805	428.78	514.54	701.65	514.54	701.65	367.53	701.65	964.76	514.54	964.76	964.76	428.78	367.53	428.78	514.54
806	329.46	395.35	539.11	395.35	539.11	282.39	539.11	741.28	395.35	741.28	741.28	329.46	282.39	329.46	395.35
807	467.08	560.49	764.30	560.49	764.30	400.35	764.30	1050.92	560.49	1050.92	1050.92	467.08	400.35	467.08	560.49
808	551.93	662.32	903.16	662.32	903.16	473.09	903.16	1241.85	662.32	1241.85	1241.85	551.93	473.09	551.93	662.32
809	297.74	357.29	487.21	357.29	487.21	255.21	487.21	669.92	357.29	669.92	669.92	297.74	255.21	297.74	357.29
1000	4.53	5.44	7.42	5.44	7.42	3.89	7.42	10.20	5.44	10.20	10.20	4.53	3.89	4.53	5.44
810	533.18	639.81	872.47	639.81	872.47	457.01	872.47	1199.64	639.81	1199.64	1199.64	533.18	457.01	533.18	639.81
811	473.19	567.83	774.31	567.83	774.31	405.59	774.31	1064.68	567.83	1064.68	1064.68	473.19	405.59	473.19	567.83
812	505.64	606.77	827.41	606.77	827.41	433.41	827.41	1137.69	606.77	1137.69	1137.69	505.64	433.41	505.64	606.77
813	233.38	280.05	381.89	280.05	381.89	200.04	381.89	525.09	280.05	525.09	525.09	233.38	200.04	233.38	280.05
814	277.37	332.84	453.87	332.84	453.87	237.74	453.87	624.07	332.84	624.07	624.07	277.37	237.74	277.37	332.84
815	385.30	462.36	630.49	462.36	630.49	330.26	630.49	866.93	462.36	866.93	866.93	385.30	330.26	385.30	462.36
816	192.77	231.32	315.44	231.32	315.44	165.23	315.44	433.73	231.32	433.73	433.73	192.77	165.23	192.77	231.32
817	420.26	504.31	687.70	504.31	687.70	360.22	687.70	945.58	504.31	945.58	945.58	420.26	360.22	420.26	504.31
818	268.23	321.87	438.91	321.87	438.91	229.91	438.91	603.51	321.87	603.51	603.51	268.23	229.91	268.23	321.87
819	280.92	337.10	459.68	337.10	459.68	240.79	459.68	632.06	337.10	632.06	632.06	280.92	240.79	280.92	337.10
820	202.04	242.45	330.61	242.45	330.61	173.18	330.61	454.59	242.45	454.59	454.59	202.04	173.18	202.04	242.45
821	310.48	372.57	508.05	372.57	508.05	266.12	508.05	698.57	372.57	698.57	698.57	310.48	266.12	310.48	372.57
1001	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
822	511.69	614.03	837.31	614.03	837.31	438.59	837.31	1151.31	614.03	1151.31	1151.31	511.69	438.59	511.69	614.03
823	341.81	410.17	559.32	410.17	559.32	292.98	559.32	769.07	410.17	769.07	769.07	341.81	292.98	341.81	410.17
824	443.99	532.79	726.53	532.79	726.53	380.56	726.53	998.98	532.79	998.98	998.98	443.99	380.56	443.99	532.79
825	531.25	637.50	869.32	637.50	869.32	455.36	869.32	1195.31	637.50	1195.31	1195.31	531.25	455.36	531.25	637.50
826	317.98	381.57	520.32	381.57	520.32	272.55	520.32	715.44	381.57	715.44	715.44	317.98	272.55	317.98	381.57
827	347.40	416.88	568.47	416.88	568.47	297.77	568.47	781.65	416.88	781.65	781.65	347.40	297.77	347.40	416.88
828	305.93	367.12	500.62	367.12	500.62	262.23	500.62	688.35	367.12	688.35	688.35	305.93	262.23	305.93	367.12
829	573.73	688.47	938.82	688.47	938.82	491.76	938.82	1290.88	688.47	1290.88	1290.88	573.73	491.76	573.73	688.47
830	476.03	571.24	778.96	571.24	778.96	408.03	778.96	1071.08	571.24	1071.08	1071.08	476.03	408.03	476.03	571.24
